site_id	W116_D1	W116_D5	W60_D5	W42_D5	W40_D1	W115_D5	W117_D5	W58_D5	W59_D1	W60_D1	W58_D1	W41_D1	W41_D5	W40_D5	W59_D5	W117_D1	W115_D1
220997	18	54	74	28	26	78	45	72	53	43	12	53	26	56	57	48	36
221018	17	55	78	30	22	77	44	61	51	43	12	57	25	55	58	48	37
221119	19	71	69	33	21	67	46	87	56	46	14	81	15	58	57	58	36
221212	15	56	55	29	22	55	43	68	51	35	16	62	21	45	63	44	38
221216	16	58	56	29	23	56	39	65	53	36	17	60	23	44	64	44	39
221287	16	79	60	18	27	66	34	49	57	37	17	71	22	46	71	42	48
221348	17	79	67	20	24	68	33	64	59	39	19	77	20	64	68	62	55
221351	16	75	65	19	20	63	34	62	54	37	19	71	19	62	64	57	52
221414	17	67	56	26	14	65	39	70	56	47	19	74	21	60	69	56	48
221702	15	74	66	11	17	71	42	69	53	51	15	67	18	62	62	47	52
221711	18	85	65	13	16	70	45	73	55	51	17	68	19	62	63	53	60
221972	10	85	58	29	16	72	30	72	45	42	13	79	20	50	60	53	39
222059	14	62	49	27	17	59	41	60	49	50	8	70	20	52	66	54	43
222101	13	55	42	24	19	51	42	57	52	43	10	58	14	46	69	53	40
222116	17	63	42	24	18	50	38	59	47	43	11	54	16	44	69	51	33
222122	17	61	44	21	18	52	37	60	45	44	12	54	13	44	68	50	33
222146	17	62	51	21	16	57	35	65	48	39	10	53	13	37	60	48	37
222203	19	41	53	18	20	55	31	74	47	45	10	41	9	34	61	39	27
222211	18	36	55	17	17	51	24	74	53	47	8	40	10	38	56	35	23
222355	24	71	73	31	19	64	72	55	52	61	15	72	13	59	66	52	47
222416	21	55	51	26	19	73	60	50	44	39	17	62	19	63	72	53	30
222482	13	54	48	18	22	81	44	53	45	36	12	70	20	52	77	48	28
222488	12	59	47	18	21	80	44	53	44	36	10	70	20	55	72	47	30
222619	18	38	51	18	13	53	27	57	53	56	13	61	12	38	48	40	23
222777	2	16	55	4	3	14	11	28	36	29	16	18	6	11	33	19	5
222906	11	35	13	8	2	23	8	17	14	10	8	40	12	39	16	25	23
222984	9	56	13	17	20	39	37	18	17	10	15	53	10	65	18	46	35
223005	7	62	15	21	20	41	41	19	19	12	15	57	11	62	20	45	37
223038	7	56	12	17	22	49	48	16	19	15	11	62	14	55	20	51	42
223086	14	56	32	18	27	50	44	22	21	23	8	70	19	46	31	43	46
223095	14	58	35	21	29	52	44	23	22	29	8	71	19	48	35	42	47
223386	21	51	80	15	16	72	44	43	57	50	5	75	15	51	51	46	31
223519	20	54	49	28	22	67	42	49	47	55	8	80	13	51	39	64	27
223527	18	48	48	26	20	66	41	47	43	52	8	78	13	45	39	64	21
223714	11	43	62	18	15	54	45	43	44	49	11	68	20	48	55	39	26
223743	12	38	57	26	13	61	47	38	36	43	10	62	17	44	51	36	33
223752	10	38	54	24	15	54	44	43	35	44	11	64	14	42	54	36	31
223776	11	39	56	25	13	51	40	35	30	49	8	74	12	46	54	41	39
223944	18	60	72	19	18	72	37	55	68	39	14	68	24	44	55	45	38
223946	16	62	71	19	16	72	38	54	65	44	15	69	22	44	58	48	36
224098	25	50	79	19	14	59	42	66	34	53	13	68	21	44	58	59	33
224214	14	33	55	15	13	41	39	38	37	44	6	60	11	40	61	48	23
224861	9	11	22	9	5	18	15	18	16	13	2	25	4	15	17	10	12
224865	10	11	23	8	6	20	13	18	15	14	2	24	4	15	19	10	11
224901	12	21	42	14	10	39	19	40	42	26	4	47	6	29	43	29	29
224931	14	25	47	18	11	49	23	54	51	42	6	59	13	36	64	38	36
225033	11	55	78	32	21	70	42	60	54	57	8	62	15	45	70	61	38
225085	13	73	82	28	21	75	43	56	54	41	9	61	12	37	57	67	38
225171	12	54	61	12	15	51	21	58	47	56	6	70	9	35	70	45	44
225180	11	52	54	12	15	49	23	56	43	55	7	71	9	35	66	39	47
225240	10	46	64	25	21	57	43	82	54	64	11	85	12	46	65	34	54
225399	16	49	78	16	15	57	46	65	46	69	10	71	17	53	66	52	39
225468	14	47	76	19	14	60	40	62	52	53	10	59	13	36	58	53	37
225515	10	45	71	17	13	54	44	54	48	55	10	47	16	40	61	48	26
225546	10	43	79	24	17	65	51	69	53	60	12	70	22	39	67	48	30
225651	13	37	56	14	18	56	35	77	36	44	5	73	22	42	67	33	29
225808	22	33	72	22	17	64	34	69	42	61	15	54	13	53	72	53	31
225832	21	33	63	24	16	58	32	56	42	55	14	47	13	50	78	48	35
225837	21	35	61	23	17	62	32	57	44	56	14	45	13	54	79	52	39
226066	16	52	52	23	26	71	37	51	43	41	23	62	12	59	64	49	59
226072	17	51	55	21	27	75	37	51	38	39	23	68	12	65	65	49	61
226075	17	41	54	22	24	70	36	50	37	39	23	61	12	61	66	49	59
226189	20	45	72	17	20	84	49	58	56	50	22	79	17	82	57	69	44
226225	15	50	84	16	22	88	53	86	62	58	16	73	18	84	76	69	50
226231	16	46	80	17	19	79	49	78	63	56	14	68	17	79	73	58	47
226276	19	38	63	20	22	70	45	71	54	54	12	62	19	73	57	50	42
226330	17	43	69	24	19	80	59	98	55	48	16	77	17	69	68	40	59
226384	20	58	67	22	14	77	47	94	59	50	14	85	18	71	69	36	65
226397	23	56	70	23	15	79	47	98	58	50	14	86	19	70	70	37	69
226507	16	54	67	26	13	75	47	79	45	60	10	74	23	52	70	45	44
226543	17	50	61	28	18	80	57	77	49	61	9	73	28	55	68	55	42
226585	19	47	53	27	20	72	51	72	61	60	13	68	29	58	75	60	50
226669	23	57	63	32	19	89	53	60	60	51	13	86	22	83	55	53	64
226747	14	51	71	19	17	69	58	65	53	63	13	85	17	84	51	54	58
226789	11	46	76	9	15	63	51	77	49	71	12	63	17	58	52	49	32
226819	6	37	81	7	13	45	41	85	47	71	13	41	17	50	60	32	24
226820	6	36	80	6	14	43	44	88	47	72	15	42	16	52	64	30	25
226821	5	37	78	7	12	44	43	87	47	73	13	38	15	50	63	30	24
226822	5	35	74	7	11	40	42	88	45	72	14	36	13	47	62	31	24
226825	5	35	74	7	11	39	43	80	45	74	12	35	13	46	61	31	24
227156	3	12	64	3	7	6	14	62	50	46	11	15	2	8	59	3	7
227615	4	11	73	4	3	14	8	54	45	49	10	7	1	6	59	4	8
227660	6	16	78	5	3	13	12	44	46	50	11	11	3	5	64	6	15
227676	7	20	76	6	3	19	14	46	51	48	10	18	3	11	64	9	17
227800	29	43	67	15	17	56	36	62	61	65	12	51	9	58	69	24	49
227844	24	44	74	16	21	63	35	68	76	75	13	67	10	57	70	30	53
227870	21	43	65	13	16	60	32	75	73	67	14	64	11	55	62	30	49
227890	21	51	60	20	25	63	38	73	69	67	9	61	9	57	60	27	53
227893	20	51	60	20	25	59	35	69	68	68	9	61	10	56	58	25	51
227987	27	68	51	28	30	59	48	73	45	59	11	61	12	62	40	42	71
227988	27	68	50	28	30	57	48	70	42	60	10	61	12	63	36	41	71
227989	26	67	52	28	28	56	45	71	44	59	10	56	12	62	39	41	71
227995	26	65	45	28	29	60	50	66	42	55	9	61	12	64	35	43	74
228123	25	54	60	26	33	60	52	74	40	46	11	73	20	41	47	65	51
228212	16	51	55	26	25	62	40	50	49	52	11	70	28	54	37	49	41
228218	18	49	63	26	28	63	41	51	55	57	12	71	30	56	41	51	45
228221	17	53	62	28	29	64	38	50	52	55	11	73	29	56	42	50	48
228361	7	30	34	33	18	27	19	36	25	33	15	45	13	42	27	33	28
228385	6	27	24	28	14	28	19	29	18	29	17	48	10	38	21	31	23
228415	9	20	22	20	12	34	20	25	21	19	14	45	12	41	12	40	25
228430	7	24	19	22	15	33	17	19	21	17	15	49	10	40	14	42	28
228451	10	24	18	20	15	40	19	17	20	15	13	50	11	42	12	44	21
228460	9	26	17	18	14	41	21	16	22	17	11	51	14	41	14	42	22
228486	16	25	22	19	14	53	27	20	27	22	13	60	17	43	19	50	23
228547	14	24	26	18	14	47	22	25	26	30	12	47	15	49	28	49	17
228640	5	9	39	7	11	15	16	35	34	28	19	19	8	23	43	24	12
228649	7	12	41	9	14	20	18	39	33	28	19	29	10	30	48	27	14
228712	8	20	47	13	15	44	26	32	33	23	14	51	14	43	44	32	30
228730	11	25	37	13	14	49	28	29	29	21	14	60	13	47	39	30	30
228742	13	30	48	13	19	55	33	30	33	28	14	63	13	48	44	36	37
229078	22	41	64	19	21	54	48	56	56	40	10	55	17	47	55	23	42
229408	4	23	26	13	11	35	31	30	23	23	12	43	5	26	29	21	15
229438	6	26	31	15	17	42	37	38	27	26	11	46	5	28	31	29	21
229564	14	25	55	15	12	36	43	55	37	39	5	41	14	39	55	28	35
230068	7	24	15	17	8	44	28	12	5	9	7	32	13	33	14	23	26
230167	3	6	2	5	2	11	10	5	1	4	2	12	6	9	2	7	8
230347	3	12	6	4	6	20	11	7	6	9	5	20	2	15	4	7	10
230402	3	11	9	5	7	16	10	5	5	7	3	17	2	13	4	7	8
230430	2	3	10	2	3	9	7	6	4	6	7	8	1	7	5	5	6
230436	2	3	10	2	3	7	7	6	4	8	7	8	1	7	5	5	6
230579	13	34	31	8	26	38	29	47	46	50	13	33	11	25	48	20	21
230658	13	36	69	10	33	58	34	62	64	57	10	51	15	33	74	35	29
230730	10	27	65	8	23	52	26	44	43	40	11	40	14	20	60	24	28
230787	11	24	44	7	20	33	21	38	36	30	14	23	8	20	40	13	26
230834	4	21	29	12	15	27	10	19	24	30	9	19	1	15	32	10	15
230934	3	12	9	11	9	21	4	7	15	11	6	14	6	14	5	10	10
230947	2	7	10	8	5	15	4	3	9	8	6	9	5	11	4	7	6
230951	2	6	11	8	5	13	4	3	10	6	6	9	6	10	5	6	6
230952	2	8	11	8	5	13	4	2	10	7	6	9	6	12	5	6	6
230961	3	6	9	5	5	11	4	6	11	7	7	9	6	11	5	7	6
230964	3	5	10	5	5	11	4	6	10	7	7	11	6	10	5	7	6
230992	6	14	12	6	6	20	6	9	13	7	9	17	6	15	12	8	15
231019	4	24	20	10	9	26	8	11	16	12	7	24	6	17	19	14	22
231087	18	61	52	23	24	68	29	47	34	36	11	52	9	40	54	32	48
231306	10	25	19	14	14	52	33	13	17	22	14	37	14	48	17	26	24
231315	10	25	19	15	15	52	35	14	19	21	14	35	14	50	16	23	25
231604	49	69	74	15	11	74	49	60	54	65	13	65	22	49	49	85	51
231769	25	58	59	32	19	78	53	64	45	77	13	72	18	56	56	58	64
231894	15	56	68	17	16	37	32	57	39	64	14	74	17	45	68	51	52
232094	28	55	48	23	13	67	44	58	48	67	18	76	15	53	57	39	46
232267	19	53	52	18	15	52	30	59	64	42	19	80	10	46	53	33	51
232421	18	47	66	9	13	78	49	67	62	50	17	42	11	57	42	35	42
232467	20	45	58	14	13	85	43	81	69	53	20	49	9	61	47	41	39
232512	20	40	46	17	19	79	35	70	58	57	15	54	14	42	49	46	37
232615	7	36	43	10	18	53	35	43	38	40	13	31	14	28	50	44	24
232664	2	25	36	7	7	30	28	23	25	23	10	25	13	26	44	34	18
232665	2	24	35	7	6	31	28	23	24	22	10	25	12	27	43	34	18
233036	1	3	39	1	2	6	9	39	35	40	5	7	3	10	24	10	3
233122	13	27	57	11	5	44	33	51	39	44	7	35	8	41	35	30	16
233159	12	34	72	16	6	58	36	60	61	49	9	51	9	47	39	26	18
233188	13	34	70	17	5	60	36	55	50	48	9	49	10	42	37	26	14
233474	12	50	57	33	29	62	35	41	43	61	10	73	16	73	48	41	36
233705	10	51	63	29	14	67	52	65	62	62	14	64	27	47	82	38	31
233750	8	38	54	22	15	59	39	43	45	54	11	61	18	32	57	23	24
233819	11	37	39	25	17	54	25	42	39	51	8	43	16	32	40	34	29
233837	14	38	40	25	19	56	30	49	43	56	9	49	19	37	51	38	34
233876	14	35	54	19	19	51	30	51	42	48	11	41	14	31	58	38	29
233888	15	33	43	25	13	44	29	50	42	43	11	36	16	40	57	42	29
233972	12	36	51	24	16	47	32	63	53	49	13	47	17	42	79	54	28
233991	17	35	45	21	24	48	31	65	49	51	12	50	19	45	76	50	28
234009	12	34	42	26	23	47	35	69	44	54	12	50	22	40	72	46	30
234024	15	38	40	25	21	49	40	66	44	53	9	50	22	45	71	49	30
234055	19	39	44	22	20	54	42	75	43	58	10	42	15	39	72	48	22
234081	17	33	42	21	17	44	38	78	39	54	5	40	14	36	64	43	22
234083	16	30	42	18	17	44	37	78	39	54	6	40	14	36	64	37	21
234118	17	35	43	17	15	44	38	65	38	48	8	40	10	41	57	35	24
234121	18	37	45	16	14	44	39	63	36	47	6	38	10	36	59	34	25
234139	10	40	38	13	10	43	40	55	31	43	8	37	8	33	52	38	25
234140	12	38	37	13	9	44	38	54	34	42	8	36	6	34	51	37	24
234178	9	41	45	10	14	53	43	48	42	44	10	45	9	40	46	34	30
234208	15	55	58	15	19	76	64	66	48	58	11	65	12	48	53	47	42
234209	15	55	61	14	21	78	65	66	50	57	11	61	12	45	54	46	43
234210	18	58	60	16	22	81	64	64	48	54	10	64	13	48	57	52	45
234641	9	16	12	7	12	24	12	19	35	34	8	24	10	18	18	13	15
234647	9	14	12	7	12	22	12	21	33	32	8	23	10	17	19	9	13
234755	3	4	2	5	11	11	6	9	16	13	5	15	1	13	8	3	5
235229	3	10	14	1	2	4	6	16	17	16	10	7	1	7	18	2	6
235235	3	10	17	1	3	4	7	18	17	16	9	7	1	9	17	2	6
235241	3	7	17	1	3	10	8	17	17	18	10	8	2	9	17	1	6
235244	3	7	17	1	3	11	8	17	18	18	10	8	2	9	22	1	6
235250	3	6	18	1	3	11	6	18	16	17	11	9	2	8	22	1	6
235251	3	6	19	1	3	11	6	18	15	18	11	9	2	10	22	1	6
235256	3	6	21	1	4	11	6	18	17	19	10	11	2	10	21	1	6
235299	9	15	24	6	7	21	25	28	22	26	8	32	6	25	35	13	19
235300	8	15	25	6	7	20	25	29	23	27	9	32	6	26	35	12	20
235306	10	16	25	7	6	19	26	26	23	28	8	33	7	27	36	15	21
235436	5	20	11	9	5	21	33	18	8	14	4	30	5	29	26	21	15
235448	4	21	9	7	4	19	22	15	7	10	4	28	4	27	20	13	14
235684	8	15	5	3	6	20	20	6	6	4	7	18	1	13	9	11	18
236052	5	11	7	6	2	24	15	5	1	4	12	11	3	19	1	12	11
236102	2	6	11	5	2	12	9	6	5	2	10	10	2	14	2	8	9
236525	10	17	4	6	7	44	14	4	2	4	12	7	3	12	6	20	19
236648	1	9	42	7	3	14	7	47	36	28	16	5	1	2	46	6	7
236660	1	11	43	7	5	19	10	49	39	31	17	5	1	6	44	6	8
236811	18	43	62	19	9	42	37	33	38	27	11	28	8	22	49	44	27
236841	24	55	62	22	10	59	42	34	40	34	13	39	10	28	52	48	30
237533	7	25	6	13	5	33	26	6	1	2	13	33	23	30	5	42	31
237794	6	17	7	2	3	14	5	11	20	13	17	12	4	8	16	12	5
237885	8	22	26	6	7	28	17	28	18	14	13	26	8	26	24	24	18
238013	25	36	59	19	11	60	36	51	41	32	9	57	19	35	54	34	37
238014	25	37	64	19	13	62	36	53	40	32	9	61	20	37	55	39	39
238023	23	42	69	18	17	77	47	61	47	31	9	66	21	38	62	38	45
238024	22	41	71	18	14	76	47	61	48	33	9	63	21	38	62	35	45
238167	18	59	76	24	33	85	46	70	47	40	7	72	19	50	40	48	51
238230	22	66	66	21	30	86	37	61	55	61	7	69	31	47	37	53	51
238311	35	63	58	26	28	84	49	59	37	64	4	87	28	64	56	76	50
238315	35	61	57	26	28	84	49	57	40	67	3	85	28	61	58	73	51
238488	27	62	57	26	33	67	33	56	53	51	4	65	20	60	66	55	40
238651	17	37	57	16	9	84	41	52	40	47	8	49	19	38	62	45	29
238656	17	34	58	16	6	84	39	48	41	51	8	50	19	39	65	43	29
238682	11	25	47	10	8	66	26	36	33	46	7	41	18	35	51	34	22
238714	10	12	36	8	4	35	21	23	25	37	5	27	12	22	45	24	15
238731	8	12	25	6	3	30	18	14	20	30	4	19	11	14	32	17	7
238752	6	8	14	3	3	19	16	12	13	22	2	13	6	8	20	13	5
238753	6	8	15	3	3	19	16	12	12	22	2	12	6	8	22	13	5
238809	2	6	10	3	2	4	1	5	4	7	1	3	2	3	7	1	1
238810	2	7	10	3	2	4	1	5	4	6	1	3	1	3	7	1	1
238811	2	8	10	3	2	8	2	6	4	5	1	3	4	4	7	2	3
238814	2	8	9	3	2	9	2	6	4	6	2	4	5	4	6	2	3
238829	4	11	18	3	3	16	12	14	8	11	3	17	5	10	14	5	8
238830	4	11	19	3	4	15	13	14	9	10	3	18	5	11	15	5	8
238858	4	25	33	5	8	24	17	23	16	15	4	28	10	23	24	13	13
238859	4	25	32	5	8	24	16	23	16	15	4	29	9	24	26	13	12
238973	7	48	56	9	17	59	42	56	57	36	5	57	15	42	48	36	39
239140	14	41	38	23	18	62	44	54	46	47	15	50	21	53	53	47	55
239211	13	47	47	16	20	50	34	65	52	42	15	48	16	39	58	41	43
239221	11	45	50	17	21	54	35	62	51	38	13	47	17	38	56	41	41
239249	10	40	53	14	21	54	36	68	58	43	15	50	13	39	55	37	36
239255	10	47	54	16	21	57	35	68	56	47	13	53	16	40	51	41	36
239282	13	56	59	11	21	52	34	61	48	42	12	51	17	43	48	46	26
239284	11	53	58	10	21	47	28	58	49	42	12	50	14	40	48	37	24
239345	12	45	67	19	12	50	34	64	56	55	13	61	19	49	64	58	29
239443	8	27	38	13	10	28	21	48	38	26	9	35	6	29	41	34	25
239451	8	22	35	11	7	22	16	41	32	26	7	29	6	25	35	26	21
239480	4	18	29	7	7	14	11	25	21	17	12	24	1	16	18	10	13
239552	5	23	25	6	11	23	10	20	18	23	14	28	2	14	22	10	16
239684	9	17	50	9	20	43	23	34	48	30	12	25	2	39	54	37	22
239933	16	49	29	15	11	57	14	33	25	26	14	49	8	36	40	25	32
239957	14	42	27	13	8	39	14	27	24	19	20	45	9	32	37	19	27
240403	6	15	34	5	9	21	10	34	22	18	15	18	6	29	20	5	7
240531	7	19	20	6	2	21	11	16	18	20	13	18	7	12	11	8	10
240822	26	47	49	27	16	65	34	40	44	44	20	65	23	46	65	44	29
241275	15	48	60	22	22	56	44	48	40	49	14	63	29	43	59	49	42
241459	11	46	41	12	17	57	33	57	32	42	9	47	13	28	59	31	31
241566	23	53	71	20	19	61	40	58	34	45	13	53	10	51	47	38	48
241884	9	36	37	13	16	57	41	59	36	33	10	33	8	29	31	23	32
242088	11	29	41	18	15	49	39	34	28	36	6	36	7	46	34	27	29
242166	18	44	60	39	20	66	47	54	44	57	13	53	15	56	57	46	32
242169	20	46	60	40	22	71	44	56	46	60	13	51	16	57	61	44	32
242181	20	54	60	41	24	72	50	59	46	60	13	52	17	59	63	42	36
242283	25	43	89	30	25	88	35	54	41	63	12	47	24	49	59	45	30
242300	23	46	92	36	26	87	38	52	45	70	12	57	22	46	63	42	35
242307	21	48	92	32	24	81	36	50	43	62	14	48	23	51	60	42	33
242319	23	42	90	30	22	78	39	52	42	57	14	46	22	51	58	43	35
242340	22	46	78	30	18	68	35	47	43	61	8	50	21	47	45	45	33
242436	20	50	58	33	16	79	51	47	56	58	8	78	21	41	42	37	43
242644	18	55	51	26	19	65	38	65	44	57	15	86	16	53	59	45	33
243084	18	70	70	21	24	56	41	72	63	48	12	61	19	55	63	51	25
243240	13	52	65	19	17	46	53	44	52	42	17	57	14	62	59	57	39
243245	13	50	60	19	14	51	55	47	53	44	17	57	13	61	62	55	37
243246	14	50	56	19	14	52	56	44	54	43	17	58	13	64	61	57	39
243363	17	51	58	23	24	73	58	81	67	50	20	48	14	56	60	53	31
243813	25	61	51	29	21	80	33	54	36	46	14	77	24	58	59	44	31
243879	26	60	44	16	19	77	45	54	36	46	16	68	23	57	83	49	35
243973	23	65	57	26	20	91	43	79	44	66	13	88	14	54	98	62	47
244053	22	44	42	19	12	68	28	58	26	35	23	71	6	37	60	48	36
244071	17	45	26	13	16	66	31	39	17	29	22	62	8	38	40	42	40
244122	26	59	17	19	18	61	40	28	13	17	18	69	19	42	34	49	46
244134	25	61	16	17	17	76	43	28	13	16	17	73	23	47	34	56	53
244193	21	57	12	27	17	72	39	20	19	22	12	67	26	60	24	46	47
244194	23	59	13	27	18	76	43	22	16	22	12	74	27	62	24	48	48
244215	22	53	13	23	14	69	37	20	17	17	11	73	22	55	25	45	46
244218	20	52	13	24	14	66	38	17	18	17	10	73	23	53	26	45	45
244223	21	49	12	24	12	63	37	16	18	17	11	67	23	52	26	44	41
244257	7	28	3	22	4	51	23	9	12	9	13	42	17	40	10	28	24
244362	16	44	3	29	11	47	21	4	8	8	20	46	8	33	5	24	27
244368	16	49	3	32	13	49	22	4	6	8	19	53	10	35	2	24	30
244374	16	50	3	29	11	51	23	5	6	8	18	52	10	35	3	27	30
244377	16	48	3	33	12	47	22	5	6	8	18	50	9	33	3	27	27
244425	14	44	6	33	13	44	24	1	5	6	14	46	5	30	1	19	23
244431	15	43	4	32	13	43	22	2	5	4	11	43	5	29	1	21	24
244443	13	42	6	31	12	43	22	2	4	4	13	42	4	27	1	20	24
244654	7	4	5	1	1	10	4	7	2	6	21	12	2	3	4	1	4
244717	9	9	7	6	2	17	9	12	7	7	22	23	2	6	7	7	9
244784	6	19	8	7	10	27	16	10	15	10	7	22	4	24	16	14	16
244797	5	21	9	9	10	28	19	12	17	8	10	29	4	25	19	18	15
244887	15	38	45	13	20	42	25	36	39	32	11	54	15	41	39	36	26
244889	15	37	46	12	19	39	25	37	38	32	12	49	17	42	41	35	24
245067	18	49	67	32	17	76	50	94	65	55	10	51	18	56	75	53	49
245098	14	38	71	27	16	71	51	88	60	55	17	58	22	49	84	60	53
245118	9	35	68	24	16	64	52	90	65	55	14	54	22	44	83	51	53
245195	11	38	49	22	15	66	55	67	54	35	8	67	20	46	57	48	55
245198	11	39	48	21	13	62	51	59	53	32	8	67	21	44	54	47	51
245201	16	42	56	23	15	72	54	65	59	40	11	69	25	55	62	46	56
245226	15	46	47	26	17	76	51	56	46	37	11	73	28	59	54	50	56
245423	22	89	90	35	17	69	49	70	68	63	8	58	20	60	74	56	50
245624	24	58	59	26	17	53	52	38	58	53	13	71	15	60	63	53	59
246467	6	15	25	13	4	15	14	21	4	15	3	15	7	21	28	14	11
246468	6	14	25	12	4	18	15	20	4	15	3	14	8	22	28	15	11
246617	3	29	35	9	8	31	36	23	9	13	13	34	3	26	20	26	14
246666	2	17	22	7	2	20	24	12	4	4	13	21	2	14	9	16	10
247185	4	7	5	2	1	3	10	5	7	5	10	11	2	5	6	12	7
247482	7	11	16	7	5	15	9	16	7	13	13	17	6	6	14	14	13
247638	25	39	56	22	7	53	24	33	23	14	12	42	21	35	44	39	37
247754	5	7	15	1	1	11	7	8	1	1	12	9	4	5	14	7	7
247755	5	7	18	1	1	11	7	8	1	1	12	9	4	5	14	7	6
247756	4	7	17	1	1	10	7	8	1	1	12	9	4	5	14	7	6
248264	3	6	7	1	4	4	5	3	4	1	1	10	5	5	2	8	9
248265	3	7	7	1	4	5	5	3	3	4	1	10	5	5	3	7	9
248267	3	7	8	1	4	6	6	4	7	3	1	11	5	5	3	8	10
248290	5	11	11	4	10	11	14	11	12	9	4	17	6	11	9	11	12
248313	7	17	14	5	10	17	18	18	11	11	5	19	7	14	13	18	14
248319	8	20	17	5	12	17	23	23	13	14	5	19	7	14	16	17	14
248325	9	22	19	6	12	18	26	27	14	16	4	23	9	14	20	17	14
248329	8	22	22	6	12	17	24	30	13	18	6	23	11	13	22	17	14
250702	6	10	13	3	6	10	3	14	5	7	5	7	3	17	11	5	16
251061	17	60	78	25	18	73	39	51	38	47	10	73	16	62	60	65	37
251115	20	43	65	29	18	86	52	35	44	45	9	71	13	61	56	48	30
252460	20	62	60	18	18	74	40	60	47	46	11	64	16	49	60	56	27
252850	19	46	68	14	30	55	33	51	48	41	10	50	16	51	57	33	40
252971	23	47	58	15	12	61	55	59	43	41	8	52	14	59	56	35	49
253069	20	54	53	16	15	78	44	56	37	52	13	59	15	60	59	30	54
253130	20	66	56	18	24	83	37	64	40	45	13	65	14	75	74	40	60
253153	21	67	58	20	22	87	40	66	45	49	16	68	16	71	73	45	61
253192	17	56	66	19	18	70	37	52	42	32	14	57	21	57	70	42	50
253198	18	56	63	19	18	68	38	51	41	33	15	54	21	54	67	46	52
253201	17	55	61	20	18	69	40	52	37	35	15	54	19	57	67	44	54
253274	12	54	67	28	13	83	47	61	45	39	14	59	33	38	58	50	49
253303	14	65	73	33	22	91	55	64	48	45	18	69	31	44	57	50	51
253319	17	67	70	34	24	89	59	69	51	51	18	73	28	46	67	59	58
253324	17	65	69	33	20	90	58	70	53	51	20	75	24	44	64	57	57
253341	19	58	61	32	23	86	54	65	48	50	17	68	22	43	54	54	48
253397	20	63	61	30	26	81	53	80	50	46	15	56	22	54	56	53	50
253483	20	76	65	22	21	68	41	62	61	52	8	42	24	64	56	39	42
253489	18	75	66	18	20	61	39	60	60	57	8	43	23	60	57	34	38
253525	22	67	58	25	22	50	33	44	53	47	8	51	22	58	48	32	31
253540	23	65	61	26	21	53	34	47	57	52	7	51	23	56	50	30	34
253541	23	65	63	27	22	56	37	50	56	54	8	52	24	57	51	31	33
253638	27	58	63	26	22	56	34	57	43	40	8	53	28	49	48	47	41
253648	23	60	72	23	19	55	33	58	39	47	8	52	28	53	50	48	43
253660	21	58	72	19	18	59	30	57	39	50	7	50	26	60	50	48	45
253697	24	64	67	19	18	56	41	62	46	56	7	51	28	56	46	56	42
253726	15	51	57	9	8	50	36	65	49	49	4	48	29	61	55	45	37
253927	21	58	87	27	19	62	49	83	52	46	6	77	27	51	56	69	40
253945	23	58	77	22	18	61	46	74	55	49	7	77	20	47	55	71	39
253973	17	64	87	23	23	61	54	90	52	61	12	76	17	47	60	73	46
254356	22	50	80	25	16	56	58	47	52	58	12	53	29	50	68	44	38
254367	25	49	83	22	15	55	67	48	56	56	11	51	25	54	70	47	37
254437	29	60	63	29	18	70	57	50	49	48	12	57	24	45	69	44	33
254479	23	50	70	30	18	61	59	58	58	52	7	73	19	49	66	39	35
254515	25	57	61	28	19	63	54	64	54	49	7	78	14	43	63	31	36
254539	23	59	69	29	19	62	54	60	60	51	5	81	11	51	55	38	30
254545	19	51	63	28	19	57	50	59	61	54	5	78	11	54	54	35	28
254546	22	56	64	28	18	54	50	59	58	55	5	78	11	51	53	34	29
254571	22	51	84	27	20	51	57	70	62	67	8	82	11	62	63	34	33
254584	19	42	81	22	15	44	61	59	62	63	8	83	11	65	53	33	32
254635	18	39	64	18	14	36	47	51	63	60	12	63	10	53	56	30	29
254638	17	35	68	18	14	34	44	49	60	57	12	61	9	47	55	28	28
254653	16	24	85	19	11	29	32	61	67	53	10	52	10	48	58	26	25
254686	19	22	87	22	9	23	38	64	64	61	11	54	11	43	55	19	27
254689	19	21	93	21	9	23	33	69	63	64	11	50	11	44	61	16	25
254695	20	25	95	21	9	25	36	67	62	67	11	54	12	41	58	16	26
254757	16	41	91	23	13	56	42	60	48	54	4	77	18	35	62	36	23
254761	16	41	90	22	13	54	43	63	46	58	5	74	20	35	61	35	22
254767	16	40	91	24	13	55	43	62	48	59	6	78	20	33	59	35	24
254821	17	58	72	29	24	73	49	48	36	46	10	105	31	49	57	45	41
254917	15	52	78	29	22	64	39	47	46	43	17	100	30	44	39	28	39
254920	14	51	74	31	23	65	41	46	47	42	17	102	29	44	40	28	40
255068	17	46	48	21	22	73	33	69	48	28	12	65	32	48	55	49	48
255136	27	65	69	20	21	86	38	72	56	46	16	63	26	55	71	50	57
255190	25	62	64	21	23	88	39	72	39	42	17	67	23	59	71	50	55
255199	28	61	67	22	23	92	40	68	37	39	16	68	21	58	69	50	52
255363	23	44	46	18	17	75	27	76	35	33	13	60	14	38	59	65	43
255395	21	51	34	19	14	68	26	73	38	31	11	55	17	37	59	70	43
255939	22	83	92	38	37	81	67	57	68	64	22	88	20	73	94	58	52
