site_id	ASM_52	ASM_2	ASM_50	ASM_44
1323981	41	34	49	39
1324059	41	30	35	41
1324153	34	26	23	53
1324454	31	41	29	55
1324455	34	54	41	67
1324571	42	73	50	86
1324642	40	49	31	55
1324643	42	49	30	55
1324644	40	43	27	53
1324740	44	50	36	61
1324792	45	47	45	84
1324835	31	35	32	72
1325179	15	25	16	22
1325180	15	24	16	22
1325183	14	21	14	20
1326112	1	2	1	2
1326113	2	2	1	2
1326131	7	10	3	11
1326133	7	10	3	11
1326134	6	9	3	11
1326137	7	11	5	11
1326465	49	50	35	53
1326467	50	55	36	57
1326531	39	66	36	58
1326551	45	57	35	60
1326604	49	57	35	59
1326617	45	55	34	60
1326667	44	47	42	52
1326688	36	47	47	47
1326689	35	46	44	47
1326722	40	50	43	43
1326794	46	45	53	54
1326839	48	43	51	53
1326853	43	44	53	49
1326928	42	45	50	42
1326929	37	41	43	35
1327016	56	42	35	43
1327032	54	45	32	43
1327073	49	45	34	54
1327075	48	46	37	52
1327099	46	46	35	58
1327110	48	49	37	58
1327211	32	50	36	53
1327212	30	51	35	50
1327223	27	39	27	41
1327361	13	58	23	35
1327362	12	58	22	34
1327446	27	60	27	42
1327448	27	56	23	40
1327583	34	45	38	41
1327594	37	48	48	46
1327597	35	47	48	46
1327598	37	46	46	47
1327687	32	42	39	60
1327727	34	46	38	77
1327733	38	50	44	74
1327778	32	39	33	65
1327857	44	59	28	54
1327951	51	56	23	46
1327952	53	59	26	48
1327955	55	60	29	50
1327957	53	57	27	49
1328007	48	46	41	58
1328009	56	47	43	58
1328010	52	47	41	58
1328011	54	47	40	56
1328160	31	43	27	60
1328161	31	44	30	60
1328162	31	44	29	59
1328369	34	29	32	55
1328398	29	27	32	53
1328489	17	13	10	21
1328659	8	7	4	6
1328676	7	7	2	6
1328677	6	7	2	6
1328729	15	10	6	18
1328730	15	10	5	17
1328731	15	10	7	18
1328732	15	10	7	20
1328742	21	15	10	36
1328756	21	19	10	39
1328757	21	19	10	39
1328760	21	19	10	40
1328770	23	19	10	42
1328844	45	43	26	70
1328882	48	45	37	74
1328995	34	26	39	41
1329111	15	20	10	24
1329130	23	19	9	25
1329181	31	32	19	41
1329350	20	36	35	46
1329389	38	42	36	61
1329586	13	5	9	22
1329587	13	5	9	24
1329590	15	5	8	24
1329622	13	3	7	12
1329639	17	7	7	11
1329640	18	7	7	9
1329641	18	7	7	10
1329661	24	17	13	20
1329857	54	52	40	79
1329871	62	50	37	74
1330084	41	35	32	42
1330247	57	51	47	77
1330382	69	51	28	48
1330484	43	47	32	44
1330486	40	45	35	45
1330488	41	46	35	47
1330490	42	47	36	47
1330974	45	42	49	51
1331083	42	32	28	56
1331319	62	36	49	56
1331643	38	29	20	62
1331852	42	42	37	60
1331898	40	36	36	45
1331963	52	33	30	56
1332024	41	37	26	60
1332025	41	36	26	58
1332106	26	24	30	54
1332109	28	25	30	54
1332110	25	25	30	53
1332111	27	25	30	56
1332122	30	31	29	61
1332171	23	30	33	50
1332254	24	33	29	40
1332257	23	33	22	37
1332258	23	33	26	36
1332260	24	33	27	35
1332264	20	31	29	30
1332265	20	31	30	30
1332297	22	27	18	33
1332298	22	27	18	31
1332710	18	41	22	43
1332762	15	35	13	30
1332794	7	23	4	17
1332824	2	9	2	6
1332825	2	9	2	7
1332826	2	9	2	7
1332827	2	9	1	7
1332882	3	3	4	17
1332920	8	6	4	33
1332954	10	16	10	42
1332990	21	24	20	54
1333099	34	27	22	35
1333249	29	36	29	48
1333250	32	35	31	49
1333281	40	30	28	57
1333283	41	31	28	55
1333376	40	42	42	51
1333430	33	45	48	51
1333432	33	44	44	50
1333434	35	44	44	50
1333476	30	37	34	45
1333524	24	33	38	45
1333573	32	27	43	51
1333578	31	26	46	48
1333579	32	26	44	48
1333601	30	33	44	63
1333890	33	29	22	48
1333958	46	43	39	70
1334026	49	56	42	71
1334147	29	70	26	64
1334453	56	54	50	84
1334456	52	56	44	83
1334738	42	38	40	76
1335161	11	13	10	37
1335170	11	7	7	32
1335196	5	5	3	17
1335553	27	27	8	30
1335594	35	31	17	37
1335718	26	29	19	40
1335739	22	28	12	35
1335740	22	28	15	34
1335741	22	28	14	34
1335744	20	22	13	33
1335745	19	22	12	32
1335754	18	12	10	25
1335814	6	1	2	7
1336799	5	7	2	4
1336800	4	9	3	5
1336823	10	14	9	10
1336833	15	14	7	12
1336834	14	15	10	11
1336837	16	17	14	12
1336838	17	17	15	14
1336847	18	18	13	13
1336861	24	22	14	17
1336873	30	27	20	22
1337218	35	33	22	53
1337229	25	40	32	57
1337230	25	41	31	58
1337233	24	39	31	59
1337234	25	40	34	58
1337243	23	38	29	57
1337332	29	41	46	62
1337420	33	46	32	54
1337578	55	40	26	57
1337702	57	30	30	47
1337760	38	33	33	44
1337798	46	45	32	60
1337923	35	33	26	54
1337924	35	33	28	54
1337925	34	32	22	48
1337931	39	34	27	55
1337932	45	35	28	54
1337935	39	31	22	47
1338071	20	23	11	33
1338073	19	24	10	30
1338074	18	21	10	28
1338075	18	20	9	28
1338076	12	18	7	21
1338078	10	15	7	20
1338079	12	18	7	19
1338080	12	18	7	19
1338082	6	17	7	18
1338337	8	3	3	8
1338561	12	3	1	3
1338562	13	3	1	4
1338574	16	3	3	4
1338577	16	5	6	8
1338578	16	5	6	8
1338619	35	12	14	22
1338644	40	27	19	32
1338711	40	38	24	41
1338784	12	20	11	16
1342046	17	15	14	25
1342070	24	18	25	31
1342238	19	27	14	28
1342362	14	13	13	32
1342386	16	15	14	32
1342388	17	18	17	33
1342589	40	59	42	41
1342695	59	61	47	56
1343335	18	17	15	44
1343336	19	17	12	44
1343384	9	6	7	28
1344043	11	5	6	8
1344056	12	11	8	11
1344121	21	33	14	21
1344176	34	54	24	43
1344203	31	58	30	45
1344325	10	20	13	20
1344330	7	13	13	15
1344332	7	13	13	15
1344459	20	23	24	32
1344530	36	41	26	56
1344533	36	42	31	56
1344534	34	46	27	57
1344535	35	46	30	58
1344609	40	45	35	56
1344629	35	42	32	52
1344644	38	45	35	55
1344682	46	38	38	63
1344683	49	38	39	65
1344684	48	37	36	65
1344773	44	34	33	79
1344857	28	35	20	60
1344877	22	28	22	44
1344923	16	26	13	25
1344925	20	27	14	29
1344927	18	28	11	29
1344929	18	24	14	31
1344930	17	26	12	29
1344931	20	25	14	30
1344939	20	24	14	29
1344950	17	23	15	25
1344952	14	24	14	26
1344954	17	24	14	26
1344956	19	23	14	26
1344961	19	22	14	24
1344997	19	30	13	29
1344998	20	31	15	28
1345000	21	32	16	29
1345001	20	30	14	28
1345075	31	32	29	42
1345163	25	19	18	34
1345166	26	19	21	33
1345168	24	18	15	33
1345238	11	16	13	21
1345239	11	16	14	22
1345250	11	15	17	21
1345268	10	15	16	25
1345270	12	16	17	30
1345274	9	15	18	30
1345295	12	14	19	32
1345303	12	14	17	34
1345304	14	14	18	34
1345340	14	11	19	35
1345444	25	34	25	34
1345445	25	33	29	37
1345446	25	34	27	35
1345447	31	34	29	36
1345594	37	40	21	60
1345635	42	38	29	65
1345636	41	38	25	65
1345687	41	38	31	78
1345817	38	37	36	88
1345829	39	36	34	85
1345950	34	28	35	50
1345986	33	30	31	47
1346295	42	32	26	46
1346499	41	46	39	42
1346523	42	42	38	50
1346665	44	50	27	70
1346669	44	48	31	66
1346671	45	48	28	70
1346674	43	47	28	70
1346675	42	46	32	69
1346732	38	40	33	69
1346849	48	36	29	63
1347101	53	40	32	60
1347529	55	46	35	52
1347530	54	48	38	58
1347568	60	43	35	55
1347573	61	41	33	58
1347589	54	51	30	58
1347718	46	47	39	63
1347723	43	46	37	62
1347724	44	49	44	61
1347810	34	36	41	47
1347838	38	40	29	53
1347839	40	37	30	52
1347854	36	41	18	51
1347933	26	50	32	60
1347968	21	49	31	60
1347970	27	47	34	62
1347971	24	46	31	57
1347973	25	41	30	56
1347996	24	51	33	51
1348120	38	40	15	39
1348121	39	38	17	32
1348122	41	42	17	40
1348123	40	43	18	39
1348127	43	41	20	41
1348277	60	46	40	53
1348367	62	37	29	54
1348370	63	37	29	57
1348469	48	53	31	73
1348471	45	48	29	65
1348844	42	55	26	76
1348853	37	52	21	69
1349014	43	51	41	53
1349016	44	52	44	53
1349019	45	55	47	58
1349162	35	58	27	64
1349164	34	57	29	64
1349165	35	57	32	67
1349498	47	46	22	50
1349499	50	45	20	50
1349671	46	31	44	60
1349679	47	35	39	54
1349825	44	56	37	48
1349826	44	56	36	51
1349827	39	54	36	48
1349832	41	56	34	51
1349976	31	58	25	59
1349977	31	57	22	55
1350116	42	45	26	47
1350117	41	44	30	49
1350119	41	45	28	48
1350144	39	54	29	57
1350183	51	55	38	69
1350261	40	57	35	67
1350312	38	54	28	71
1350332	36	58	29	80
1350434	63	54	34	89
1350544	57	46	43	64
1350547	53	45	38	61
1350581	48	52	42	56
1350584	47	52	43	51
1350694	36	59	42	61
1350698	33	50	43	56
1350755	42	46	38	64
1350875	34	36	35	45
1350952	44	38	36	58
1350953	44	35	37	58
1351103	35	29	25	46
1351189	28	34	31	27
1351214	38	30	32	32
1351364	33	45	34	48
1351381	36	48	35	48
1351384	31	47	30	47
1351742	34	54	34	49
1351768	30	45	31	50
1351802	38	46	28	54
1351824	41	46	28	51
1351866	51	49	29	55
1351868	49	49	32	52
1351938	53	24	38	53
1351940	54	20	36	50
1351986	55	31	38	63
1352108	39	59	31	70
1352159	31	40	32	53
1352218	37	37	28	64
1352230	43	26	36	73
1352296	37	32	34	77
1352298	36	33	36	72
1352299	33	32	33	72
1352309	34	31	36	73
1352310	35	32	36	74
1352431	31	27	33	58
1352435	30	28	36	60
1352445	33	31	42	61
1352637	34	45	42	63
1352694	39	41	39	58
1352768	34	37	35	60
1352775	44	41	37	60
1352776	42	41	43	59
1352887	26	47	36	55
1352888	27	48	36	55
1352890	29	44	30	53
1352892	30	45	37	55
1352893	29	46	34	56
1352894	30	47	36	60
1352925	32	48	30	61
1352926	32	47	28	61
1352948	44	50	34	58
1353034	57	40	35	49
1353038	58	42	39	52
1353040	54	40	37	49
1353041	52	41	36	47
1353042	53	41	36	48
1353043	55	42	40	51
1353044	54	42	38	48
1353046	54	41	38	46
1353049	51	41	38	46
1353100	52	43	35	62
1353155	55	40	34	67
1353198	57	47	40	74
1353241	48	41	36	69
1353242	49	39	36	69
1353244	49	38	31	67
1353245	48	39	40	67
1353248	45	40	41	67
1353249	46	40	35	69
1353251	39	38	34	69
1353428	32	17	36	68
1353443	32	18	36	74
1353516	51	29	43	80
1353624	34	38	32	65
1353625	33	38	32	68
1353642	39	34	22	66
1353643	38	35	25	69
1353645	39	35	26	67
1353648	38	32	24	69
1353667	45	36	31	65
1353909	53	39	23	52
1353942	48	43	35	59
1353943	49	41	36	57
1353945	53	43	38	63
1353959	49	44	32	66
1353968	49	44	30	63
1354093	53	41	33	77
1354095	52	42	25	75
1354183	46	30	31	75
1354224	38	33	25	69
1354225	36	31	28	64
1354227	37	28	27	62
1354370	44	49	36	44
1354372	43	50	31	44
1354373	43	48	31	45
1354397	33	34	29	36
1354398	33	34	29	38
1354518	32	45	24	45
1354519	32	45	26	46
1354522	30	46	33	46
1354554	33	52	23	44
1354556	34	54	25	47
1354627	40	42	17	54
1354667	34	31	14	46
1354669	34	34	14	47
1354672	33	33	13	46
1354718	21	13	8	26
1354742	12	10	6	14
1354743	9	8	5	14
1355098	12	16	6	27
1355129	13	22	6	33
1355154	19	22	10	30
1355179	19	29	18	33
1355318	25	37	21	43
1355319	25	39	19	47
1355320	26	39	19	46
1355432	34	33	26	50
1355440	32	28	23	54
1355467	34	32	25	64
1355581	32	33	27	61
1355625	38	35	29	44
1355647	40	39	35	45
1355785	49	47	26	52
1355824	35	37	20	42
1355832	31	38	25	47
1355878	25	55	21	49
1355888	28	56	17	54
1356191	36	46	51	40
1356192	33	46	52	43
1356194	36	47	57	40
1356195	34	46	55	43
1356321	40	55	41	53
1356322	40	56	43	53
1356324	39	54	41	50
1356364	38	52	42	46
1356371	37	51	41	45
1356378	32	52	37	46
1356389	30	50	40	44
1356469	39	43	36	49
1356471	39	43	39	49
1356515	35	46	35	54
1356517	33	47	35	54
1356518	31	47	36	56
1356519	33	48	35	57
1356521	31	47	31	54
1356523	36	48	36	55
1356587	35	48	30	51
1356588	35	50	33	51
1356954	57	29	35	52
1357201	44	29	22	41
1357202	39	28	22	41
1357272	39	32	31	50
1357324	47	31	37	51
1357355	56	36	39	63
1357357	55	34	35	63
1357358	56	35	40	62
1357436	52	33	28	70
1357438	53	31	31	69
1357505	37	39	26	73
1357506	38	38	25	72
1357523	45	38	25	81
1357524	42	37	24	79
1357559	35	45	29	74
1357561	32	44	28	71
1357693	52	46	37	63
1357761	43	40	42	62
1357810	37	44	40	53
1358078	28	49	35	54
1358080	29	48	32	56
1358081	28	43	32	57
1358085	28	42	30	56
1358086	28	43	31	55
1358232	20	29	27	51
1358233	20	29	26	50
1358320	7	33	25	34
1358325	6	28	25	36
1358329	7	31	30	38
1358337	7	29	24	31
1358340	6	28	23	33
1358599	33	33	25	50
1358918	26	36	29	43
1358939	18	20	16	46
1359040	19	17	9	31
1359042	17	18	7	32
1359046	19	18	8	32
1359050	19	19	8	33
1359145	9	15	8	13
1359226	20	29	23	45
1359363	42	39	17	49
1359394	40	23	13	36
1359456	27	30	10	33
1359477	30	32	17	40
1359481	31	31	19	41
1359482	32	35	21	44
1359484	32	34	21	44
1359570	40	37	18	46
1359636	37	32	16	39
1359638	35	29	14	39
1359831	33	34	27	62
1359849	41	42	34	70
1359850	45	43	35	72
1359851	41	42	33	72
1359853	42	42	35	73
1359914	40	43	39	68
1360107	45	53	33	57
1360109	46	50	38	52
1360127	44	48	36	63
1360139	36	39	30	52
1360192	28	34	25	54
1360279	36	43	31	58
1360331	44	56	35	59
1360351	43	52	32	53
1360613	49	35	36	58
1360618	55	38	40	59
1360621	56	37	40	60
1360680	47	40	35	65
1360819	46	26	29	60
1360940	41	22	38	46
1360946	42	17	33	43
1360948	44	19	38	44
1360998	50	26	37	62
1361028	53	25	35	54
1361095	50	31	34	38
1361096	51	33	34	41
1361097	48	33	29	40
1361100	50	33	38	41
1361239	63	39	39	43
1361426	35	39	34	58
1361503	12	17	19	23
1361534	7	11	12	14
1361536	7	12	12	16
1361581	2	5	1	4
1361598	8	11	3	11
1361612	13	14	6	16
1361613	13	14	6	19
1361637	17	17	10	25
1361639	17	18	10	25
1361662	20	23	15	29
1361714	35	36	25	48
1361762	30	33	26	42
1361763	29	31	23	38
1361913	38	37	38	64
1362081	42	38	43	49
1362166	49	54	41	52
1362462	37	54	32	44
1362503	39	45	31	42
1362509	33	44	32	36
1362564	40	41	30	40
1362568	39	37	23	39
1362602	40	42	27	37
1362712	31	47	30	69
1362713	31	46	31	70
1362715	34	46	30	78
1362716	32	46	24	73
1362717	31	48	28	76
1362916	38	41	27	63
1362917	39	41	32	66
1363067	26	43	40	43
1363089	24	39	30	40
1363090	27	39	40	42
1363097	28	44	49	48
1363199	23	37	28	57
1363200	26	38	32	59
1363201	24	38	35	58
1363210	28	38	35	66
1363242	27	32	29	65
1363248	24	29	26	62
1363350	30	37	32	64
1363462	23	31	24	57
1363578	28	36	20	49
1363630	29	32	18	57
1363880	37	34	29	61
1363923	37	31	29	54
1363926	42	31	27	54
1363927	38	30	24	52
1363928	40	31	28	52
1364075	15	11	11	20
1364076	12	8	8	18
1364105	6	6	5	10
1364106	7	6	5	10
1364107	8	6	4	8
1364108	7	6	4	7
1364109	8	6	4	8
1364111	8	6	3	6
1364157	14	4	3	17
1364159	14	4	3	16
1364163	14	5	3	17
1364168	15	13	3	20
1364205	26	17	12	36
1364213	27	16	13	38
1364268	36	22	20	49
1364419	45	47	26	66
1364529	40	42	35	68
1364530	40	44	40	68
1364593	26	46	39	64
1364843	31	39	37	46
1364962	39	25	25	51
1364989	40	29	21	50
1365010	39	35	23	48
1365046	35	32	24	39
1365108	40	34	29	54
1365160	42	29	45	52
1365186	34	26	39	56
1365210	39	30	46	65
1365327	53	40	39	64
1365398	67	55	33	68
1365561	45	36	21	55
1365882	49	42	50	61
1365889	48	44	45	59
1365928	40	38	45	53
1365929	42	38	44	56
1365965	41	44	42	59
1366029	49	42	48	57
1366032	45	44	44	56
1366084	41	44	35	53
1366085	39	44	34	55
1366092	47	48	36	69
1366093	49	47	37	67
1366094	47	45	31	64
1366100	38	47	29	61
1366120	41	45	25	58
1366138	34	45	31	51
1366163	31	47	31	55
1366312	34	25	31	47
1366313	35	26	32	50
1366314	36	27	33	47
1366369	33	35	35	63
1366371	34	35	34	64
1366374	34	33	36	60
1366421	33	32	36	52
1366422	33	31	33	52
1366463	33	27	30	44
1366464	33	27	31	43
1366572	40	25	27	24
1366787	30	52	40	42
1366796	27	47	30	41
1366803	33	49	32	41
1367004	31	25	23	51
1367031	43	30	31	54
1367032	43	29	31	55
1367034	42	27	28	53
1367037	40	24	28	45
1367171	57	39	30	57
1367172	57	35	31	54
1367175	56	38	33	54
1367181	46	42	34	49
1367182	46	42	29	48
1367184	49	42	35	55
1367185	46	43	31	53
1367186	45	44	35	53
1367188	42	40	31	50
1367190	44	44	33	53
1367192	44	42	35	54
1367219	55	40	36	54
1367322	59	43	42	57
1367323	61	43	46	57
1367325	65	44	45	56
1367335	64	37	44	52
1367336	62	36	39	51
1367404	41	25	34	35
1367458	54	31	42	37
1367459	52	31	41	37
1367460	53	33	46	39
1367555	67	36	51	41
1367612	66	34	42	48
1367625	59	32	42	52
1367684	46	37	37	59
1367977	62	48	32	58
1368166	36	38	27	59
1368168	37	37	28	58
1368170	33	36	27	56
1368171	33	36	27	60
1368182	32	39	23	53
1368197	34	42	27	53
1368209	28	41	24	54
1368210	32	41	26	56
1368211	29	38	23	55
1368304	48	39	24	66
1368449	32	40	34	57
1368451	32	40	35	56
1368453	24	38	33	54
1368579	42	45	41	71
1368586	39	41	37	64
1368599	30	41	35	56
1368602	31	41	36	57
1368604	33	43	38	59
1368634	26	40	34	51
1368635	26	37	36	50
1368636	27	40	37	52
1368761	46	56	25	53
1369014	50	43	34	63
1369015	48	42	28	52
1369049	46	46	32	58
1369050	48	45	28	58
1369160	46	45	32	73
1369164	46	43	37	71
1369193	43	38	42	72
1369200	44	43	41	71
1369224	42	47	41	67
1369589	37	45	38	76
1369634	38	44	38	66
1369638	36	43	36	64
1369824	45	34	28	40
1369825	42	34	27	39
1369881	43	38	26	52
1369974	40	46	33	61
1369975	44	43	30	60
1370250	21	43	22	52
1370314	32	45	19	59
1370464	33	48	29	53
1370465	27	48	25	48
1370541	31	51	28	57
1370790	41	35	32	69
1370791	42	34	40	70
1370793	42	36	43	70
1370936	43	46	46	44
1370940	40	42	38	46
1371301	33	47	29	52
1371386	40	37	33	39
1371388	36	36	37	37
1371390	39	36	35	36
1371496	59	37	34	59
1371497	57	38	31	60
1371594	60	34	36	59
1371677	44	45	48	56
1371778	47	50	32	70
1371780	47	49	31	69
1371807	41	44	41	71
1371829	41	36	34	61
1371830	44	38	44	64
1371831	41	37	39	61
1371927	35	43	50	50
1371967	35	50	46	49
1371979	29	50	36	49
1371980	29	52	38	48
1372036	25	54	34	52
1372039	25	54	29	51
1372045	24	59	39	64
1372224	40	54	47	50
1372305	43	45	43	49
1372452	34	31	27	58
1372453	35	31	27	57
1372456	32	29	25	53
1372466	35	31	25	54
1372564	35	39	32	43
1372565	35	36	26	46
1372566	35	37	28	42
1372604	35	36	32	43
1372605	38	41	30	45
1372710	44	36	39	48
1372711	44	36	41	48
1372713	41	32	42	47
1372714	38	32	38	43
1372715	40	32	39	45
1372716	41	32	40	45
1372857	47	32	49	67
1372903	44	33	47	65
1373149	53	50	45	87
1373339	38	60	38	41
1373372	36	61	26	52
1373476	29	39	33	59
1373746	30	35	31	73
1373762	39	40	26	79
1373782	39	37	33	69
1373799	39	44	27	70
1373806	39	50	33	69
1373889	37	60	25	38
1373893	41	62	24	43
1373894	41	62	24	41
1373898	33	54	19	40
1373956	38	56	30	46
1373957	41	58	33	47
1374040	38	57	39	58
1374110	40	49	39	60
1374188	45	40	43	71
1374224	45	30	33	69
1374256	38	37	40	64
1374307	43	30	45	74
1374377	31	30	39	63
1374378	32	32	40	61
1374379	31	32	39	62
1374381	30	33	40	65
1374530	34	39	30	58
1374532	34	37	29	60
1374533	33	36	26	58
1374587	35	37	19	49
1374599	31	35	18	44
1374652	31	28	20	38
1374653	32	28	20	38
1374655	30	28	19	38
1374660	33	27	19	35
1374676	41	25	18	43
1374686	40	28	21	48
1374748	41	35	26	55
1374782	45	50	31	60
1374810	33	46	26	55
1374811	34	46	30	57
1374956	30	39	26	66
1375009	37	36	28	64
1375053	41	28	17	52
1375066	41	29	19	67
1375096	42	24	17	69
1375155	43	38	21	83
1375343	71	57	38	67
1375491	65	53	51	66
1375493	65	56	51	67
1375593	52	39	33	53
1375680	60	35	30	48
1375798	71	36	42	50
1375852	59	29	38	46
1375907	22	12	17	18
1375908	22	12	16	18
1375916	19	9	12	12
1375917	19	9	12	12
1375918	18	9	9	10
1375921	18	8	12	10
1375922	17	8	12	10
1375940	15	5	8	7
1376132	11	11	1	16
1376133	11	11	3	16
1376153	18	26	10	36
1376321	41	46	41	49
1376513	32	32	27	60
1376514	33	30	27	61
1376516	32	29	22	56
1376751	48	40	46	48
1376909	49	39	25	59
1376992	42	37	23	62
1377139	17	33	20	17
1377775	9	6	2	10
1377777	12	6	2	14
1377779	13	7	2	14
1377780	12	7	2	13
1377844	23	17	14	28
1377917	45	34	24	61
1378182	48	55	47	47
1378213	36	58	49	52
1378363	56	56	55	64
1378382	52	50	46	51
1378456	2	3	2	4
1378458	50	56	48	71
1378720	35	40	24	66
1378724	35	41	25	71
1378871	43	36	26	48
1378916	45	39	27	66
1378918	47	40	24	65
1378992	42	47	35	66
1379066	41	43	35	59
1379067	42	49	40	60
1379068	38	46	33	59
1379136	32	42	19	50
1379244	45	44	22	64
1379528	57	31	36	64
1379599	36	27	31	62
1379622	37	28	32	78
1379739	45	31	27	80
1379780	48	29	31	62
1379781	46	28	29	62
1379803	48	37	32	72
1379864	53	42	30	75
1379867	51	38	34	75
1379930	34	40	26	76
1379931	35	40	25	79
1379937	36	37	30	80
1380013	34	36	28	82
1380014	39	39	30	86
1380015	38	39	27	84
1380018	39	40	29	84
1380082	34	42	30	86
1380106	30	43	34	76
1380137	29	48	32	77
1380228	20	42	26	49
1380260	21	41	23	54
1380461	28	47	21	52
1380566	27	38	23	60
1380715	33	43	20	50
1380716	34	41	18	50
1380789	36	36	26	38
1380818	39	48	27	39
1380874	32	54	25	42
1380876	34	56	21	44
1380911	33	49	21	41
1381070	39	51	38	47
1381131	39	55	33	53
1381136	39	54	34	52
1381222	38	53	27	48
1381223	38	53	29	47
1381224	34	51	24	45
1381225	34	52	23	46
1381228	36	56	22	50
1381361	25	45	23	54
1381376	22	48	26	53
1381377	22	44	25	53
1381425	24	38	21	54
1381467	29	49	28	52
1381469	31	43	28	59
1381479	31	50	29	60
1381515	32	53	29	64
1381571	30	57	38	59
1381802	37	32	38	50
1381803	37	33	36	51
1381843	45	32	37	62
1381879	49	30	39	77
1381939	39	34	20	71
1381952	44	38	24	71
1381953	38	39	22	70
1381955	41	39	23	67
1381956	39	38	18	64
1381963	39	42	25	66
1381991	37	46	32	69
1382020	32	45	32	76
1382023	30	47	31	73
1382024	30	49	35	75
1382057	36	49	33	61
1382068	30	43	30	57
1382099	41	47	44	64
1382438	39	44	26	62
1382465	35	40	28	58
1382497	40	44	22	63
1382662	53	63	57	69
1382666	51	64	55	71
1382723	55	67	52	68
1382812	48	44	34	37
1382814	49	42	33	38
1382816	51	41	33	36
1382817	51	43	33	38
1382818	51	46	33	38
1382865	40	41	36	34
1382866	40	41	38	35
1382869	38	38	39	35
1382872	32	36	37	35
1382873	32	37	38	35
1382875	29	35	36	34
1382903	36	35	47	46
1382918	41	31	46	44
1382919	42	36	51	53
1382923	43	41	49	56
1382925	42	39	47	57
1382926	42	39	50	58
1382927	42	39	51	57
1382979	49	49	54	53
1382980	47	50	53	53
1383070	42	40	40	57
1383071	40	34	36	55
1383074	44	36	36	52
1383077	43	35	37	52
1383079	42	35	35	51
1383129	33	30	30	53
1383131	36	30	32	52
1383132	37	30	31	54
1383183	35	30	29	56
1383191	39	33	25	58
1383287	41	41	19	48
1383300	40	41	16	47
1383306	45	40	21	54
1383308	41	38	20	57
1383309	44	39	20	53
1383311	37	41	21	54
1383340	44	40	26	54
1383341	47	43	26	54
1383457	66	45	39	47
1383459	62	39	37	46
1383462	64	46	38	46
1383486	52	36	28	36
1383488	54	37	31	42
1383491	51	36	31	41
1383557	55	34	27	58
1383636	63	33	42	55
1383638	62	36	44	55
1383650	52	33	37	50
1383703	62	39	31	51
1383717	58	44	38	44
1383735	51	37	39	47
1383799	54	44	39	48
1383807	51	44	38	49
1383808	57	48	44	50
1383809	61	48	43	53
1383811	55	47	38	54
1383888	41	44	39	40
1383889	38	46	35	40
1383956	37	41	42	51
1383957	33	41	41	50
1383960	36	41	43	47
1383966	32	41	39	51
1383992	35	47	42	67
1384008	40	45	35	68
1384023	38	41	33	75
1384043	44	40	31	84
1384049	42	39	34	85
1384054	41	36	27	82
1384088	42	45	24	88
1384275	40	41	32	74
1384289	35	45	39	75
1384294	39	43	37	78
1384295	38	46	38	77
1384308	29	47	34	81
1384343	31	39	36	61
1384434	28	41	37	51
1384437	33	36	30	49
1384438	36	43	34	51
1384440	32	43	29	53
1384441	32	41	32	54
1384537	47	43	27	41
1384552	46	36	22	37
1384573	48	32	22	40
1384603	53	31	29	41
1384618	48	30	35	41
1384631	56	33	41	44
1384633	53	31	39	43
1384644	65	40	42	48
1384654	62	35	47	50
1384675	59	36	36	46
1384687	53	30	40	43
1384690	51	29	35	41
1384708	54	38	41	48
1384782	47	50	40	53
1384783	47	51	42	56
1384784	42	51	40	52
1384844	38	62	42	58
1384889	30	50	41	45
1384919	31	55	36	58
1385045	42	55	36	65
1385067	40	44	47	61
1385175	33	34	48	65
1385252	36	42	41	56
1385270	45	45	38	55
1385343	53	54	35	54
1385344	51	52	36	54
1385760	35	45	31	51
1385761	37	47	32	54
1385905	14	10	11	20
1385906	13	12	13	21
1385910	12	8	8	19
1386003	11	19	7	31
1386171	36	36	28	44
1386267	30	19	24	46
1386318	40	35	32	51
1386441	45	43	42	62
1386467	41	40	44	61
1386472	44	41	48	60
1386735	34	23	23	53
1386827	17	12	16	41
1386835	18	12	15	36
1386838	15	11	16	32
1386846	14	10	15	29
1386863	13	8	13	24
1386868	13	6	10	26
1386869	12	8	13	25
1386870	13	7	12	24
1386895	10	5	14	22
1386901	14	6	18	19
1386904	14	5	20	22
1386927	9	11	17	22
1386931	8	8	16	24
1386935	13	16	26	34
1386949	15	20	25	37
1386950	15	20	26	38
1386951	15	19	24	37
1387065	40	64	52	75
1387101	43	69	43	67
1387684	42	33	18	64
1387815	36	36	34	77
1387834	38	37	33	75
1387835	38	39	36	74
1387836	37	39	33	76
1387959	41	50	30	54
1387978	42	52	36	54
1388010	34	52	35	51
1388011	37	52	36	52
1388012	37	52	36	54
1388041	33	46	26	55
1388042	33	45	32	55
1388077	32	51	36	65
1388082	33	52	33	68
1388083	33	52	37	66
1388245	35	51	29	80
1388350	37	38	33	69
1388358	37	37	39	66
1388544	44	42	40	44
1388607	42	53	41	59
1388608	44	50	39	60
1388609	45	52	41	58
1388729	42	52	31	67
1388753	46	45	28	75
1388754	45	44	28	73
1388755	47	47	32	75
1388757	46	44	27	75
1388805	41	40	27	60
1388916	31	36	30	40
1388918	34	34	30	42
1388955	33	40	27	51
1388957	42	46	40	60
1388958	41	43	35	60
1388959	43	46	41	60
1389009	46	43	32	59
1389147	60	32	39	49
1389177	52	35	32	53
1389178	53	36	33	51
