site_id	Mock_3	Mock_6	Mock_1	Mock_5
322570	4	2	9	11
322585	6	2	9	8
322586	7	2	9	8
322633	8	5	10	9
322634	8	5	10	8
322635	8	5	10	9
322636	9	5	10	9
322639	9	5	8	9
322640	9	5	8	9
322666	12	4	12	9
322690	12	5	10	9
322695	12	4	11	6
322702	13	4	13	9
322710	16	7	13	9
322711	16	7	13	9
322726	14	8	11	8
322806	17	8	12	9
322845	16	9	9	12
322860	12	9	6	10
322861	13	9	6	10
322862	12	8	6	10
323005	7	3	9	6
323006	7	4	9	6
323097	16	9	13	3
323165	16	10	9	5
323286	12	5	3	9
323287	12	4	3	8
323317	12	5	5	14
323369	14	10	7	12
323501	13	6	8	8
323542	4	3	6	4
323644	2	10	8	11
323682	3	8	9	12
323816	4	1	3	5
324149	9	6	3	4
324230	10	3	3	7
324286	3	8	6	8
324315	11	9	6	16
324404	17	11	5	17
324443	17	14	5	18
324467	15	14	3	12
324494	14	15	4	9
324678	11	12	3	13
324700	13	10	4	10
324759	11	7	4	10
324798	9	7	11	9
324829	6	8	14	7
324833	6	7	13	6
324943	7	11	13	8
324961	9	8	13	9
324966	9	8	13	10
324967	9	9	12	10
324981	9	8	11	12
324982	8	8	11	11
324983	9	8	11	11
324989	8	4	8	10
325125	11	8	7	13
325126	13	8	8	12
325127	12	8	8	10
325156	17	8	10	10
325345	16	8	10	15
325346	15	10	9	15
325411	15	4	13	16
325425	15	4	14	17
325474	16	8	11	17
325476	17	8	12	16
325477	16	8	12	15
325608	16	3	11	8
325611	16	4	10	8
325613	14	3	13	8
325614	14	3	14	8
325625	12	7	14	12
325651	9	7	15	15
325654	10	6	14	16
325676	11	8	12	15
325687	11	7	12	16
325763	8	9	12	16
325764	8	10	11	16
325773	10	9	11	15
325833	12	9	10	14
326182	5	7	7	5
326204	8	9	7	7
326257	11	8	4	7
326258	10	7	4	7
326259	11	7	4	8
326260	11	8	5	8
326274	11	8	5	8
326285	11	7	6	9
326291	11	7	6	7
326331	16	6	6	11
326340	16	6	5	14
326362	14	7	7	13
326408	12	8	10	14
326409	12	8	10	14
326441	10	8	10	11
326549	15	8	11	9
326555	15	7	11	8
326589	14	6	12	17
326590	15	6	12	17
326591	14	6	12	15
326646	11	4	8	19
326654	12	4	7	20
326710	10	5	11	21
326818	8	4	10	14
326819	8	4	11	13
326826	8	5	12	13
326834	8	6	10	10
326839	8	10	9	10
326840	8	9	9	10
326938	10	18	12	16
326987	9	11	15	16
326990	9	11	15	16
327011	9	4	10	11
327042	7	5	10	10
327043	7	5	11	10
327056	7	2	11	9
327080	2	3	7	6
327083	2	3	7	4
327085	2	2	7	4
327090	2	2	5	1
327093	2	2	5	1
327094	2	2	5	1
327318	3	10	7	12
327350	3	9	9	7
327367	4	14	9	8
327381	6	12	10	7
327473	8	13	7	4
327557	15	7	14	5
327649	16	8	10	6
327682	13	7	10	6
327789	10	9	11	11
327817	12	7	15	9
327825	11	8	15	9
327931	7	12	13	4
328016	5	13	6	8
328031	7	13	6	8
328032	7	15	6	8
328036	7	15	6	9
328038	6	15	6	9
328039	7	16	6	9
328040	7	15	6	9
328041	7	15	6	9
328074	10	16	3	11
328270	4	13	5	18
328298	2	9	4	20
328362	5	6	2	17
328370	6	4	2	18
328429	9	8	5	11
328507	10	13	10	17
328543	11	14	10	18
328544	12	14	11	18
328545	12	13	11	16
328572	12	13	13	19
328612	11	14	10	17
328693	15	10	5	14
328694	14	10	5	14
328761	12	10	7	8
328793	12	9	11	7
328794	12	9	10	7
328797	10	9	10	6
328861	8	9	13	9
328875	10	9	13	13
328890	9	7	15	13
328908	8	7	15	12
328909	8	7	15	12
328910	6	7	15	11
328942	5	5	10	10
328944	6	5	9	10
328948	5	5	10	10
328949	4	5	10	10
329106	2	8	15	4
329225	7	6	11	12
329226	8	6	11	12
329231	8	6	11	12
329234	8	6	11	13
329300	6	7	9	16
329392	4	8	4	7
329413	4	9	9	8
329453	5	6	10	6
329465	3	4	11	6
329467	3	4	11	7
329549	4	6	13	5
329581	6	7	9	6
329656	14	10	12	14
329749	13	8	9	13
329760	11	8	8	13
329940	9	11	9	6
329942	8	9	9	5
329943	8	9	9	5
330005	12	7	7	8
330006	12	7	7	8
330017	14	8	6	8
330087	16	9	5	10
330088	17	8	5	10
330089	16	9	5	10
330151	14	8	9	9
330191	8	9	7	11
330246	6	12	10	12
330279	5	13	9	12
330287	4	14	8	11
330311	6	13	9	9
330313	6	12	9	9
330314	6	13	9	9
330439	4	9	16	14
330440	4	9	17	13
330445	4	9	17	13
330561	6	10	17	7
330591	7	10	12	11
330592	7	10	11	11
330593	7	11	12	10
330671	4	9	12	12
330718	2	9	14	12
330980	3	10	17	17
330995	3	13	17	17
331083	5	10	14	14
331257	8	10	9	13
331270	9	11	10	16
331271	8	11	9	16
331340	11	7	12	21
331421	17	12	13	19
331439	17	13	13	15
331457	15	15	14	11
331478	13	16	13	13
331564	4	8	13	12
331565	4	8	13	12
331700	11	10	10	8
331742	7	10	8	6
333944	6	10	11	16
333945	5	11	11	16
333946	5	11	10	16
333955	7	14	10	16
333956	7	14	9	15
333995	7	14	11	13
334093	5	11	8	13
334094	5	11	8	13
334095	5	10	10	13
334096	6	10	10	13
334105	5	7	10	13
334106	5	7	10	12
334184	3	6	12	9
334310	6	7	5	12
334359	5	7	10	17
334363	6	8	10	16
334404	6	7	14	20
334425	7	8	12	21
334441	4	8	11	18
334484	5	8	14	15
334509	6	7	11	15
334570	9	7	11	14
334610	10	5	9	14
334741	9	10	8	13
334808	9	7	2	11
334812	9	7	2	9
334815	9	8	2	10
334924	13	5	8	7
334925	13	5	9	7
334956	11	4	11	9
334960	11	5	12	9
335002	6	7	10	5
335003	6	7	10	4
335004	6	7	10	5
335064	14	5	15	8
335075	14	6	16	8
335088	14	5	15	10
335089	13	5	15	10
335091	13	5	14	9
335092	13	5	13	9
335093	13	5	14	9
335094	14	6	16	10
335095	14	6	16	10
335152	13	5	12	16
335237	8	8	6	19
335239	8	8	7	20
335240	8	8	7	20
335297	9	9	8	17
335300	9	8	9	14
335312	6	9	9	15
335339	5	7	8	15
335342	6	7	8	14
335368	5	5	9	10
335374	5	5	13	9
335385	5	5	13	9
335392	5	6	13	13
335396	5	8	11	13
335416	6	4	12	14
335421	5	3	12	14
335485	6	6	14	15
335489	6	7	15	14
335509	8	8	14	14
335533	8	7	10	12
335535	9	10	10	12
335537	8	11	11	11
335539	7	11	11	11
335541	7	10	10	10
335556	8	9	8	10
335587	8	17	12	10
335639	7	14	8	14
335653	7	15	10	17
335654	7	15	10	17
335727	6	6	9	16
335728	6	6	9	15
335800	12	15	7	13
335813	13	18	9	16
335854	11	18	6	17
335911	5	15	8	16
335922	3	15	8	12
336083	4	2	6	11
336104	5	2	6	10
336143	6	3	6	10
336330	8	5	5	8
336519	8	12	9	7
336597	7	16	9	6
336602	7	15	9	6
336633	5	15	4	7
336637	5	15	5	5
336638	6	16	5	6
336641	4	16	4	6
336644	4	17	3	7
336659	5	17	2	8
336670	5	16	2	9
336674	3	14	1	10
336702	5	9	1	9
336707	6	10	1	9
336710	7	9	1	9
336719	6	11	2	11
336733	5	10	2	8
336743	6	10	2	8
336762	8	11	3	9
336779	7	11	3	6
336782	7	10	3	5
336823	9	11	4	6
336847	8	12	5	7
336875	8	10	8	7
336876	8	10	8	7
336877	8	10	8	7
336878	8	10	9	7
336879	8	10	9	7
336919	9	14	13	6
336924	9	14	13	5
336927	9	15	12	5
336928	9	14	12	5
336985	7	13	13	5
337013	5	13	11	5
337026	6	12	11	5
337037	5	9	10	5
337043	7	12	10	7
337044	6	11	9	7
337046	6	11	8	7
337189	10	16	5	10
337193	7	15	5	8
337194	9	15	5	8
337195	9	15	5	8
337207	8	16	5	9
337792	7	11	10	10
337796	7	11	10	10
337805	6	11	13	11
337809	6	13	13	12
337810	7	12	12	12
337811	5	12	8	7
337812	7	12	8	7
337910	12	7	8	5
337912	11	9	8	5
337941	9	10	11	8
337957	10	8	8	7
337961	9	8	8	7
337965	10	8	8	8
337994	9	7	8	14
338002	9	6	8	13
338083	7	8	5	10
338138	8	14	5	10
338143	9	14	5	12
338184	14	16	9	14
338323	8	9	5	6
338462	14	9	2	4
338473	17	9	4	3
338527	8	8	5	3
338560	8	11	7	5
338599	9	15	11	8
338664	9	10	8	7
338697	10	13	5	12
338700	11	14	5	12
338725	15	13	4	15
338798	10	9	2	13
338847	14	8	3	9
338848	13	8	3	8
338849	13	8	3	8
339046	9	9	4	4
339085	9	10	3	4
339188	9	13	10	8
339231	11	11	11	7
339292	8	7	13	7
339313	7	6	10	8
339399	6	4	5	7
339400	6	4	4	7
339404	6	4	5	6
364822	7	4	7	13
364823	7	4	9	13
364824	7	3	9	11
364873	7	7	7	14
364904	6	7	5	10
364910	6	8	5	11
364954	6	7	5	9
364985	7	10	3	11
365046	5	9	2	9
365050	6	9	3	9
365058	5	9	3	10
365093	7	10	4	10
365139	9	8	4	10
365231	7	2	5	12
365310	9	9	3	16
365433	9	9	13	14
365457	11	6	13	13
365458	12	6	13	15
365462	12	6	12	16
365466	12	6	13	17
365469	14	6	12	19
365480	13	5	15	17
365523	15	7	6	17
365531	16	7	7	18
365578	17	8	4	17
365588	17	9	3	18
365607	15	11	6	18
365656	17	9	7	14
365671	12	10	9	12
365672	13	11	10	13
365674	13	12	10	15
365675	13	12	10	14
365677	12	12	10	14
365707	8	12	10	11
365785	10	14	7	14
365786	10	14	7	14
365802	11	15	7	17
365803	11	16	9	16
365805	11	16	9	15
365821	10	18	10	15
365823	10	18	9	13
365840	11	18	11	17
365936	8	17	13	16
365953	7	17	14	16
366018	16	17	9	14
366019	15	17	9	13
366022	16	18	12	11
366023	16	16	11	10
366024	16	17	12	11
366025	16	17	11	11
366038	14	18	12	13
366161	15	14	9	15
366162	17	14	9	15
366165	17	14	11	16
366195	16	13	9	16
366224	13	13	10	20
366236	12	10	10	21
366410	7	17	14	16
366420	7	14	14	13
366422	6	15	15	11
366423	7	15	14	11
366449	6	13	13	17
366457	6	12	13	14
366518	11	13	10	19
366560	8	9	9	19
366572	10	11	8	20
366573	9	11	8	20
366611	10	14	5	15
366623	8	14	4	14
366665	12	12	4	14
366667	12	10	4	14
366668	12	11	4	13
366670	12	10	4	13
366784	13	12	5	7
366786	13	13	5	8
366787	13	13	5	8
366788	13	13	5	8
366862	12	17	6	10
366887	10	15	9	11
366932	8	8	17	14
367112	13	13	17	13
367127	9	13	7	9
367132	9	13	8	9
367134	9	13	8	9
367192	7	14	9	6
367193	7	12	9	7
367234	5	16	14	7
367236	5	16	16	7
367251	4	17	16	9
367301	2	11	9	8
367336	3	8	7	4
368369	10	3	8	7
368595	14	6	7	15
368609	12	5	7	13
368616	15	6	7	13
368645	12	6	6	11
368881	12	3	10	6
368895	13	5	11	8
369026	9	7	2	3
369045	8	4	2	2
369351	8	15	10	15
369352	8	15	10	13
369353	8	15	10	14
369384	9	10	9	16
369447	11	6	10	6
369473	16	10	13	12
369589	12	12	9	10
369623	13	9	10	7
369635	13	8	9	8
369660	12	7	9	6
370065	2	14	3	4
371101	15	14	8	11
371102	15	14	8	10
371105	14	14	7	11
371222	16	9	16	14
371242	13	10	15	14
371246	14	9	15	15
371251	12	9	14	15
371252	12	9	15	13
371257	12	8	13	12
371274	17	8	16	16
371277	17	8	16	17
371285	15	8	15	18
371328	16	11	16	15
371361	15	7	8	15
371371	14	7	7	12
371471	14	6	9	9
371474	13	7	10	11
371476	14	8	9	11
371477	14	7	9	10
371530	16	6	10	16
371574	15	5	9	17
371592	10	7	10	18
371646	14	8	10	15
371702	17	7	9	16
371707	17	6	9	16
371708	17	6	9	16
371774	7	3	11	20
371827	3	4	8	19
371852	3	5	9	16
371854	4	5	9	16
371855	4	5	10	16
371858	4	5	10	14
371883	4	6	8	10
371952	8	9	9	16
372036	11	10	7	15
372263	3	8	10	10
372264	3	8	9	11
372638	12	14	8	15
372645	12	18	8	9
372723	15	18	9	8
372759	11	16	9	8
373067	6	15	5	8
373068	6	15	5	7
373232	8	8	11	5
373743	6	14	9	9
373749	7	15	11	11
373810	8	10	3	7
373907	3	7	8	10
373919	4	7	7	9
373954	5	7	7	9
374001	4	10	9	7
374079	11	8	5	7
374082	11	8	6	9
374083	11	7	6	9
374191	6	10	8	5
375459	11	6	4	6
375461	10	6	4	6
375464	11	6	4	6
375564	9	6	10	10
375569	10	6	10	10
375608	6	5	12	11
375611	8	6	12	11
375726	6	12	8	9
375758	8	12	7	10
375843	6	10	10	9
375861	9	6	7	11
375862	9	6	7	11
375867	10	6	8	10
375870	9	6	8	11
375927	6	6	11	8
375946	8	9	11	6
375959	9	9	12	7
375986	11	13	11	6
376009	12	12	9	6
376010	12	13	9	6
376011	12	12	9	5
376012	12	13	9	5
376091	11	13	7	11
376092	12	12	7	11
376093	12	13	7	12
376094	12	13	7	12
376127	8	14	7	12
376238	10	15	5	11
376240	10	15	5	10
376242	10	15	5	11
376277	11	11	5	10
376289	8	13	5	9
376291	8	13	5	9
376292	8	13	5	9
376397	7	10	7	17
376435	6	10	7	18
376536	5	8	6	11
376581	10	7	7	12
376785	14	17	8	8
376787	16	17	8	8
376799	16	17	10	8
376866	9	16	15	7
377111	6	6	9	7
377350	11	2	14	19
377385	14	4	13	15
377475	15	4	11	13
377486	17	5	10	13
377487	17	5	10	14
377515	15	4	13	19
377523	14	4	11	20
377528	14	4	13	17
377585	14	5	11	21
377614	13	5	8	21
377773	17	3	5	12
377775	17	3	5	10
377776	17	3	5	11
378063	2	2	4	8
378097	2	1	1	2
378362	12	5	5	10
378363	12	4	5	10
378364	12	5	5	10
378387	14	9	6	11
378390	13	9	7	13
378407	14	9	7	13
378427	17	11	7	19
378560	9	9	4	21
378582	8	9	5	18
378602	4	7	5	21
378686	7	18	6	17
378738	7	13	8	18
378750	10	15	7	14
378754	10	14	6	15
378766	11	14	7	17
379006	6	18	8	13
379056	8	16	9	11
379064	6	17	9	11
379069	6	18	6	11
379073	6	17	8	11
379114	4	14	5	10
379129	4	10	5	8
379156	2	6	3	3
379814	3	7	5	5
379815	3	7	5	5
380778	8	4	13	10
380792	9	6	10	9
380795	10	6	11	7
380797	9	6	11	7
380799	9	6	11	8
380803	9	6	12	7
380879	15	7	10	9
380881	15	7	10	8
380886	15	7	11	9
380918	16	8	10	10
380919	16	7	7	10
380936	17	5	10	12
380940	14	6	10	12
380948	14	7	13	16
381035	7	7	16	10
381084	5	7	17	12
382449	8	10	7	9
382562	8	14	12	12
382726	3	11	8	15
382730	3	9	10	15
386542	2	4	4	4
387795	1	2	2	3
387815	2	3	3	6
387975	11	11	10	17
387977	11	8	9	17
388029	11	6	10	12
388030	11	7	10	12
388039	9	6	10	6
388040	7	6	10	6
388138	11	4	13	12
388208	5	3	12	11
388315	2	6	13	8
388352	5	13	15	8
388386	7	15	16	13
388388	7	14	16	13
388389	7	14	16	13
388390	7	14	16	13
388400	7	18	13	12
388554	14	16	3	17
388562	13	16	5	15
388631	16	10	9	21
388634	16	10	9	21
388636	15	10	10	21
388640	16	10	9	20
388658	11	11	12	16
388671	11	12	12	16
388693	8	11	13	15
388695	8	11	12	15
388758	8	12	12	5
388796	11	12	8	8
388815	13	11	8	10
388830	13	12	7	11
388837	14	15	8	10
388839	13	15	8	10
388840	12	15	7	10
388841	13	13	8	11
388851	14	17	7	11
388884	14	16	13	12
388892	11	16	13	12
388923	11	16	14	13
388938	10	16	12	10
389311	3	5	13	4
389335	2	6	11	4
389348	2	5	15	4
389352	2	5	16	5
389355	3	5	16	5
389357	3	5	15	6
389361	5	5	14	6
389362	5	5	17	6
389478	11	6	17	9
389501	14	6	13	11
389502	14	6	14	9
389504	13	6	14	9
389505	13	6	14	9
389508	13	6	15	9
389509	13	6	14	10
389554	16	7	12	15
389555	16	6	12	15
389556	16	8	13	16
389557	16	8	12	15
389561	15	8	13	17
389632	15	7	8	16
389655	14	9	7	16
389660	15	8	8	15
389661	14	7	9	16
389662	15	10	8	15
389671	13	8	9	13
389704	9	11	8	10
389706	9	11	6	10
389707	8	11	7	10
389728	10	11	6	10
389756	9	10	7	7
389812	11	10	7	6
389893	16	4	12	6
389900	14	4	12	6
389904	17	3	11	8
390040	17	15	10	19
390041	16	13	10	18
390433	6	7	10	8
390458	6	8	14	10
390509	8	12	15	17
390661	6	12	9	21
390795	5	7	4	16
390796	5	7	4	14
391128	13	3	6	14
391194	11	4	8	8
391554	7	5	4	6
391897	11	2	10	9
391990	9	7	10	9
392025	9	8	9	5
392142	6	9	11	8
392151	6	7	11	9
392167	6	7	14	9
392913	4	3	4	5
392914	4	3	4	6
393102	15	10	4	16
393114	16	12	4	18
393119	14	12	2	18
393359	12	11	14	14
393366	13	11	13	13
393373	13	11	14	13
393391	11	9	15	11
394301	6	13	5	20
394321	5	10	5	18
394356	3	11	9	14
394360	3	8	9	12
394438	4	9	15	6
394467	3	11	13	9
394501	5	10	11	7
394502	5	10	11	7
394537	4	6	8	12
394538	4	7	8	12
394564	5	5	8	13
394621	12	5	8	12
394673	11	7	6	14
394687	10	7	5	12
394688	11	6	5	11
394815	8	6	4	5
394861	8	7	5	6
394880	8	7	6	6
394886	8	6	5	6
394906	6	4	7	6
394932	4	4	7	5
396030	7	16	3	19
396078	3	11	11	10
396163	5	10	15	11
396174	8	11	15	10
396215	9	13	10	5
396218	10	13	10	5
396219	10	13	10	5
396221	10	13	10	6
396222	10	13	10	5
396228	10	12	12	4
396229	10	12	11	5
396245	10	11	12	7
396258	12	10	14	7
396264	12	11	14	7
396270	13	10	14	9
396322	11	10	13	12
396324	9	9	11	12
396367	8	10	14	13
396369	8	9	14	12
396390	8	12	15	12
396419	5	12	11	9
396429	4	10	9	5
396431	4	11	10	5
396517	2	10	10	4
396554	4	8	9	6
396632	12	14	11	4
396748	8	11	7	10
396794	10	12	8	15
396824	13	13	7	15
396897	8	14	7	14
396926	14	15	6	13
396974	14	13	6	16
397015	16	10	8	17
397074	7	7	9	19
397075	7	7	9	19
397258	5	5	11	17
397316	7	8	6	18
397352	5	10	6	18
397377	4	11	4	14
397383	5	8	5	14
397391	5	10	6	15
397480	4	10	3	9
399147	3	6	3	9
399281	1	2	3	6
399741	2	3	3	5
399876	5	10	13	13
399883	5	11	13	10
399911	5	8	13	11
399912	6	8	14	11
399914	6	8	14	11
401157	10	5	5	2
401239	13	8	6	3
401964	3	2	3	5
402629	7	3	9	6
403192	4	4	9	8
403247	5	4	11	7
403260	5	6	10	7
403674	1	9	3	4
403775	4	15	7	8
403826	8	13	4	12
403827	8	12	4	11
403849	9	11	3	10
403874	9	9	2	12
405255	11	6	4	5
405256	11	8	4	5
405374	14	9	11	14
405398	10	9	10	12
405401	9	8	10	11
405403	9	8	11	13
405412	9	8	11	14
405529	8	12	9	12
405559	9	11	10	11
405560	9	11	9	10
405561	9	11	9	9
405595	13	13	9	12
405687	14	16	5	7
405770	8	13	2	9
405952	15	14	11	5
405954	12	15	12	6
405955	11	15	10	6
405956	11	14	12	5
405957	11	15	11	6
405962	14	15	12	7
405963	9	16	11	7
405966	10	16	10	7
405967	11	17	11	8
405969	11	16	11	8
405998	14	17	9	9
406002	15	18	7	9
406004	15	18	6	9
406073	15	18	4	12
406095	14	12	7	14
406096	13	12	7	14
406119	11	8	8	14
406143	12	6	7	15
406151	10	5	7	16
406152	10	5	7	16
406154	10	5	7	16
406182	11	4	9	14
406194	10	4	9	12
406388	14	15	11	13
406391	14	16	11	14
406429	10	13	10	12
406439	10	10	11	11
406441	10	9	11	12
406442	9	10	11	13
406443	10	10	10	14
406444	10	10	10	14
406551	3	6	8	18
406580	6	8	7	18
406582	7	8	7	19
406591	8	8	8	20
406593	8	8	8	21
406785	15	4	4	19
406795	14	4	6	15
406811	14	5	6	13
406820	17	5	7	13
406851	16	6	8	13
406853	17	6	8	13
406928	15	11	9	16
406931	16	10	10	16
406935	17	11	13	19
407087	7	7	11	10
407095	12	8	13	10
407096	13	8	13	12
407112	11	9	13	11
407244	5	9	6	12
407599	4	7	3	8
408659	10	10	3	21
408662	8	10	4	19
408828	13	12	4	9
409894	7	7	8	5
409946	5	8	8	7
409947	5	7	8	7
410002	2	8	5	10
410059	4	11	6	11
410065	5	11	9	11
410155	13	13	15	4
410182	12	11	15	5
410209	11	12	16	4
410214	10	14	16	3
410231	5	13	12	4
410386	2	16	8	7
410418	8	11	4	7
410419	8	13	4	7
410421	8	13	2	7
410431	8	14	2	9
410471	8	12	1	10
410630	4	7	7	21
410688	3	6	14	18
410699	5	4	14	11
410707	4	3	13	10
410712	5	3	16	12
410717	5	3	16	12
410718	5	3	16	12
410729	6	2	15	11
410740	6	3	13	8
410765	5	3	12	10
410780	5	4	12	10
410784	5	4	13	13
410812	6	7	13	12
410915	10	8	7	13
410973	9	7	6	11
411013	10	6	5	9
411031	11	5	4	11
411119	8	5	8	4
411123	8	4	9	3
411125	7	5	10	4
411195	17	3	13	3
411200	17	3	12	3
411215	17	4	14	3
411256	16	6	17	4
411258	16	6	16	4
411273	16	11	16	4
411274	15	11	15	4
411278	16	11	15	5
411298	11	11	12	5
411444	9	16	7	2
411446	9	16	7	3
411450	9	16	6	3
411515	10	13	3	9
411517	9	12	3	9
411524	8	13	3	9
411594	10	11	8	18
411608	10	8	7	17
411615	8	8	7	16
411635	10	7	8	19
411662	12	8	9	19
411663	12	7	10	19
411666	12	8	10	19
411667	13	8	10	20
411752	13	5	5	17
411766	12	7	5	16
411831	13	5	3	11
411840	13	5	3	10
412002	13	12	16	16
412040	15	13	12	14
412188	12	14	11	15
412189	13	14	11	16
412190	13	13	12	14
412222	11	13	14	13
412338	5	4	11	10
412339	5	4	10	10
412340	5	4	10	10
412757	4	4	5	5
412765	4	4	4	4
413072	7	11	7	8
413073	7	11	8	8
413077	9	13	8	10
413079	9	13	8	10
413080	9	13	8	10
413082	9	12	7	9
413089	9	13	8	10
413121	10	15	9	12
413200	8	14	16	7
413233	4	10	14	8
413237	3	10	14	8
413239	4	10	14	8
413384	2	7	10	9
413396	2	6	10	10
413434	6	8	10	11
413466	6	7	8	8
413505	5	10	8	11
413512	7	11	8	11
413587	11	9	4	6
413598	11	9	4	7
413609	12	10	6	10
413624	12	10	7	9
413722	13	16	14	13
413735	7	16	15	12
413863	1	4	9	9
413866	1	4	8	9
414294	9	15	10	13
414364	9	14	10	12
414438	11	15	8	15
414440	11	13	8	18
414441	11	13	8	18
414442	11	13	7	17
414465	9	12	8	17
414669	6	6	8	17
414734	5	7	10	12
414749	5	5	11	14
414752	5	5	11	14
414757	5	5	8	15
414758	5	5	10	15
414806	7	8	8	16
414839	7	8	8	14
414869	10	12	10	15
414901	9	11	9	14
414911	10	11	9	11
414999	17	6	9	15
415176	11	10	9	13
415188	7	10	10	11
415201	10	12	12	8
415214	9	8	13	8
415323	6	8	15	6
415324	6	7	15	6
415325	6	7	14	7
415353	3	6	11	6
415434	3	11	5	5
415439	5	12	5	4
415457	8	12	7	5
415498	7	11	7	5
415508	7	11	7	5
415583	7	6	4	9
415586	7	6	4	10
415587	7	6	4	9
415686	11	12	7	13
415715	10	11	7	9
415736	8	11	8	7
415750	8	9	6	3
415798	7	7	8	6
415877	8	10	5	8
415891	8	10	8	9
415919	8	6	6	11
415938	9	8	6	8
415960	7	8	6	9
415962	9	8	6	10
415992	8	9	8	10
416036	9	9	12	9
416038	8	9	11	9
416040	8	9	9	9
416110	9	7	13	7
416112	9	7	13	7
416119	10	3	11	7
416136	12	6	11	9
416137	12	6	11	9
416138	12	6	11	10
416182	13	9	10	11
416210	16	10	12	10
416284	12	9	10	11
416285	11	11	10	10
416286	10	8	10	8
416288	11	8	10	7
416379	4	2	8	6
416389	1	2	8	5
416600	4	10	8	16
416602	4	11	8	18
416603	4	12	7	17
416663	7	17	9	19
416665	7	17	10	19
416666	7	17	10	19
416813	5	13	9	11
416814	5	13	8	10
416815	5	12	8	10
416835	4	10	10	11
416896	4	7	15	16
416897	4	8	14	16
416945	4	7	14	14
416947	4	7	13	13
416948	4	7	13	14
417043	10	10	6	12
417045	10	10	5	10
417046	10	10	6	11
417214	3	8	8	11
417215	3	9	8	10
417216	3	9	8	12
417246	4	13	11	11
417257	4	14	11	11
417258	4	13	11	11
417259	4	14	11	11
417332	2	8	6	11
417333	2	8	6	11
417406	4	3	10	11
417407	4	3	10	11
417408	4	3	10	11
417557	10	14	4	9
417604	10	15	3	7
417607	11	17	3	7
417698	12	14	6	4
417708	12	9	6	3
417741	12	7	5	2
417821	11	9	6	6
417916	9	14	4	13
417943	11	13	4	12
417944	10	12	4	12
417945	11	12	4	11
417955	12	9	4	11
417971	10	8	2	13
418052	16	10	4	11
418053	15	9	4	11
418092	14	10	7	9
418115	16	13	8	9
418192	13	12	9	6
418203	15	8	7	4
418204	14	8	5	4
418292	14	11	8	5
418307	16	8	15	7
418473	11	9	5	6
418474	11	7	5	7
418555	7	5	4	6
419304	6	2	1	1
419305	6	2	1	1
419306	6	2	2	1
419307	6	2	2	1
419450	12	10	3	2
419454	11	9	4	2
419455	11	9	4	2
419859	2	2	2	6
419908	1	4	1	5
419909	1	5	1	6
420202	5	1	1	2
420282	12	11	3	5
420448	7	11	8	4
420449	7	11	8	4
420451	7	12	8	4
420452	7	12	8	4
420460	8	9	5	4
420764	15	7	7	6
420824	11	6	8	7
421178	4	4	5	4
421681	4	9	7	5
421682	4	9	7	5
421683	4	8	7	5
421684	4	9	7	5
421690	4	10	6	5
421828	8	11	11	8
421829	8	10	11	10
421830	8	12	13	8
421831	8	12	13	10
421833	8	12	13	10
421834	8	14	13	9
421840	8	17	13	9
421845	9	17	12	6
421860	9	15	12	5
421863	10	14	12	4
421905	8	14	10	7
421924	6	13	10	8
421925	6	13	10	9
421941	6	13	10	10
421978	7	17	10	11
421988	8	13	9	12
421989	8	13	9	12
421996	7	10	9	13
422010	11	11	9	18
422011	10	11	9	19
422026	11	13	13	17
422049	11	15	13	15
422063	11	13	14	16
422086	11	14	15	13
422089	12	16	15	13
422095	12	16	16	13
422098	11	15	16	12
422100	11	15	16	12
422101	11	15	16	13
422102	11	15	16	12
422106	11	15	16	13
422161	5	15	15	11
422249	3	15	6	15
422250	3	15	6	14
422321	5	14	5	10
422471	11	17	4	9
422491	13	12	3	13
422511	12	8	3	14
422549	11	10	4	16
422551	11	8	4	16
422571	9	8	3	14
422572	9	8	4	14
422593	6	10	3	16
422622	9	11	2	15
422624	8	10	3	14
422634	7	10	4	14
422645	7	10	5	12
422914	7	8	10	11
422930	9	10	11	16
422931	9	9	12	16
422967	7	11	11	14
422969	7	11	11	13
422971	7	11	10	14
422972	6	11	10	14
422973	6	10	10	14
423033	6	10	11	11
423040	6	10	11	11
423056	7	11	11	12
423080	6	10	11	8
423081	6	10	10	9
423100	8	8	8	10
423101	8	8	8	11
423102	8	7	8	10
423248	4	11	5	10
423359	8	8	9	6
423439	9	7	11	8
423474	9	7	12	8
423493	8	4	11	8
424247	12	10	8	10
424262	10	8	5	10
424273	9	8	3	7
426179	4	13	10	2
426334	6	9	5	5
426386	9	9	6	3
426387	9	7	6	3
426390	10	9	7	3
426391	9	9	6	3
426492	5	8	6	1
426538	7	12	14	4
426540	7	12	13	5
426542	6	13	13	5
426543	7	11	13	5
426544	9	12	13	5
426576	12	14	15	5
426692	10	5	11	4
426693	10	5	12	4
426694	7	5	12	3
426792	10	6	12	6
426906	10	11	8	16
426941	10	9	5	14
427035	15	9	6	8
427046	15	10	5	9
427069	13	8	5	7
427070	12	9	5	7
427071	13	9	5	7
427072	12	9	5	7
427073	11	9	5	7
427110	12	8	8	8
427139	10	8	9	6
427153	14	8	13	7
427219	11	5	13	7
427221	11	5	13	7
427222	11	5	13	7
427223	11	5	13	7
427330	7	6	6	8
427343	10	7	8	7
427390	11	9	8	9
