site_id	ASM_48	ASM_49
475672	0.0282	0
475781	0.0323	0
475812	0.0299	0
475837	0	0.022
475882	0.0328	0
476036	0.0357	0
476039	0.0357	0
476044	0.0351	0
476099	0.0263	0
476176	0.0233	0
476183	0.0244	0
476188	0.0244	0
476191	0.0227	0
476285	0.0149	0.0127
476304	0.0328	0
476345	0.0263	0
476401	0.026	0
476475	0.0278	0
476477	0	0.0222
476478	0.0274	0
476480	0.0417	0
476592	0	0.0288
476622	0	0.02
476624	0	0.02
476631	0.023	0
476840	0.0159	0.0127
476902	0.0235	0
476903	0.0227	0
476988	0.0114	0.00893
477024	0.0149	0.00952
477047	0	0.0175
477049	0.0361	0
477051	0.023	0
477055	0	0.0194
477148	0.0222	0.0109
477374	0	0.027
477528	0	0.0247
477564	0.0299	0
477788	0.0111	0.012
477902	0	0.0233
477904	0.011	0.0233
477905	0	0.0233
477936	0	0.0244
477939	0.0235	0
477940	0.0357	0
477941	0.0233	0
477942	0.0349	0
477992	0.04	0
477993	0.0405	0
478049	0	0.025
478050	0	0.0263
478051	0	0.0253
478052	0	0.026
478053	0	0.0253
478089	0.0247	0
478090	0.0247	0
478091	0.0244	0
478142	0.0366	0
478143	0.0361	0
478269	0.0278	0
478397	0.0133	0.00943
478413	0.0127	0.00917
478470	0.0132	0.0101
478521	0.0263	0.0102
478540	0.0133	0.0115
478542	0.0133	0.0112
478543	0.0132	0.0111
478687	0.0137	0.0132
478804	0.0133	0.0132
478813	0.037	0
478868	0.0233	0
478869	0.023	0
478875	0	0.0238
478876	0	0.0244
478954	0.0132	0.0132
479019	0.0299	0
479023	0	0.0241
479025	0	0.0233
479026	0	0.0235
479061	0	0.0198
479079	0	0.0177
479332	0.022	0
479362	0.0103	0.0111
479430	0.0098	0.0128
479439	0.00952	0.0135
479468	0.0098	0.012
479511	0.0111	0.0123
479517	0.0526	0
479518	0.0526	0
479576	0	0.0244
479585	0.0133	0.0123
479629	0.0274	0
479725	0	0.0299
479726	0	0.0294
479770	0	0.0357
479771	0	0.0345
479774	0	0.0476
479823	0.0299	0
479865	0	0.0263
479866	0	0.0263
479920	0	0.0267
479921	0	0.0282
479923	0	0.0303
479924	0	0.0308
479925	0	0.0303
479957	0	0.0299
479965	0	0.029
480001	0	0.0253
480185	0.0263	0
480186	0.0263	0
480221	0.0119	0.0101
480228	0.0132	0.0141
480231	0	0.0294
480262	0.0294	0
480273	0	0.027
480274	0	0.0267
480275	0	0.0274
480279	0.0139	0.0125
480281	0.04	0
480282	0.0548	0
480284	0.0513	0
480286	0.0256	0
480328	0.0235	0
480330	0.023	0
480331	0.0241	0
480333	0.0238	0
480334	0.0235	0
480366	0.0125	0.0108
480423	0	0.0366
480424	0	0.0244
480425	0	0.0345
480431	0.029	0
480462	0	0.0267
480472	0	0.025
480517	0	0.026
480525	0.0312	0
480572	0.0122	0.0102
480657	0.0267	0
480683	0.0241	0
481123	0.0308	0
481132	0	0.0198
481221	0.0115	0.011
481283	0	0.0182
481445	0.0137	0.00943
481446	0.0141	0.00917
481583	0	0.027
481584	0	0.0256
481585	0	0.0247
481586	0	0.026
481733	0	0.02
481735	0	0.0213
482014	0.022	0
482160	0.0105	0.0127
482162	0.0217	0
482164	0.0225	0
482289	0.026	0
482355	0.0353	0
482359	0.038	0
482360	0.0256	0
482361	0.0411	0
482397	0	0.0411
482398	0	0.0267
482402	0	0.0405
482403	0	0.0263
482404	0	0.0253
482545	0	0.0435
482546	0	0.0417
482548	0	0.04
482552	0	0.0241
482621	0	0.0235
482772	0.0263	0
482777	0.0278	0
482778	0.0278	0
482779	0.0278	0
482781	0	0.0192
482782	0	0.0192
482784	0	0.0196
482793	0	0.0222
482827	0	0.0227
482950	0.0294	0
483030	0.0328	0
483066	0	0.0225
483151	0	0.0227
483157	0	0.0225
483261	0.0127	0.01
483262	0.0135	0.01
483407	0.0455	0
483465	0	0.0217
483525	0.0282	0
483758	0.027	0
483920	0	0.037
484054	0	0.0345
484055	0	0.0357
484057	0	0.0345
484062	0	0.0286
484063	0	0.0278
484099	0.0317	0
484230	0.022	0
484264	0	0.023
484292	0.0206	0
484293	0.0208	0
484294	0.0312	0
484297	0	0.0476
484298	0.0374	0.011
484301	0.0175	0.0104
484394	0.012	0.0172
484416	0.0169	0
484444	0.0286	0
484445	0.111	0
484446	0.0303	0
484447	0.0645	0.0333
484449	0.087	0
484452	0.118	0
484479	1	0.182
484480	1	0.182
484807	0	0.25
484815	0.167	0
484899	0	0.0278
484917	0	0.0208
484924	0.0192	0
484961	0.0278	0
484995	0.013	0.0122
485018	0.0211	0
485020	0.0211	0
485030	0.0109	0.011
485064	0	0.0206
485110	0	0.0189
485147	0.022	0
485298	0.0139	0.00917
485303	0.0141	0.0098
485305	0.0141	0.00971
485311	0.0132	0.0115
485564	0	0.0217
485702	0.0278	0
485703	0.029	0
485706	0.0556	0.0109
485708	0.0127	0.0114
485739	0	0.0247
485790	0	0.0323
485791	0	0.0299
485792	0	0.0294
485793	0	0.0299
485816	0.0256	0
485819	0.025	0
485853	0.0213	0
485855	0.0213	0
485856	0.0222	0.0213
485940	0	0.023
485942	0	0.0241
485968	0.0303	0.0122
485995	0	0.0263
486023	0	0.0274
486025	0	0.0417
486145	0.0303	0
486150	0.0154	0.0137
486172	0	0.027
486173	0	0.0274
486179	0.0149	0.0141
486180	0.0149	0.0141
486233	0.0135	0.0115
486270	0.0241	0
486278	0.0116	0.0112
486402	0.023	0
486513	0	0.0211
486523	0	0.0227
486656	0	0.0455
486669	0	0.0238
486694	0.0282	0.011
486763	0.0267	0
486823	0.0132	0.0101
486905	0.0333	0
486912	0	0.039
487062	0	0.029
487067	0.0141	0.0167
487083	0.0145	0.0189
487085	0.026	0
487086	0.0274	0
487087	0.0286	0
487088	0.0286	0
487175	0.0548	0
487235	0.0357	0
487264	0	0.0267
487327	0.0172	0.0137
487328	0.0172	0.0139
487345	0.0263	0
487376	0.0215	0
487424	0.0211	0
487460	0	0.0417
487480	0.029	0
487482	0.0411	0
487484	0.0274	0
487517	0.0159	0.0141
487552	0	0.0208
487612	0.0227	0
487619	0.0233	0
487625	0.0225	0
487632	0.026	0
487635	0.0526	0
487733	0.0172	0.013
487817	0.0222	0
487843	0.0309	0
487844	0.0417	0
487916	0	0.0238
487931	0.0208	0
487993	0.0533	0
487994	0.0506	0
488033	0.0139	0.0114
488115	0.0135	0.0114
488148	0.0225	0
488151	0.023	0
488184	0.013	0.0109
488243	0	0.0198
488294	0.0323	0
488298	0.0345	0
488354	0	0.019
488383	0.0213	0.00917
488400	0	0.0183
488500	0.0328	0
488502	0.0312	0
488504	0.0294	0
488505	0.0303	0
488506	0.0299	0
488562	0	0.0227
488565	0.027	0
488632	0.0244	0
488648	0.0253	0.0185
488649	0.0253	0.00926
488651	0.0253	0
488652	0.026	0
488655	0	0.019
488780	0	0.0247
488892	0.0263	0
489070	0	0.0278
489071	0	0.0286
489073	0	0.0263
489106	0	0.0294
489154	0.0137	0.02
489156	0.0137	0.0227
489160	0.0143	0.0222
489165	0.0141	0.0204
489301	0.0167	0.0127
489302	0.0167	0.0128
489305	0.0164	0.0132
489306	0.0152	0.0125
489309	0.0154	0.0125
489338	0	0.029
489341	0	0.0303
489342	0	0.0294
489419	0	0.0267
489440	0	0.0256
489487	0	0.0323
489488	0	0.0308
489489	0.0282	0.0156
489490	0	0.0303
489515	0	0.0317
489516	0.0286	0.0154
489517	0.0308	0.0154
489520	0.0149	0.0152
489547	0.0448	0
489670	0	0.023
489671	0	0.023
489733	0	0.0238
489773	0	0.0244
489774	0	0.0241
489818	0	0.023
489819	0	0.0222
489820	0	0.0215
489921	0	0.0202
489946	0.0114	0.0116
489984	0	0.0361
489990	0.0353	0
490030	0.0125	0.0341
490101	0.0161	0.0128
490144	0.0169	0.0109
490189	0.0278	0
490190	0.027	0
490193	0.0274	0
490196	0.0267	0
490198	0.0282	0
490441	0.0308	0
490445	0.0323	0
490449	0	0.0303
490450	0	0.0299
490474	0	0.029
490528	0.0278	0
490590	0.0375	0
490591	0.0375	0
490592	0.0366	0
490648	0	0.0263
490767	0.0286	0
490816	0.0139	0.0119
490817	0.0139	0.0116
490818	0.0152	0.0115
490822	0	0.0217
490823	0	0.0225
490864	0.0286	0
490912	0.0238	0
490913	0.0253	0
490954	0	0.0244
490956	0	0.0253
490959	0.0326	0
490965	0.011	0.0109
490966	0.0116	0.0132
490967	0.0112	0.0133
490968	0.0114	0.0132
491104	0.0323	0.0206
491105	0.0317	0.0309
491110	0.0357	0.0115
491112	0.0364	0.0119
491113	0.0357	0.0116
491114	0.0192	0.0118
491146	0.0465	0
491175	0.0465	0
491213	0.0351	0
491280	0.0244	0
491359	0	0.0282
491374	0	0.0286
491505	0.0225	0
491563	0	0.0238
491651	0	0.0278
491698	0	0.027
491699	0.0169	0.013
491819	0.0299	0
491934	0	0.029
492008	0	0.0328
492031	0	0.0545
492032	0	0.0556
492033	0	0.0545
492035	0	0.0556
492051	0.0278	0
492073	0	0.025
492074	0	0.025
492075	0	0.0238
492077	0	0.0238
492078	0	0.0241
492081	0.0135	0.0112
492176	0	0.0211
492184	0	0.0309
492223	0	0.0241
492227	0	0.026
492232	0.0238	0
492320	0.0194	0
492457	0.037	0
492463	0	0.027
492522	0.0417	0
492523	0.037	0
492552	0.0299	0
492591	0	0.0222
492597	0.0145	0.01
492696	0	0.0187
492701	0.0263	0
492724	0.0225	0
492728	0.011	0.00935
492732	0.0112	0.0102
492739	0.0217	0
492741	0	0.0189
492745	0	0.0303
492807	0.0217	0
492843	0	0.0227
492848	0	0.0235
492874	0.0227	0
492876	0.0233	0
492889	0	0.0235
492892	0	0.0233
492893	0	0.023
492895	0	0.023
493010	0.0263	0
493019	0.0328	0
493020	0.0317	0
493021	0.0323	0
493023	0.0323	0
493106	0	0.0206
493237	0.0377	0
493497	0	0.0233
493898	0	0.0208
493899	0	0.0202
493900	0	0.02
493903	0.037	0
493904	0.0357	0
493910	0.0247	0
494045	0.0135	0.0106
494048	0	0.0349
494049	0	0.0227
494053	0.0323	0
494054	0.0154	0.0128
494056	0.0312	0
494057	0.0484	0
494079	0	0.0263
494107	0.0145	0.0114
494157	0	0.0194
494221	0.0317	0
494254	0.0299	0
494289	0.0225	0
494307	0	0.0282
494339	0	0.0278
494440	0.0206	0
494489	0	0.0267
494547	0	0.027
494601	0.0267	0
494696	0	0.037
494698	0.0182	0.0361
494700	0	0.037
494703	0	0.039
494712	0.0222	0.013
494758	0.0351	0
494952	0	0.0333
494963	0	0.0244
494969	0	0.026
494971	0	0.0278
494972	0	0.027
494977	0.0244	0
494978	0.013	0.0139
495038	0	0.0278
495094	0	0.0208
495095	0	0.0215
495100	0.0206	0
495101	0	0.0206
495102	0.0198	0
495112	0.0102	0.0235
495116	0.0101	0.0357
495117	0	0.0241
495189	0	0.0244
495191	0	0.0241
495250	0.0204	0
495251	0.0211	0
495264	0.0135	0.0152
495322	0	0.0263
495331	0.0227	0
495340	0.0135	0.0323
495341	0	0.0333
495353	0	0.0317
495356	0.0128	0.0317
495360	0.0132	0.0462
495427	0.0294	0
495429	0.0282	0
495432	0.0274	0
495500	0	0.0225
495501	0	0.0227
495575	0.0361	0
495577	0.0353	0
495579	0.0375	0
495581	0.0247	0
495694	0.0333	0
495814	0	0.0256
495986	0	0.029
496071	0.0233	0
496080	0	0.0204
496147	0.0127	0.01
496210	0.0256	0
496213	0.029	0
496214	0.0278	0
496216	0.0294	0
496362	0.0133	0.0108
496363	0	0.0208
496365	0.0123	0.0106
496370	0.0122	0.0099
496372	0.013	0.0101
496514	0.0141	0.0215
496517	0.0286	0
496520	0.0267	0
496524	0.027	0
496614	0.0412	0
496646	0.0213	0
496668	0.0235	0
496670	0.0233	0
496674	0.0233	0
496699	0.0375	0
496701	0.0375	0
496703	0.0405	0
496705	0.04	0
496706	0.04	0
496707	0.0405	0
496721	0.0274	0
496753	0.0241	0
496803	0.0103	0.0152
496809	0	0.0303
496812	0	0.0282
496832	0.00935	0.0143
496859	0.01	0.0139
496908	0.0235	0
496959	0	0.025
496981	0.0299	0
497006	0.0118	0.012
497050	0	0.026
497051	0.025	0.0395
497052	0.0133	0.0137
497223	0	0.0256
497270	0.0253	0
497281	0	0.0227
497370	0	0.023
497371	0	0.0222
497373	0	0.023
497567	0.02	0
497580	0	0.0267
497595	0	0.0294
497599	0.0444	0
497600	0.0449	0
497601	0.0444	0
497604	0.046	0
497626	0	0.0328
497663	0.0299	0
497675	0.0303	0
497676	0.0294	0
497751	0.0526	0
497753	0.05	0
497796	0	0.0192
497825	0.0351	0
497826	0.0351	0
497966	0.0227	0
498136	0.012	0.0135
498182	0.023	0
498185	0.0247	0.0147
498251	0.0105	0.0122
498266	0.0206	0.0111
498268	0.0189	0.011
498271	0.019	0.0115
498283	0.00926	0.0109
498330	0.0189	0.0118
498332	0.0206	0.0119
498333	0.02	0
498377	0.023	0
498411	0.023	0.0141
498414	0.0238	0.0149
498415	0.0238	0.0145
498430	0.0282	0
498431	0.0143	0.0161
498575	0.0267	0
498576	0.0263	0
498579	0.027	0
498580	0.027	0
498581	0.027	0
498853	0.0282	0
498863	0	0.0225
498945	0.0156	0.0227
498947	0.0164	0.0233
498948	0.0164	0.0233
498999	0.0317	0
499003	0.0508	0
499004	0.0508	0.0116
499094	0.0122	0.0227
499095	0.0116	0.0204
499096	0.012	0.0217
499097	0.0116	0.0108
499106	0	0.026
499271	0	0.0192
499330	0	0.0213
499333	0	0.0198
499421	0	0.0179
499422	0	0.0169
499489	0	0.0244
499619	0	0.0247
499656	0	0.0345
499657	0	0.0353
499658	0	0.0345
499791	0.0189	0.0122
499798	0	0.038
499806	0	0.0267
499807	0	0.0395
500022	0	0.0263
500023	0	0.0263
500025	0.0175	0.0256
500026	0	0.0256
500027	0	0.0263
500069	0.0145	0.0135
500071	0.0139	0.0123
500212	0.0123	0.00877
500219	0.0123	0.00909
500220	0.0123	0.00909
500223	0.0125	0.00943
500289	0	0.0225
500334	0	0.0217
500351	0	0.0189
500359	0.0222	0
500404	0.026	0
500463	0.0208	0
500468	0	0.0238
500491	0	0.0241
500603	0.0317	0
500689	0	0.0241
500691	0	0.0244
500715	0.0169	0.0102
500755	0	0.0206
500768	0.0132	0.0098
500789	0.0385	0
500791	0.0375	0
500792	0.038	0
500793	0.039	0
500842	0	0.0157
500847	0.0137	0.00787
500920	0.0152	0.00775
500921	0.0152	0.00781
500939	0.0448	0
500940	0.0448	0
500941	0.0423	0
500943	0.0286	0
500956	0.0143	0.0098
500966	0	0.0171
500969	0	0.0174
501050	0	0.02
501111	0	0.0267
501112	0	0.027
501117	0.0179	0.0267
501119	0.0167	0.0147
501135	0	0.0267
501136	0	0.026
501138	0	0.0238
501139	0	0.0241
501143	0	0.0241
501148	0	0.0263
501172	0	0.0233
501196	0	0.0238
501212	0	0.026
501298	0.0164	0.0114
501327	0.0303	0
501328	0.0299	0
501330	0.0312	0
501358	0	0.0202
501465	0	0.023
501466	0	0.0235
501476	0.0435	0
501477	0.0444	0
501547	0	0.0208
501549	0	0.02
501603	0.0196	0.0119
501615	0	0.0282
501616	0	0.0282
501730	0.0123	0.0169
501742	0	0.0351
501749	0.0132	0.0149
501750	0	0.0294
501974	0	0.0247
502007	0.0323	0
502013	0	0.0256
502015	0	0.0253
502018	0	0.0256
502019	0	0.025
502021	0	0.0238
502024	0	0.0233
502054	0	0.0215
502055	0	0.0208
502163	0.0351	0
502169	0	0.0235
502170	0	0.0233
502209	0.0172	0.0125
502325	0.0417	0
502374	0	0.0278
502436	0.0263	0
502450	0.0233	0
502550	0.0294	0
502593	0.0556	0
502692	0.0339	0
502693	0.0345	0
502833	0.0392	0
502835	0.0392	0
502886	0	0.0303
502936	0	0.026
502947	0	0.027
502988	0.0303	0
503132	0.0333	0
503133	0.0351	0
503190	0	0.033
503211	0	0.0194
503331	0	0.0366
503335	0	0.0361
503339	0	0.0361
503475	0.0286	0
503481	0	0.0349
503483	0	0.033
503484	0	0.033
503486	0	0.0341
503488	0	0.0337
503489	0	0.0337
503586	0.0303	0
503588	0.0303	0
503589	0.0303	0
503731	0.0263	0
503733	0.0174	0
503749	0.0211	0
503755	0	0.0267
503756	0	0.027
503757	0	0.029
503801	0.0282	0
503805	0	0.0263
503819	0	0.037
503822	0	0.0366
503831	0.0317	0
503832	0.0323	0
503848	0.0303	0
503970	0	0.0337
503974	0	0.0333
503980	0.0119	0.0105
503981	0.0244	0
503983	0.0238	0
503985	0.0253	0.0217
503986	0.026	0.0111
503988	0.0267	0.0116
504039	0	0.0267
504041	0	0.0267
504130	0.0152	0.0145
504162	0	0.0278
504188	0	0.0267
504320	0.0179	0.0125
504386	0.0351	0
504520	0.0435	0
504521	0.0455	0
504523	0.0625	0
504669	0.0357	0
504670	0.0364	0
504671	0.0364	0
504743	0.0357	0
504745	0.0345	0
504816	0.026	0
504817	0.0256	0
504894	0.0263	0
504967	0.026	0
504998	0.0137	0.0101
505087	0.0116	0.00962
505172	0	0.0312
505235	0.023	0
505442	0.0241	0
505537	0	0.0208
505558	0.0115	0.0099
505727	0.0323	0
505769	0	0.0227
505773	0	0.0217
505774	0	0.0233
505825	0	0.0256
505851	0.0256	0
505852	0.0278	0
505919	0.0101	0.0192
505922	0	0.0192
505923	0	0.0286
505957	0.0225	0
505995	0.0286	0
506000	0.0312	0
506117	0.0244	0
506310	0.0103	0.0244
506311	0.01	0.0159
506312	0.0116	0.0252
506315	0	0.0229
506316	0.0114	0.0155
506446	0.0247	0
506460	0.0102	0.0515
506461	0.0103	0.0515
506464	0	0.0233
506465	0	0.0233
506468	0	0.0235
506471	0	0.0233
506572	0	0.0617
506642	0	0.0202
506666	0.0103	0.01
506809	0.0299	0
506812	0.029	0.0286
506813	0.029	0.0145
506814	0.0299	0.0152
506829	0.0235	0
506830	0.0238	0
506831	0.0238	0
506858	0.0105	0.0115
506956	0	0.0247
506958	0	0.0238
506960	0.0256	0
506963	0.0256	0
506964	0.026	0
506969	0	0.0253
506975	0	0.0253
506980	0.0317	0
506986	0	0.0253
507110	0	0.0187
507134	0.0345	0
507195	0	0.0206
507196	0	0.0217
507216	0	0.0202
507273	0	0.0202
507274	0	0.0204
507281	0.0256	0
507345	0	0.0211
507346	0	0.0211
507403	0.023	0
507405	0.0222	0
507441	0.0227	0
507497	0	0.0196
507551	0.0208	0
507565	0.0213	0
507573	0	0.0194
507686	0.0122	0.00909
507758	0	0.0187
507797	0	0.0192
507816	0	0.0179
507951	0.0156	0.0116
507952	0.0147	0.0115
507954	0.0137	0.0116
507971	0.0274	0
507984	0	0.0202
508082	0	0.0278
508121	0.0294	0
508216	0	0.0194
508437	0	0.0357
508454	0	0.025
508464	0.0286	0
508501	0.0149	0.0116
508577	0.0182	0.0133
508586	0.0154	0.0112
508649	0	0.0217
508651	0.0127	0.0108
508654	0.0128	0.0111
508656	0.0128	0.0115
508670	0	0.022
508737	0.0217	0
508812	0	0.0217
508817	0	0.0217
508890	0.0227	0
508891	0.0225	0
508893	0.022	0
508895	0.0306	0
508899	0.02	0
508915	0.01	0.0114
509001	0.0282	0
509037	0.058	0
509039	0.0526	0
509041	0.0541	0
509044	0.0441	0
509065	0.0161	0.0104
509135	0.0351	0
509172	0.0152	0.00952
509213	0	0.0215
509218	0	0.023
509299	0	0.022
509301	0	0.0215
509303	0.0115	0.0319
509304	0.0112	0.0337
509320	0	0.0202
509334	0	0.0196
509348	0	0.0189
509364	0.022	0
509371	0.0108	0.00962
509375	0	0.0192
509433	0.0306	0
509449	0.0118	0.0253
509451	0.012	0.0238
509545	0	0.0449
509595	0	0.0247
509611	0.0241	0
509623	0	0.0247
509654	0.0241	0
509852	0	0.0244
509855	0.0111	0.0337
509857	0	0.0206
509859	0	0.0211
509861	0	0.0213
509944	0	0.0303
510002	0	0.02
510003	0	0.02
510028	0.0135	0.0112
510047	0	0.0215
510049	0.0137	0.0108
510332	0.0345	0
510338	0	0.0238
510478	0.0247	0
510481	0.0267	0
510542	0.0256	0.0217
510543	0.0274	0.0217
510545	0.0411	0.0112
510560	0.0278	0
510561	0.0278	0
510640	0	0.0227
510691	0.0361	0.0137
510692	0.0341	0.0132
510693	0.0385	0
510710	0.0312	0
510712	0.0317	0
510919	0	0.0222
510920	0.0123	0.0337
510948	0.0233	0
510970	0	0.02
510996	0	0.0177
510999	0	0.0196
511070	0	0.0265
511076	0.0308	0
511077	0.0299	0
511108	0	0.023
511331	0.0135	0.0143
511340	0.0135	0.0159
511377	0.0141	0.0303
511380	0.0135	0.0145
511383	0.0145	0.0135
511482	0.0377	0
511483	0.0192	0.0241
511490	0.0217	0.0125
511529	0.0182	0.0128
511578	0.0299	0
511582	0.0286	0
511585	0.0282	0
511662	0.0282	0
511728	0.0323	0
511730	0.0308	0
511732	0.0328	0
511733	0.0333	0
511971	0.0256	0
511975	0.0247	0
511977	0.0253	0
511981	0.0267	0
511982	0.027	0
512037	0.0303	0
512102	0.0147	0.0105
512104	0.026	0
512105	0.0263	0.00862
512109	0.0263	0
512110	0.013	0.00862
512112	0.0267	0
512124	0.0278	0
512125	0.0282	0
512128	0.0278	0
512129	0.0274	0
512130	0.0274	0
512132	0.0274	0
512156	0	0.0163
512240	0	0.0171
512243	0	0.0172
512244	0	0.0172
512245	0	0.0172
512246	0	0.0175
512252	0.0533	0.00952
512253	0.0267	0
512255	0.0278	0
512256	0.026	0
512260	0	0.0202
512391	0	0.023
512392	0	0.0241
512415	0.0227	0
512435	0.0294	0
512436	0.029	0
512572	0	0.04
512614	0.0256	0
512632	0.0137	0.0143
512844	0.0145	0.0132
512845	0.0145	0.0133
512847	0.0172	0.0149
512875	0	0.0222
512946	0	0.023
512995	0.0435	0
513043	0	0.0263
513047	0	0.0241
513050	0	0.0233
513052	0	0.0361
513057	0	0.025
513138	0.0274	0
513169	0.0152	0.0125
513324	0	0.0235
513397	0.0308	0
513398	0.0308	0
513402	0.0328	0
513417	0	0.0208
513419	0	0.0208
513475	0	0.0213
513516	0.0588	0
513541	0.0345	0
513546	0.0345	0
513549	0.0333	0
513564	0	0.0247
513567	0	0.0256
513569	0	0.025
513645	0	0.0357
513647	0	0.039
513660	0	0.0822
513671	0.0308	0
513674	0.0312	0
513676	0.0308	0
513795	0	0.039
513797	0	0.0375
513816	0.0253	0
513817	0.0244	0
513818	0.0256	0
513819	0.025	0
513823	0.0225	0
513825	0.0233	0
513829	0.0286	0
513832	0.0278	0
513834	0.0278	0
513836	0	0.0213
513847	0.0211	0
513848	0.0213	0
513849	0.0208	0
513850	0.0213	0
513861	0.0101	0.0103
513966	0.0202	0
513969	0	0.0211
513978	0	0.0233
513985	0	0.0244
513997	0.0308	0
513998	0.0308	0
514012	0.0145	0.0286
514013	0.0147	0.0154
514054	0	0.0299
514055	0	0.0303
514063	0.0353	0
514128	0	0.027
514129	0	0.027
514132	0	0.0253
514133	0	0.026
514136	0	0.026
514204	0	0.026
514205	0	0.026
514294	0.0115	0.0143
514295	0.0115	0.0143
514297	0.0127	0.029
514360	0	0.0238
514411	0.0247	0
514446	0	0.0215
514447	0.0139	0.02
514454	0	0.0375
514456	0	0.0541
514500	0.0312	0
514502	0.0303	0
514519	0	0.0513
514531	0	0.0241
514540	0.0156	0.011
514543	0.0141	0.0104
514623	0	0.0312
514637	0.0377	0
514669	0.0143	0.0133
514679	0	0.025
514682	0	0.025
514684	0	0.027
514685	0	0.0253
514689	0.0137	0.0133
514691	0.0133	0.0135
514692	0	0.027
514732	0	0.0244
514801	0.0244	0
514802	0.0241	0
514803	0.0241	0
514982	0	0.0211
514996	0.0256	0
515025	0.038	0
515069	0	0.0328
515086	0	0.029
515152	0.0278	0
515233	0	0.0213
515277	0.0308	0
515278	0.0312	0
515279	0.0303	0
515290	0.0303	0.0135
515336	0.0286	0
515354	0.0328	0
515424	0	0.0241
515428	0.0299	0.0118
515429	0.0286	0
515698	0.0339	0
515832	0.0471	0
515920	0	0.0194
515927	0	0.0202
515955	0	0.0263
515956	0	0.0259
515957	0	0.0256
516077	0	0.0211
516103	0	0.0215
516107	0.0128	0.0244
516220	0.0317	0
516371	0	0.0194
516378	0	0.0177
516409	0	0.0206
516410	0	0.0206
516592	0.0192	0.0139
516719	0.026	0
516720	0.0267	0
516721	0.0267	0
516752	0	0.037
516784	0	0.0323
516793	0	0.0333
516795	0.0116	0.0154
516831	0.0244	0
516844	0.0233	0
516867	0.0256	0
516868	0.0256	0
516869	0.026	0
516870	0.0256	0
516901	0	0.0256
516902	0	0.025
516907	0	0.0333
516908	0	0.0333
516925	0	0.0556
516947	0.05	0
516949	0.05	0
516953	0.05	0
516956	0	0.143
516958	0	0.143
516959	0	0.167
516971	0.176	0.4
516973	0.421	0.6
516974	0.316	0.4
516976	0.133	0
516977	0.143	0
516978	0.385	0.143
516980	0.294	0.143
516981	0.333	0.143
517067	0.0217	0
517237	0.0152	0.01
517273	0	0.0206
517330	0.0253	0
517390	0.0308	0
517420	0	0.0364
517552	0.0312	0
517710	0	0.0404
517843	0.0256	0
517844	0.0256	0
517845	0.0253	0
517846	0.026	0
517856	0	0.0202
517857	0	0.0194
517992	0.023	0
517995	0.0244	0
518006	0	0.0377
518045	0.0128	0.0114
518092	0.012	0.00893
518193	0.0152	0.0098
518321	0.012	0.0103
518322	0.0123	0.0108
518323	0.0123	0.011
518331	0	0.0196
518337	0.012	0.01
518341	0.0127	0.01
518342	0.0125	0.0101
518406	0	0.022
518408	0	0.0227
518409	0	0.0227
518410	0	0.0227
518411	0	0.0217
518459	0.0256	0
518460	0.0256	0
518468	0	0.0213
518471	0.0328	0
518553	0	0.026
518554	0	0.0244
518556	0	0.0233
518609	0.0278	0
518666	0	0.0194
518698	0	0.0198
518849	0.0206	0.0105
518851	0.0206	0
518852	0.0202	0
518853	0.0208	0
518874	0.0204	0
518998	0.029	0
519096	0.0274	0.0105
519097	0.027	0
519098	0.04	0
519101	0	0.0192
519117	0.0256	0
519118	0	0.0238
519186	0.0225	0
519192	0	0.026
519210	0.022	0
519234	0	0.0309
519236	0	0.0306
519244	0	0.02
519246	0.0235	0
519247	0.0233	0
519248	0.023	0
519268	0	0.0187
519336	0.0282	0
519337	0.0286	0
519370	0	0.018
519503	0.0123	0.0233
519504	0.0125	0.0345
519505	0.0128	0.0337
519522	0	0.0222
519593	0.0395	0
519604	0.0217	0
519614	0	0.0273
519681	0.0235	0
519683	0.0225	0
519684	0.023	0
519686	0.0233	0
519742	0.0494	0
519789	0.0286	0
519826	0.0351	0
520045	0	0.0294
520140	0	0.0263
520174	0	0.025
520242	0.04	0
520263	0.0119	0.0118
520272	0.022	0
520273	0.0222	0
520292	0	0.02
520387	0.0448	0
520389	0.0469	0
520390	0.0448	0
520418	0.037	0
520423	0.0364	0
520424	0.0364	0
520545	0.0238	0
520695	0.029	0
520721	0.0294	0
520739	0.0154	0.0115
520896	0	0.022
520919	0.023	0
520938	0	0.0208
520939	0.0118	0.0198
520946	0	0.0238
520948	0	0.0227
520949	0	0.0233
520951	0.0123	0.0217
520953	0.0127	0.0111
520955	0	0.0225
521014	0	0.0274
521023	0	0.0256
521024	0	0.0267
521025	0.0127	0.0256
521027	0.0127	0.0256
521028	0.0123	0.026
521055	0	0.0211
521085	0	0.0247
521170	0	0.0222
521171	0	0.022
521173	0	0.022
521174	0	0.0222
521176	0	0.0206
521206	0.0135	0.0123
521242	0	0.0244
521264	0	0.0282
521265	0	0.0274
521267	0.026	0
521303	0	0.0241
521389	0	0.0204
521391	0	0.023
521412	0	0.0233
521413	0	0.0233
521414	0	0.0241
521493	0	0.0256
521548	0.023	0
521558	0.0263	0
521577	0.0241	0
521582	0	0.028
521595	0.046	0
521603	0	0.019
521604	0	0.0198
521681	0.0735	0
521725	0.0247	0
521730	0	0.033
