site_id	W106_D5	W52_D1	W129_D5	W53_D1	W127_D5	W128_D5	W54_D5	W54_D1	W52_D5	W53_D5
896365	2	3	4	1	8	10	13	3	20	9
896373	2	6	4	3	10	13	20	4	23	12
896379	2	7	4	6	10	14	24	4	24	14
896400	3	17	6	12	18	16	33	7	29	19
896442	3	16	7	13	21	17	37	7	28	22
896517	1	15	4	11	15	9	25	4	11	10
896529	1	12	5	10	12	7	15	3	9	9
896530	1	12	5	10	13	7	15	3	9	7
896974	5	19	24	17	10	22	26	22	30	19
896978	6	19	28	17	11	23	26	21	28	15
897018	6	54	47	34	24	51	53	33	45	32
897019	6	55	49	35	25	52	56	35	45	36
897428	4	18	19	14	13	10	10	14	15	10
897430	4	18	18	14	13	10	10	14	12	9
897431	4	16	19	13	13	9	10	14	14	8
897432	4	14	18	12	13	10	9	12	13	9
897438	1	8	11	6	7	7	4	6	8	4
897492	1	41	12	21	20	14	12	8	12	17
897508	1	46	12	27	21	16	19	11	16	19
897564	2	88	24	56	42	36	39	33	28	37
897685	8	109	47	91	35	48	58	41	51	56
897966	9	37	8	22	10	23	9	16	13	13
898533	1	12	4	7	4	3	8	12	8	6
898535	1	7	3	4	3	3	6	11	5	6
898536	1	7	2	4	3	3	6	10	5	5
898538	1	6	1	2	2	2	4	11	4	5
898545	1	7	3	7	2	3	6	5	5	5
898546	1	8	3	7	2	3	6	5	5	5
898997	4	69	22	41	20	17	19	21	18	31
899008	4	62	22	32	18	15	16	18	18	24
899103	2	5	7	3	5	6	7	6	6	10
899586	7	10	7	7	12	20	9	7	6	12
899589	2	5	1	2	6	5	7	1	4	3
899676	1	10	4	1	1	8	5	6	7	3
899686	2	16	6	2	2	11	6	9	8	5
899688	2	18	6	2	2	12	6	10	8	5
899690	2	16	6	2	2	12	6	9	8	5
899691	2	18	6	2	2	13	6	10	8	5
899693	2	16	6	2	2	13	6	10	8	5
899929	12	30	14	12	40	51	42	12	54	52
899930	12	32	14	12	38	51	41	12	55	51
900158	1	4	2	2	2	11	15	3	11	3
900159	1	4	2	2	2	11	13	4	11	3
900223	3	25	19	15	17	31	33	11	45	10
900224	4	25	19	16	17	32	32	10	43	10
900228	4	25	19	16	16	33	34	11	45	10
901122	2	12	5	6	7	7	7	4	9	15
901124	2	10	3	5	7	7	7	4	9	15
901127	2	10	4	5	7	7	6	3	9	13
901628	6	16	8	10	7	8	17	4	8	3
901659	3	10	8	10	8	9	4	7	7	7
901660	3	9	9	11	8	9	4	6	7	7
902927	1	27	22	19	22	12	18	15	13	14
902929	2	23	19	14	18	12	16	13	12	13
902939	1	9	13	6	13	5	9	8	9	8
902945	1	8	13	6	11	5	9	5	8	7
902946	1	9	13	6	11	5	9	5	8	7
903227	19	22	13	14	45	46	55	16	66	47
907953	3	23	8	14	35	35	32	18	32	39
908000	3	31	13	25	21	41	37	22	33	25
908209	3	106	44	75	44	33	59	49	35	31
910211	11	17	41	15	25	37	55	9	46	41
910284	14	41	41	31	30	42	53	26	56	36
910585	20	67	41	38	34	42	40	29	52	63
913211	17	50	50	26	43	53	49	27	45	41
914461	9	79	39	50	18	28	36	49	21	32
914551	9	87	46	54	14	34	27	38	22	22
914947	16	21	8	18	38	52	39	14	43	52
914948	16	20	7	18	38	53	34	14	42	51
914982	19	25	11	21	31	48	35	14	44	52
915052	19	52	18	37	22	46	32	26	58	56
915097	13	53	16	29	16	37	31	23	55	42
915098	13	52	17	32	17	37	30	23	52	43
915375	2	13	3	7	11	14	8	6	4	5
915392	2	15	4	8	15	21	9	6	6	6
916173	9	15	17	18	36	51	39	14	41	56
917328	5	42	10	28	29	51	47	33	54	62
918346	4	23	3	10	26	21	24	12	13	14
918369	4	14	2	6	15	13	17	6	4	9
918396	2	6	1	4	12	7	15	4	2	5
919726	2	8	2	3	3	2	4	4	11	5
919755	1	17	7	7	9	15	11	6	9	12
919777	2	21	10	12	14	34	20	11	16	17
919782	2	25	14	17	21	39	27	13	19	21
920266	2	17	3	26	23	56	41	9	61	51
920273	1	20	2	26	23	54	38	7	54	52
920289	4	19	2	25	29	60	40	7	57	47
920290	4	19	2	25	29	58	39	7	59	46
921434	12	29	10	24	50	68	49	17	70	58
922611	21	136	61	91	39	49	46	57	71	49
923193	8	3	2	3	45	57	56	2	77	92
923384	17	17	15	17	46	67	66	19	43	52
923417	17	21	27	19	47	66	70	27	45	63
923725	5	1	3	3	9	9	10	6	14	10
923729	5	1	2	2	8	7	6	4	11	9
923730	5	1	2	2	7	7	5	4	12	9
924004	4	5	3	5	14	8	13	2	16	18
924930	5	151	50	108	51	48	42	91	36	63
927466	11	63	45	70	54	51	102	64	56	59
927470	11	64	45	70	52	49	103	65	57	60
930400	16	15	5	12	57	37	65	6	41	59
930401	15	14	5	12	54	35	60	5	40	54
930402	16	14	5	12	55	35	58	6	43	56
930404	17	15	5	12	55	38	63	6	43	60
934193	19	7	17	16	67	54	60	11	62	55
935507	10	7	8	1	32	47	59	3	51	45
936351	12	29	35	21	40	59	59	4	60	66
937262	1	15	8	9	13	17	26	8	24	24
937270	2	17	8	10	15	17	31	10	29	24
937271	2	17	5	10	15	17	30	10	28	22
937272	2	16	7	9	14	18	31	10	28	23
937284	5	18	8	11	17	22	40	15	32	29
937285	5	18	8	11	16	24	41	15	32	29
938047	19	51	36	42	71	54	55	25	60	68
938048	19	45	34	42	70	55	50	26	53	61
938049	20	51	35	42	70	56	55	26	58	66
938098	23	112	45	77	58	46	49	39	49	68
938101	23	113	45	77	58	48	48	38	50	65
938102	23	108	44	77	56	45	45	39	51	65
938198	14	144	34	90	36	32	48	51	39	58
938199	14	147	37	94	38	34	46	49	39	58
938864	10	164	53	89	45	59	63	73	62	54
939013	10	145	43	113	53	56	58	71	73	45
944987	8	149	72	94	39	52	57	76	40	48
944988	9	137	66	89	37	49	56	71	38	48
944990	9	136	65	87	37	47	54	72	37	47
946354	6	26	15	32	38	24	29	17	29	33
947943	26	74	15	60	41	40	48	41	64	47
948047	15	59	4	51	39	34	50	42	61	42
948210	17	18	3	10	55	52	55	9	70	54
948834	12	10	2	2	46	78	68	3	67	45
953413	7	76	44	60	19	28	46	36	43	30
953422	4	61	43	55	16	25	41	30	32	29
953485	1	8	16	19	8	14	7	10	6	11
953521	1	18	8	18	6	10	14	11	16	6
953565	2	59	30	31	12	27	30	25	31	26
953568	4	64	31	38	13	28	30	25	35	27
955706	14	122	65	80	42	49	60	70	43	46
955707	14	118	64	80	43	48	59	71	45	46
955856	15	117	45	88	54	59	34	56	42	38
955857	15	116	45	85	53	60	37	57	43	42
955858	15	113	40	83	53	57	34	56	40	39
957517	9	39	25	32	17	31	18	20	41	32
958841	2	11	8	9	2	11	6	8	9	12
958842	2	11	10	8	4	12	7	8	13	14
958843	2	13	13	9	4	12	9	9	13	16
958887	9	59	25	26	24	25	28	26	24	34
959287	16	14	3	10	42	69	44	2	65	73
959288	20	14	3	11	42	73	47	2	70	76
959289	20	14	3	11	42	77	46	3	68	79
959693	17	6	8	9	30	66	55	6	43	67
960014	11	65	29	57	28	63	80	45	52	64
960110	4	43	23	41	11	29	48	31	33	35
960111	4	42	24	40	13	28	47	31	31	37
960112	4	41	21	40	13	27	45	31	29	34
960158	1	15	15	9	2	10	11	5	9	8
960160	1	15	14	9	2	10	11	6	9	7
960162	1	14	14	8	2	10	11	7	9	7
960163	1	14	14	9	2	9	11	7	9	7
960239	4	30	16	12	11	19	13	9	18	18
960240	4	29	16	12	12	19	15	10	19	19
960241	4	32	16	12	12	19	15	11	18	19
961361	10	86	48	59	23	50	47	32	23	26
961363	9	85	49	61	22	49	46	32	23	27
961408	7	38	32	35	10	28	28	22	16	18
961433	6	59	43	39	20	27	31	33	26	26
961446	6	59	44	42	18	26	37	37	26	37
961452	6	60	45	42	22	27	40	34	25	37
961464	7	68	44	44	25	28	42	31	29	40
961468	6	69	44	44	27	26	42	30	28	39
962925	9	7	5	4	27	36	39	1	28	16
963911	1	12	1	8	5	8	6	7	3	16
965813	8	106	51	83	32	49	42	63	58	44
966626	9	105	51	80	38	39	41	55	52	45
967678	10	100	65	74	38	40	40	47	52	49
968015	23	78	35	51	49	46	40	44	50	63
968028	24	85	39	53	56	45	46	50	51	61
969782	2	112	47	67	42	54	36	45	56	48
971361	16	47	47	56	45	30	50	35	61	52
971553	8	46	11	29	20	19	26	15	37	28
971599	6	19	3	17	8	6	8	11	11	11
971608	3	8	2	9	4	2	7	8	13	12
971609	4	9	2	9	4	3	7	9	14	11
971610	3	7	2	9	4	3	7	9	13	12
971611	3	8	2	8	4	3	7	9	11	12
971617	2	7	2	6	2	3	4	9	12	7
972790	13	104	55	67	27	59	23	43	30	32
974890	16	86	37	83	30	63	60	30	36	57
975785	8	48	14	43	39	44	56	25	56	66
976116	9	14	6	13	42	38	47	10	56	52
976117	9	14	6	13	43	40	47	10	55	53
976196	11	37	1	16	33	35	43	16	56	68
977281	4	71	46	48	31	42	30	39	34	39
977282	5	73	45	50	30	42	29	38	33	39
977572	1	7	4	7	13	8	16	2	21	8
977573	1	8	2	7	13	8	16	3	19	8
977574	1	8	4	7	13	8	16	3	20	8
978392	15	35	10	28	19	58	48	13	36	38
978614	2	17	9	16	6	7	14	5	7	10
978712	2	10	15	7	7	11	4	6	6	8
978731	1	16	17	9	11	11	6	11	11	9
981470	1	8	2	4	3	5	5	7	1	8
981472	2	11	3	4	4	4	5	7	1	7
982505	2	16	7	12	13	8	8	7	11	15
983805	14	111	55	70	24	52	82	58	46	36
983806	14	105	53	67	25	49	78	57	44	33
983922	9	102	37	60	35	53	72	51	51	51
983955	9	100	34	65	37	46	57	51	52	56
983956	9	103	33	70	36	52	59	56	55	56
984246	1	16	4	7	1	8	6	6	10	5
985361	16	41	6	21	52	75	48	21	57	51
987262	8	57	18	32	38	48	42	27	43	48
987882	3	13	1	6	13	14	13	8	15	12
987887	3	14	1	5	10	13	12	8	14	13
988503	4	89	42	68	30	61	44	44	43	57
989172	7	91	33	63	28	34	34	32	35	33
991624	7	84	28	57	36	40	28	43	29	26
994060	3	20	8	12	12	6	8	18	8	5
994928	9	88	40	61	30	53	45	46	43	52
995607	2	24	22	14	18	26	15	13	23	25
995679	2	13	6	7	1	8	11	1	1	2
995680	1	13	6	9	1	8	11	2	1	2
995691	4	22	7	11	7	10	14	5	4	4
995693	4	20	7	13	7	10	14	5	4	5
995696	4	21	7	13	7	10	13	6	4	7
995700	3	38	14	25	17	13	20	22	11	14
995701	4	38	14	24	17	13	20	21	11	13
996551	1	30	13	8	4	8	7	11	8	7
999917	5	104	56	74	37	51	49	80	39	41
999919	4	104	56	71	38	50	49	81	38	43
1002387	1	7	2	5	1	1	4	10	5	7
1002536	11	90	38	48	35	34	43	46	53	39
1004288	5	44	46	44	26	55	42	48	34	48
1005396	7	6	19	6	14	31	46	2	35	30
1007052	8	102	51	65	28	42	60	39	42	41
1007928	2	14	4	3	2	8	6	2	11	1
1007993	2	35	10	15	18	7	15	12	18	12
1008022	5	42	14	25	22	9	21	20	21	13
1009617	7	56	33	29	24	20	33	30	27	8
1009723	1	3	12	2	5	3	8	1	10	6
1009812	6	56	36	41	17	44	28	21	35	36
1011897	4	67	58	55	14	42	24	30	23	31
1016179	15	121	61	86	40	55	46	46	42	36
1016329	11	102	56	64	28	45	38	43	46	55
1016330	9	103	56	63	23	48	39	42	48	56
1016331	11	103	58	63	25	47	38	43	49	58
1017739	3	12	5	13	6	9	8	11	10	14
1017740	3	12	6	12	7	9	8	11	9	15
1017741	3	12	6	13	7	10	8	11	9	16
1019324	10	65	45	46	17	34	37	32	41	48
1019432	8	87	33	56	29	56	22	31	27	39
1021997	3	86	39	37	24	28	40	28	27	33
1022562	22	107	49	81	34	40	37	75	42	54
1024239	1	49	33	22	19	38	29	20	23	37
1024320	1	14	8	7	4	8	2	5	10	10
1024582	13	3	10	1	42	42	64	1	46	58
1024585	12	3	10	1	41	45	66	1	47	59
1025673	8	44	22	37	30	42	53	20	63	61
1026363	4	52	21	28	34	60	50	26	45	64
1026620	2	6	6	5	7	2	10	1	12	8
1026623	2	9	6	5	8	6	11	1	13	8
1026672	5	31	14	16	23	18	19	7	23	20
1026676	5	36	16	17	21	24	22	12	22	22
1026680	6	52	20	18	26	26	24	17	24	27
1027038	14	98	42	71	31	40	38	53	31	54
1027228	15	104	47	100	24	58	57	63	52	65
1027300	15	90	41	95	33	53	47	61	40	55
1028012	2	15	4	13	27	15	14	9	22	19
1028071	1	48	22	45	19	26	15	22	18	10
1028073	1	47	22	49	18	26	15	23	18	10
1028074	1	48	22	49	18	30	15	23	17	10
1028076	1	46	21	53	16	30	14	21	16	10
1028757	5	57	27	32	39	41	45	27	33	36
1031182	12	59	6	26	43	53	45	22	63	45
1033092	9	12	4	4	48	64	49	10	57	49
1033093	9	12	4	4	47	65	48	9	55	48
1033300	2	6	3	1	2	4	5	3	1	3
1033319	4	11	6	11	6	9	8	9	4	7
1033358	4	34	10	34	9	14	20	22	16	16
1033839	16	113	44	75	37	46	46	49	56	56
1033845	16	117	44	76	39	44	42	53	52	55
1035482	1	15	13	9	5	10	2	8	7	9
1035676	2	60	24	63	22	26	27	41	33	23
1035677	2	60	25	64	23	29	27	44	34	25
1036250	11	82	33	42	24	27	18	45	37	55
1039128	5	108	45	75	27	50	39	52	42	53
1040455	4	1	1	2	9	12	28	4	8	14
1040456	3	1	1	2	9	12	28	4	8	14
1040460	4	7	1	3	9	12	27	6	11	11
1040464	5	11	2	3	6	10	15	5	10	10
1040470	3	19	7	3	7	11	12	9	13	9
1040472	3	21	7	4	7	11	12	10	14	9
1040473	5	21	7	4	7	11	13	10	13	9
1040488	6	30	10	11	7	7	5	15	19	9
1040494	5	40	17	15	19	11	10	19	24	14
1040498	7	39	20	15	21	13	10	20	24	15
1040645	3	7	12	16	18	16	14	15	12	10
1040646	2	7	11	14	17	14	14	15	13	9
1040668	3	4	6	9	9	11	10	14	10	5
1040673	3	4	5	5	3	10	9	12	10	5
1040674	3	4	5	5	3	10	9	11	10	5
1040675	3	4	5	4	3	10	9	11	10	5
1040683	2	3	5	3	1	8	8	10	9	5
1040685	2	3	5	2	3	8	8	10	9	5
1040686	2	3	5	3	3	8	8	10	7	5
1040688	2	3	5	3	2	6	7	10	7	4
1041042	22	100	37	67	48	49	45	55	64	47
1041577	13	21	5	27	35	44	53	14	49	35
1042393	4	63	29	46	35	48	43	31	44	45
1042505	6	68	15	36	42	46	57	35	42	53
1042506	6	68	15	36	40	49	56	33	42	53
1044382	6	6	2	1	5	9	4	1	2	7
1044418	3	17	4	17	7	3	6	7	6	14
1044938	7	113	41	71	39	40	38	57	37	51
1046830	4	40	15	25	17	15	23	13	11	12
1048855	6	77	22	59	33	46	61	49	35	50
1049413	9	38	12	31	44	37	49	16	33	41
1049897	7	43	10	37	8	13	14	28	25	15
1051316	11	138	43	118	56	50	70	60	53	46
1052100	14	115	38	97	35	47	44	71	39	41
1053010	14	128	52	116	31	63	71	84	46	51
1053555	17	122	34	109	44	54	58	60	29	33
1053778	2	50	19	39	18	31	23	25	19	17
1053837	1	14	8	17	5	5	6	12	3	8
1053991	7	123	46	80	56	34	42	61	42	47
1054139	13	160	55	96	63	48	37	78	56	81
1054736	12	147	53	98	52	78	55	80	72	62
1054737	12	146	52	95	52	74	54	83	67	60
1057096	1	14	6	12	7	7	12	9	9	12
1057106	2	28	12	17	9	16	16	11	15	16
1057114	2	33	15	21	12	21	17	12	19	20
1057767	5	120	46	91	53	52	47	60	62	63
1059013	9	116	31	64	33	52	41	62	40	42
1059170	18	127	55	101	34	39	48	79	65	28
1064549	9	21	16	16	34	36	48	7	47	60
1064630	18	7	3	6	41	44	50	4	58	47
1064647	19	9	5	4	42	44	57	6	59	55
1065065	6	16	7	10	38	30	39	10	34	45
1065182	3	45	19	28	37	42	57	28	29	46
1065185	3	45	18	29	34	42	58	30	28	51
1065187	2	39	16	28	34	41	55	30	30	44
1065189	2	44	18	29	36	42	60	30	30	46
1065289	3	46	13	32	26	42	75	24	44	56
1065290	4	58	13	36	26	44	73	27	51	58
1065348	2	72	17	41	25	43	67	27	49	48
1066688	5	23	6	17	3	8	8	8	7	10
1066689	5	23	6	17	3	8	8	8	6	10
1066690	5	17	6	16	3	8	8	8	7	10
1066691	5	10	4	14	3	6	7	5	7	11
1066700	4	7	1	7	2	5	4	2	3	6
1066736	2	17	7	19	6	4	11	12	8	6
1067958	17	110	47	72	47	54	48	59	51	57
1068654	23	84	41	62	24	40	40	53	40	23
1068720	12	56	19	37	12	28	18	27	25	11
1068755	5	36	10	24	8	23	11	17	18	3
1068762	5	31	9	24	7	18	11	16	15	3
1068776	2	13	4	16	5	13	3	12	8	1
1069824	8	126	78	88	43	68	54	73	42	48
1069825	8	127	78	91	44	69	54	76	42	48
1069826	8	127	78	91	43	69	53	75	42	49
1070440	10	115	71	91	46	54	69	87	45	69
1070441	10	117	73	88	45	52	71	87	45	71
1070442	10	112	70	83	47	50	70	83	45	70
1070902	2	21	5	12	5	3	8	7	5	10
1070904	2	18	5	12	5	3	8	6	4	9
1070976	4	6	8	3	9	7	16	5	14	17
1070978	4	6	8	3	10	7	16	5	14	17
1070981	4	6	8	3	10	9	16	5	13	18
1071017	5	9	11	7	10	13	25	6	19	23
1071809	15	64	24	63	43	58	41	47	38	60
1071963	10	51	23	41	42	38	39	28	27	41
1071964	10	52	24	39	39	38	38	27	27	41
1071965	9	52	25	41	42	39	38	26	28	41
1072101	2	8	6	6	7	2	11	8	10	7
1072150	2	23	3	11	2	4	7	7	6	8
1072152	2	23	4	11	2	5	7	7	7	8
1072153	2	25	4	11	4	8	7	7	8	8
1072154	2	26	4	11	4	7	7	7	8	7
1072156	2	25	4	11	5	8	7	7	7	8
1072219	7	57	28	38	11	26	40	19	23	25
1072409	2	3	3	4	1	2	9	2	2	4
1072410	4	85	34	71	22	24	54	38	32	50
1073740	2	17	7	10	3	13	3	6	8	4
1073763	1	8	1	6	1	7	1	4	1	1
1073930	4	54	36	44	34	30	46	27	64	56
1074002	4	33	24	32	39	33	50	9	50	47
1074080	6	69	24	49	36	41	55	29	44	37
1074477	17	11	1	7	46	53	45	4	41	59
1075261	7	54	22	42	35	34	49	29	42	52
1076568	4	77	25	41	24	39	36	17	26	27
1076604	2	58	14	32	18	27	25	11	20	17
1076605	2	58	14	31	18	28	24	11	20	17
1076722	5	27	5	6	2	11	7	9	5	9
1076756	7	48	14	22	9	22	20	21	11	19
1078077	9	85	49	58	26	50	36	66	52	63
1078510	7	64	22	36	33	57	34	24	40	47
1079162	19	19	5	16	27	59	40	8	55	43
1080487	7	17	9	19	33	30	45	8	40	41
1080675	4	62	37	49	36	41	31	23	28	40
1080822	7	95	37	71	31	54	45	40	42	33
1080823	7	101	39	75	38	58	47	39	47	41
1081304	8	71	37	61	23	24	45	47	30	22
1082440	1	105	34	78	36	41	50	42	57	49
1082675	6	96	45	76	25	42	37	30	42	59
1082676	6	101	49	79	23	42	38	31	42	58
1083080	10	102	37	65	27	40	34	47	35	34
1083090	9	111	44	70	28	44	40	48	45	42
1086733	13	116	41	75	38	58	36	48	52	33
1088534	8	70	25	42	33	50	35	31	38	44
1088535	11	72	27	43	39	52	36	35	38	44
1088536	9	71	26	41	38	56	35	34	37	47
1088537	10	74	26	39	38	55	36	35	36	46
1088664	21	50	14	36	47	50	33	24	38	49
1089427	10	118	52	70	49	55	57	64	49	42
1089428	10	121	51	71	46	53	57	64	48	41
1090638	8	101	52	103	37	41	37	53	32	30
1095093	4	49	18	55	13	35	23	27	29	30
1095126	2	37	12	37	12	24	15	16	21	24
1095169	2	1	6	1	2	4	1	1	1	2
1095170	2	5	8	9	7	6	6	7	2	4
1095172	2	6	9	9	7	6	6	7	2	4
1095204	4	28	19	29	16	17	16	16	14	14
1097354	5	20	16	5	6	2	7	9	5	2
1097355	5	17	16	5	6	2	7	9	5	2
1097358	4	17	12	4	5	2	5	5	4	1
1097452	4	47	14	26	12	25	15	12	16	15
1102605	17	146	41	85	34	59	45	48	39	51
1104048	9	130	47	78	22	52	39	63	39	38
1104049	9	131	49	81	24	52	41	68	40	41
1104052	9	133	50	82	22	57	39	67	41	42
1104053	8	132	51	83	23	56	41	64	41	41
1105664	2	50	21	20	18	14	12	11	14	18
1105708	1	6	9	5	8	2	4	5	5	9
1105709	1	6	9	5	8	2	4	5	5	9
1105710	1	6	9	4	8	2	4	4	5	9
1105718	1	5	6	4	7	2	3	4	3	6
1105728	2	11	1	1	3	8	3	8	1	7
1105740	2	16	1	5	6	10	4	14	1	7
1105745	2	17	3	9	6	10	4	15	3	8
1107011	8	127	53	75	37	48	44	36	48	51
1108561	11	130	47	109	39	43	65	55	59	61
1108865	2	18	6	12	4	6	5	2	5	7
1108870	2	14	6	12	4	6	4	2	5	4
1108914	4	7	6	2	3	13	9	3	9	9
1108915	4	8	6	4	3	13	10	3	9	9
1108916	4	10	6	4	4	15	11	3	9	11
1108917	4	10	6	5	4	14	11	3	9	9
1108953	6	14	8	10	5	25	14	5	13	13
1109000	9	27	19	30	18	46	28	18	21	41
1110476	1	21	3	4	4	3	2	7	8	2
1110494	3	23	11	8	7	7	8	8	20	4
1110536	9	32	22	12	21	14	16	9	35	13
1110537	9	31	23	12	20	14	15	9	36	14
1110690	14	41	23	24	40	30	24	23	30	41
1111022	5	53	34	33	40	27	29	28	28	26
1112080	5	49	57	24	38	33	45	33	37	55
1112558	10	9	55	5	47	45	32	4	59	61
1112693	6	12	50	7	47	39	60	10	61	41
1112777	6	9	44	5	38	41	55	9	41	33
1112778	6	9	42	4	38	37	54	9	37	35
1112781	7	9	44	4	38	38	58	10	41	35
1112782	6	9	43	4	38	35	57	10	42	35
1112978	8	39	48	14	43	44	52	19	44	47
1113202	11	54	41	27	39	35	48	27	55	38
1113532	7	31	30	14	33	47	41	15	34	37
1113905	10	2	39	1	46	39	49	1	34	48
1114198	5	17	50	10	29	44	42	10	43	40
1114827	14	112	58	93	36	43	50	50	45	41
1114905	14	100	66	83	29	38	37	42	41	61
1114906	14	97	65	81	29	38	36	42	40	58
1115055	18	91	50	68	28	44	28	48	30	45
1115056	18	88	51	66	26	48	27	41	31	48
1119286	10	38	10	19	49	47	68	20	72	45
1119570	3	17	8	9	17	20	43	7	15	26
1119571	4	18	8	9	15	21	44	7	15	26
1119573	4	17	8	9	16	21	44	7	17	25
1119719	8	29	26	26	15	39	47	13	37	54
1119721	8	30	25	27	15	42	48	13	38	53
1120140	8	16	17	10	31	59	55	11	43	50
1120377	10	17	7	20	32	29	61	6	26	50
1121683	14	17	4	13	48	36	37	6	49	36
1121886	10	11	21	17	32	31	33	9	27	36
1121888	10	12	21	17	33	28	33	8	26	36
1122038	5	10	21	8	23	43	37	4	31	36
1122039	5	10	21	8	27	42	35	4	31	35
1122115	5	2	10	2	30	36	19	1	21	38
1122116	5	2	10	2	29	36	20	1	20	37
1122117	5	2	10	2	29	36	20	1	20	37
1122707	3	11	3	10	5	5	11	14	5	8
1123095	15	8	4	4	27	40	38	1	53	55
1123096	16	7	4	3	26	39	37	1	49	55
1123225	15	14	6	15	17	36	30	13	50	38
1125140	9	6	5	3	31	34	43	8	41	49
1125698	7	19	8	16	47	70	45	17	49	37
1125779	10	13	3	6	48	65	38	6	35	44
1125797	11	15	7	8	55	63	38	12	36	48
1125801	11	19	7	7	52	66	41	12	35	45
1126013	6	10	8	3	29	64	40	2	27	55
1126743	1	9	8	7	12	15	3	4	11	7
1126744	1	9	8	7	11	15	3	4	11	7
1126786	1	6	8	9	6	3	12	2	5	11
1126788	1	7	8	9	6	2	12	2	5	12
1130395	10	6	3	2	38	45	43	6	38	35
1130929	11	5	6	2	37	72	49	3	36	42
1132731	8	7	2	3	36	37	41	6	38	44
1132863	6	13	5	4	18	14	18	10	18	21
1132868	4	14	5	5	21	17	15	9	14	24
1132872	4	16	5	7	20	18	18	12	15	24
1132874	4	20	5	10	21	17	17	13	16	24
1132875	4	25	6	11	18	17	17	13	16	24
1132961	9	69	24	42	33	32	37	37	32	38
1136701	10	7	2	7	34	53	46	9	37	42
1136710	11	8	2	7	40	54	43	10	34	42
1136712	10	8	2	7	40	54	46	9	34	40
1136714	10	8	2	7	39	50	43	10	32	42
1136716	9	10	2	9	42	49	44	10	33	44
1141294	5	57	18	40	26	57	41	33	50	34
1143086	1	20	15	10	8	4	5	3	9	10
1143087	1	20	15	10	8	4	5	3	9	10
1143092	3	22	15	14	9	6	9	4	13	11
1143095	3	24	15	12	10	9	10	4	15	11
1143096	3	24	15	13	11	9	10	4	16	10
1143098	3	24	15	12	11	9	10	4	15	10
1143101	3	32	18	15	15	14	9	8	19	10
1143106	3	27	13	19	15	13	10	7	19	8
1144005	13	70	22	55	24	36	43	35	34	32
1144251	6	89	43	72	36	38	47	53	49	45
1146016	14	13	12	6	47	47	38	15	45	40
1146017	14	13	11	6	43	43	37	14	46	39
1146564	14	17	20	11	31	49	47	13	36	40
1146566	15	18	21	12	32	48	53	12	35	39
1146743	9	20	25	10	45	39	47	9	44	39
1146744	9	18	25	10	44	39	50	9	42	40
1146745	9	20	25	10	45	38	50	9	42	40
1148387	6	14	3	9	39	62	57	15	48	44
1149283	15	10	6	12	20	53	43	6	46	49
1149461	9	32	25	15	23	30	29	9	27	45
1149518	3	14	5	5	9	12	9	1	5	18
1149520	3	15	7	5	9	8	7	1	5	14
1149974	13	1	1	4	44	45	62	3	46	68
1150918	14	9	4	8	48	43	42	7	47	56
1152408	8	79	34	49	31	51	53	42	51	58
1152409	8	83	35	52	32	51	53	42	51	59
1152410	8	81	34	48	33	52	51	43	49	59
1153632	12	153	55	98	55	60	56	77	71	46
1155792	3	82	33	55	33	48	32	37	33	43
1155982	6	105	42	81	29	41	69	54	28	41
1158706	3	24	15	14	14	13	19	10	10	11
1158726	3	15	8	8	10	12	14	8	7	8
1158727	3	13	8	8	8	11	14	7	7	8
1158855	7	97	37	57	31	26	34	47	32	29
1158856	6	98	36	55	29	26	34	47	32	30
1160541	4	96	42	61	23	32	39	48	33	35
1160543	5	96	39	62	23	30	41	51	39	34
1160795	5	81	43	54	28	36	37	60	39	37
1161012	4	16	14	7	5	2	9	9	13	9
1161013	5	15	12	7	5	2	8	9	12	9
1161015	6	15	12	5	5	1	7	6	11	9
1161017	6	7	4	6	5	1	4	6	8	8
1161018	6	7	4	6	5	1	3	4	8	8
1161023	6	5	1	6	5	1	3	4	8	8
1161061	1	8	2	4	2	6	5	9	4	4
1161066	2	16	5	7	2	6	5	11	3	8
1161067	2	16	5	6	2	6	5	11	4	9
1162969	2	17	12	14	11	19	14	5	16	4
1162983	2	12	9	6	4	17	14	1	9	1
1162984	2	12	9	6	4	17	12	1	9	1
1163106	9	70	39	69	30	27	22	43	29	31
1163246	10	91	32	77	44	28	35	51	46	37
1163388	10	90	54	76	37	46	47	55	28	46
1164695	5	73	28	42	32	50	55	28	34	40
1164712	4	66	28	38	33	65	48	20	30	42
1164845	11	43	17	29	28	29	25	13	33	30
1164847	11	37	14	22	26	19	21	11	31	20
1164869	11	26	9	16	19	11	19	11	27	19
1164870	12	27	9	16	19	12	17	11	27	17
1164873	12	26	8	15	16	11	18	11	26	15
1164908	7	6	1	5	6	5	4	1	4	7
1164963	4	28	8	20	19	14	7	9	10	14
1164965	4	28	8	21	20	14	7	11	10	14
1164966	4	31	8	22	18	15	7	11	10	17
1164967	5	34	9	23	19	17	8	11	11	21
1164969	5	34	8	25	19	17	8	10	11	19
1164976	5	49	17	32	19	21	13	15	15	31
1164977	5	44	17	32	19	21	12	13	14	35
1165119	10	96	56	85	36	59	43	69	42	58
1165413	9	89	36	81	42	50	55	50	30	44
1165843	8	89	35	82	29	50	45	49	40	33
1168099	2	9	3	9	13	9	13	7	6	7
1168101	2	10	2	9	12	8	13	6	5	8
