site_id	W66_D5	W66_D1	W64_D5	W65_D5	W64_D1
877626	25	1	16	12	14
877629	24	1	15	14	12
877644	22	1	16	13	15
877646	22	1	15	14	16
877647	21	1	15	14	15
877657	28	2	14	15	13
877660	24	1	13	14	14
877662	25	2	13	14	14
877677	25	1	16	15	11
877678	26	1	16	14	10
877680	22	1	16	13	11
877682	21	1	16	12	11
877689	17	1	15	13	13
877690	19	1	16	13	11
877692	18	1	15	13	13
877696	20	1	16	14	11
877698	20	1	16	13	12
877699	21	1	17	15	11
877712	24	1	21	16	10
877717	23	1	16	16	10
877725	29	2	19	18	15
877727	27	2	14	18	13
877730	32	2	17	19	13
877732	31	2	18	19	14
877733	38	4	21	20	15
877736	37	4	22	20	15
877744	48	3	25	18	15
877760	57	6	28	22	15
877847	99	10	53	50	24
877849	105	9	58	51	28
878760	103	5	76	75	34
879227	122	11	84	52	31
879254	125	9	109	66	33
879442	90	7	67	57	24
879445	87	7	65	55	22
879446	89	7	67	58	24
879494	99	9	78	73	33
879495	100	8	77	69	32
879644	96	4	71	62	31
879645	108	7	80	67	36
879917	128	9	97	71	26
879918	131	9	101	73	26
880064	91	13	88	67	18
880065	94	13	92	69	17
880066	92	12	92	67	18
880068	93	13	91	66	18
880328	105	12	92	62	21
880366	101	12	104	58	13
880371	103	13	103	55	14
880379	111	12	116	60	17
880474	99	6	103	57	20
880476	101	6	102	61	20
880478	104	8	105	63	22
880480	102	8	102	62	21
880610	102	7	85	66	21
880613	105	7	85	65	23
880614	106	7	85	65	23
881021	121	4	69	75	23
881023	118	4	67	75	22
881117	94	2	73	62	10
881118	97	2	72	64	10
881121	95	2	72	63	10
881170	77	1	70	50	9
882162	101	10	78	65	29
882659	99	10	102	62	23
882948	130	14	110	51	16
883286	130	9	80	69	11
883287	129	10	79	69	12
883336	125	5	82	67	17
883436	118	6	78	75	19
883439	108	6	75	75	19
883440	110	6	74	76	18
883442	105	6	74	74	18
883566	132	9	101	84	16
883638	110	8	70	52	12
883639	108	8	69	58	13
883768	85	5	39	52	11
883784	79	1	38	49	9
883786	77	1	37	48	9
883789	67	1	33	44	7
883790	66	1	33	44	7
883791	59	1	30	38	6
884002	24	1	14	7	2
884014	34	1	15	10	3
884015	35	1	15	9	3
884020	37	1	14	9	4
884047	58	6	22	20	8
884074	77	7	41	36	15
884079	80	7	46	37	15
884167	114	11	67	59	21
884522	85	1	83	54	13
884612	83	12	74	61	15
884644	106	12	81	73	19
884647	103	12	84	74	19
884957	87	3	83	65	13
884958	89	3	85	64	13
885515	124	7	75	71	10
885705	96	4	70	60	18
885706	98	4	70	61	18
885747	112	4	67	61	24
885750	117	5	71	61	23
885897	127	5	89	81	17
885898	126	5	85	83	17
885905	117	5	73	70	18
885906	119	5	75	72	18
887363	114	9	88	69	16
887569	112	13	92	61	22
887790	111	6	100	62	25
888132	102	4	75	54	29
888532	128	6	83	111	21
889176	129	11	70	70	10
889379	116	12	77	64	23
891073	157	6	80	78	29
891259	134	4	65	71	21
891467	148	7	93	102	15
891876	111	6	90	55	16
891994	113	9	73	61	20
892072	125	6	83	70	23
892075	117	6	81	64	20
892077	114	7	80	67	20
892225	91	6	95	69	24
893008	98	7	81	62	15
893501	137	8	110	72	21
893631	156	6	92	81	19
893825	106	7	64	67	20
894159	109	8	66	72	17
894236	128	5	69	62	20
894354	109	9	63	58	21
894358	115	9	64	61	21
894383	111	9	59	52	17
894385	117	9	62	60	17
894386	114	9	63	59	19
894446	128	7	67	69	12
894757	111	8	75	73	25
894760	114	8	78	75	25
894765	109	8	80	68	24
894974	136	10	115	93	11
894977	133	10	115	93	11
894979	135	10	118	94	13
895108	102	10	76	69	17
895124	109	11	84	75	16
895559	116	10	65	59	26
895781	131	9	98	47	14
896641	116	6	96	50	17
897068	122	10	119	94	20
897142	134	13	64	62	20
897143	134	13	59	61	20
897799	92	2	59	63	9
897808	96	2	57	64	9
897958	126	2	85	66	15
897961	125	2	78	65	16
898635	127	9	129	60	26
898711	122	10	101	61	26
898860	111	5	85	75	19
898861	109	5	83	72	19
899053	133	6	108	100	25
899056	140	6	112	101	24
899110	132	4	103	82	28
899119	141	4	102	85	28
899202	144	3	102	72	18
899295	128	7	99	70	18
899299	134	8	103	68	17
899440	148	10	107	74	20
899442	148	11	108	76	21
900340	108	1	77	73	35
900492	120	7	105	75	38
900792	127	5	116	70	36
901199	93	6	84	68	39
901491	116	5	69	57	31
901642	122	10	93	60	41
901785	119	4	83	57	26
901935	112	4	81	60	25
902088	111	8	107	71	34
902451	102	8	73	80	23
902478	108	7	69	67	20
902552	110	8	79	65	22
902553	107	8	76	66	22
902665	98	9	81	55	32
903104	146	11	92	81	35
903120	141	10	95	73	34
903964	119	9	73	77	10
904110	134	6	118	87	16
904907	105	12	89	56	28
905698	124	7	98	84	50
905699	128	7	102	86	51
905727	129	8	106	94	40
905847	121	5	116	72	25
905849	120	5	116	72	27
905970	132	9	79	80	35
905973	131	9	80	75	35
905974	130	9	79	78	36
905975	132	9	82	84	38
905976	126	9	81	81	37
905977	134	10	83	87	44
908402	34	14	28	19	47
908405	33	14	27	19	40
908409	34	14	28	18	42
908440	30	11	13	20	31
908453	24	8	9	16	23
908461	21	5	10	14	21
908468	24	5	9	14	20
908473	20	4	8	13	17
908477	19	4	8	14	15
908501	17	3	8	15	15
908507	16	3	8	13	13
908522	7	3	5	10	13
908543	4	3	2	10	8
913474	33	9	13	16	27
913498	12	1	5	1	3
913499	13	1	5	1	3
913500	11	1	5	1	4
913501	12	1	6	1	7
913533	28	5	17	11	29
913534	29	5	17	11	28
916291	79	5	64	43	43
916761	133	8	99	67	39
917346	111	11	93	57	22
917347	112	11	93	54	21
917349	111	11	90	58	21
917380	141	8	108	75	29
917518	139	9	104	81	23
917523	132	8	90	82	19
917525	130	8	91	80	18
917745	168	14	96	93	29
918678	133	3	88	65	35
918680	154	5	106	75	48
918681	151	5	111	77	49
918682	151	5	109	78	48
919258	84	9	78	67	51
920098	154	6	86	72	47
920606	107	5	89	63	45
920692	117	7	78	76	46
921482	103	6	95	62	51
921819	141	10	115	82	45
921848	138	6	110	80	36
922468	122	4	104	75	46
924071	120	5	91	76	30
924127	134	4	102	91	28
924480	113	3	85	75	22
924517	106	3	69	60	16
924671	134	7	58	66	17
924672	135	6	59	65	16
924847	111	11	78	40	34
924880	98	11	69	36	30
924887	90	12	68	40	27
925152	122	9	117	76	29
925155	127	9	122	76	31
925299	120	4	116	87	25
925302	114	4	108	85	25
925305	118	4	108	91	28
925447	121	1	86	78	33
925450	130	1	78	75	30
925726	141	14	99	106	12
926043	151	8	108	92	20
926267	111	11	107	82	24
926269	112	11	105	85	25
926653	182	11	88	68	25
926662	165	12	94	69	24
926799	143	9	111	65	21
926801	144	9	112	70	20
927649	105	5	92	89	19
927652	112	5	92	88	21
928069	122	10	78	67	21
928219	124	5	111	67	21
928321	104	8	81	43	17
928322	106	8	80	42	16
928567	93	15	93	84	22
928716	148	8	96	64	21
928900	115	13	91	66	7
929097	81	8	56	35	15
929098	82	8	57	35	15
929099	78	8	54	34	15
929100	76	7	54	34	15
929111	77	7	52	35	12
929213	75	4	64	38	8
929468	145	8	83	98	17
929472	150	9	92	109	19
929473	151	9	93	110	19
929617	122	3	93	105	26
929623	116	2	80	95	18
929624	115	2	83	93	22
929632	106	2	76	83	20
929766	120	5	85	83	18
930057	120	15	65	81	18
930059	121	16	67	82	18
930061	123	16	67	80	18
930066	139	15	86	84	24
930209	144	11	114	70	28
930211	142	11	105	69	28
930212	144	9	113	70	29
930242	102	8	92	57	20
930585	55	5	46	29	10
930697	55	6	33	35	7
930724	35	4	24	24	3
930728	28	1	18	22	1
930730	28	1	17	22	1
930993	21	1	23	24	5
931543	117	9	95	65	13
931717	117	8	92	70	29
931997	111	7	108	97	18
932438	110	9	73	80	21
932589	126	5	89	53	12
932605	129	6	81	45	12
932606	129	6	85	45	11
932609	130	6	83	45	10
932738	114	4	82	58	20
932739	110	4	81	58	20
932741	105	4	83	59	20
933104	13	2	9	9	2
933816	15	1	17	8	4
933817	20	1	20	14	4
933818	20	1	23	14	4
933819	21	1	23	14	4
933829	27	1	34	16	5
933830	27	1	36	17	5
933831	27	1	40	16	6
934273	144	10	76	53	17
934311	129	11	73	42	9
934320	137	10	70	40	9
934709	116	6	63	54	26
934719	113	6	67	54	27
934926	130	2	82	76	23
934999	119	6	83	66	23
935066	93	12	69	74	21
935068	99	12	70	80	20
935120	112	15	70	76	25
935202	96	9	60	53	23
935205	106	13	83	59	23
935211	109	12	78	59	22
935213	111	11	84	57	23
935354	134	11	77	47	26
935355	132	11	76	46	26
935357	131	11	81	48	27
935358	124	11	78	48	24
935580	79	7	71	60	23
937103	12	1	13	13	2
937104	11	1	13	13	2
937105	15	2	15	15	2
937106	15	2	15	13	3
937112	16	2	17	15	4
937129	26	2	22	19	6
937131	23	2	22	18	6
937443	92	8	79	58	25
937642	127	3	79	65	26
937805	105	4	101	70	27
938688	98	7	59	55	33
938900	159	9	113	80	40
939423	84	2	61	70	22
939429	74	2	61	56	20
939432	72	2	56	52	18
939438	70	2	54	51	17
939441	62	2	47	48	15
939444	65	1	50	45	17
939463	80	3	54	35	20
939464	81	3	52	34	20
939465	83	3	53	35	19
939474	78	3	48	35	15
939475	77	2	42	34	17
939479	82	2	50	43	18
939480	81	2	51	41	18
939486	80	4	58	54	21
940186	99	9	79	38	30
940259	104	4	50	53	25
940269	103	4	51	52	25
940270	103	4	52	52	25
940272	102	4	48	52	24
940273	100	4	50	53	24
940546	107	3	66	51	24
940767	110	6	65	83	17
940769	116	6	63	84	17
941447	151	6	78	105	22
941544	113	8	76	66	15
942421	105	9	77	50	17
942457	111	11	77	64	22
942488	118	13	84	72	27
942490	125	12	81	74	27
942675	115	6	89	78	20
943657	94	3	75	49	11
943664	80	4	58	47	9
943703	110	8	63	53	16
943822	86	6	63	48	16
943839	84	2	58	39	12
943840	85	3	60	39	12
943841	84	3	60	41	12
943853	80	3	61	45	16
943854	80	3	62	46	15
943855	85	3	66	45	16
943979	77	4	54	48	15
943980	79	4	52	50	15
943982	80	4	55	51	16
944003	80	4	46	47	10
944125	93	6	48	64	16
944445	87	4	64	50	17
944711	81	4	64	48	22
944712	84	4	64	47	20
944713	82	4	67	42	22
944714	82	2	68	44	23
944784	88	4	67	57	25
944785	89	3	65	57	26
944787	93	4	69	57	25
944931	109	8	73	51	21
944935	117	8	77	46	21
944938	115	8	75	48	21
945167	111	5	65	53	25
945168	111	6	64	53	25
945377	107	2	92	61	10
945580	80	10	77	59	22
945758	72	4	56	36	11
945765	67	4	55	37	11
945817	28	3	31	14	5
945819	28	3	30	13	5
945821	25	3	29	13	5
945823	23	2	26	8	4
945836	14	1	14	3	1
946022	34	4	15	17	4
946029	33	4	14	20	3
946051	42	4	20	23	5
946095	69	7	41	38	12
946100	74	9	47	44	11
946101	74	9	47	44	10
946230	120	8	52	64	11
946240	135	9	58	74	13
946242	136	9	60	73	13
946383	128	5	89	62	10
946390	120	5	83	57	9
946391	121	5	80	57	9
946536	111	2	86	70	10
946539	110	2	87	67	10
946577	129	3	81	63	10
946579	126	3	81	63	10
946719	121	4	97	51	8
946721	120	3	97	54	9
946873	112	14	90	61	15
947382	116	4	79	58	20
947386	120	4	83	63	20
947389	123	5	82	64	21
947391	113	4	77	62	20
947411	109	3	77	65	21
947413	109	3	78	66	21
947534	111	5	70	93	17
947552	105	5	66	91	15
947559	103	5	64	87	16
947610	120	9	74	96	20
947611	117	9	74	84	19
947612	112	10	76	85	21
947759	110	12	96	91	16
947761	102	11	92	88	15
947857	117	6	81	61	17
948070	115	1	71	67	21
949195	95	11	62	75	23
949497	108	4	68	63	21
949499	112	4	73	68	21
949507	109	4	75	67	20
949508	113	4	74	66	21
949843	97	10	61	65	19
950239	164	6	100	83	21
950241	165	8	99	92	23
950242	167	8	100	91	21
951137	104	6	74	65	23
951139	106	6	76	64	23
951144	103	5	78	68	26
951294	154	11	111	80	16
951313	127	8	82	53	15
951640	110	1	103	60	7
951668	121	1	127	68	14
952045	18	2	7	3	4
952048	20	2	7	3	4
952081	24	3	19	10	3
952183	72	4	48	30	16
952184	75	5	50	32	17
952186	70	4	51	36	17
952189	78	5	54	38	21
953440	122	1	80	77	11
953530	156	7	93	92	20
953532	157	7	95	95	19
953676	105	8	86	71	23
953678	106	8	84	68	24
953970	98	10	83	77	17
953973	93	10	84	77	17
954037	86	7	64	56	17
954039	8	1	9	4	1
954066	99	8	94	73	24
954146	106	4	97	59	28
954349	98	11	87	65	36
954350	99	11	87	64	34
954353	96	11	84	61	35
954554	135	4	86	76	14
954557	134	4	82	78	16
954726	115	10	90	65	16
954728	114	9	95	59	18
954905	113	2	75	58	13
955092	123	4	79	52	23
955093	123	4	84	53	23
955094	122	5	84	51	22
955307	128	6	90	58	15
955363	107	6	75	66	11
955504	125	6	83	63	16
956048	134	10	106	85	16
956332	126	5	84	90	21
956334	128	6	81	89	20
956459	143	7	64	53	21
956482	139	6	63	50	18
956483	137	7	64	52	18
956609	105	2	68	56	21
956863	88	2	66	67	5
956865	89	2	68	67	5
956867	91	2	67	67	5
956868	91	2	66	66	5
957073	139	16	96	74	10
957279	161	12	89	60	14
957791	53	1	54	33	11
957793	53	1	53	36	11
957794	55	1	53	35	10
957797	51	1	50	36	11
957811	37	2	29	20	9
957815	36	2	26	21	9
957821	36	2	25	24	9
957849	42	2	26	26	12
957850	45	2	26	26	12
957851	39	2	26	25	10
957958	131	7	77	64	21
957995	135	6	71	62	24
958143	122	9	86	70	17
958145	120	9	83	70	17
958803	170	8	96	95	24
958804	171	7	98	94	25
958805	174	6	99	96	24
958953	102	6	85	83	10
958954	106	7	86	85	10
958955	107	7	84	86	11
959175	125	2	66	73	26
959691	124	14	118	87	19
959810	131	14	97	72	19
959811	127	14	94	68	19
959812	123	14	90	67	18
959960	112	4	80	98	25
959962	115	3	80	94	26
960045	121	11	78	73	29
960052	128	15	87	76	29
960122	141	15	97	61	25
960255	149	7	105	62	16
960257	146	7	106	64	16
960297	143	8	107	79	19
960447	102	14	85	73	17
960448	107	13	88	73	17
960449	106	13	87	73	17
960607	12	1	3	6	1
960608	12	1	3	6	1
960985	73	7	45	56	7
961613	123	12	112	78	15
961669	129	11	107	74	16
961758	137	8	105	84	23
962231	128	2	70	55	25
962234	132	2	73	54	25
962500	111	15	92	51	24
962650	126	4	79	46	29
963058	103	6	83	74	16
963061	106	6	78	78	14
963412	94	4	93	74	14
963413	92	3	88	70	12
963718	150	9	89	85	23
963719	153	9	87	85	24
964064	126	5	95	72	14
964075	127	3	106	74	18
964276	88	2	79	50	22
964282	88	2	78	45	23
964285	91	2	79	46	20
964286	91	2	83	48	21
964338	121	4	117	66	24
964339	121	4	118	70	24
964343	119	3	121	66	24
964484	113	7	96	76	17
964487	110	6	85	74	16
964490	108	6	84	67	16
964493	103	6	72	69	15
964556	108	8	90	76	16
964838	98	6	68	62	15
964840	99	6	70	63	16
964843	101	6	71	62	16
964990	103	7	72	46	13
964991	105	7	76	49	13
965325	97	8	86	79	14
965375	94	11	79	71	15
965444	99	16	82	65	23
965446	95	16	83	64	20
965550	101	10	85	78	25
965756	105	6	76	75	11
965855	128	4	90	65	10
965950	100	3	91	67	17
965951	102	3	91	69	18
965952	97	3	91	66	18
966040	100	4	91	72	32
966042	100	4	93	71	31
966101	100	10	83	73	33
966104	111	11	93	75	32
966184	100	13	80	78	24
966365	122	3	87	84	9
966367	118	3	85	84	8
966369	119	3	83	86	8
966370	121	3	82	84	9
966376	115	4	85	83	9
966379	105	3	84	73	8
966380	106	3	86	75	8
966529	133	7	83	85	15
966530	134	7	81	88	15
966837	40	5	12	17	5
966838	38	6	12	17	5
966839	37	6	12	18	5
966846	27	5	8	14	4
966847	27	6	8	14	4
966848	26	5	7	14	4
966849	27	6	7	14	4
966910	17	1	14	8	1
966911	17	1	15	8	2
966929	31	2	27	14	4
966932	34	2	32	17	5
966934	35	2	30	17	4
966960	57	2	54	30	7
966969	63	2	58	38	8
967106	93	8	81	72	23
967108	94	9	78	75	24
967111	90	9	78	76	24
967115	87	9	79	75	24
967145	77	8	69	62	20
967261	105	15	82	64	25
967407	105	5	63	64	20
967409	104	6	63	63	20
967804	116	10	74	66	13
967805	118	10	75	69	14
967809	118	10	70	69	16
967952	113	7	79	76	13
967955	115	7	79	84	15
968006	159	12	69	78	18
968120	163	16	92	88	23
968181	135	15	88	81	19
968397	98	8	88	69	18
968464	112	8	114	76	19
968465	110	9	113	76	19
968613	109	6	78	71	20
968614	109	9	83	73	20
968615	110	9	84	72	20
968797	119	11	72	68	26
969146	164	3	101	94	32
969901	116	7	100	61	16
970125	114	4	101	63	15
970402	99	9	84	69	36
970692	122	3	97	74	21
970694	111	3	90	60	18
970843	167	1	113	106	12
970844	163	1	115	105	12
971422	113	8	112	98	40
971423	111	9	109	96	41
971424	110	9	113	95	41
971426	113	8	111	95	41
972221	113	7	106	81	35
972593	102	4	75	69	21
972789	105	8	94	65	23
972792	102	8	83	56	24
973292	106	7	89	64	20
973293	113	8	92	65	21
973440	107	8	61	65	18
973442	106	7	66	70	18
973554	122	10	79	57	18
973611	129	6	77	58	15
973613	131	6	76	58	15
973680	140	5	99	66	16
973754	136	9	93	50	12
973767	103	7	74	47	11
974460	89	7	65	39	12
975505	117	11	79	71	22
975652	112	15	95	76	24
975799	132	8	92	79	30
975800	134	8	91	84	30
975801	137	8	90	83	29
975802	139	9	93	84	29
976073	113	10	123	75	19
976237	107	4	97	61	19
976437	95	4	104	74	15
976980	114	3	66	68	19
977027	112	5	66	57	17
977588	118	4	78	51	14
977608	115	4	72	51	17
977628	108	6	77	55	17
977882	144	8	111	84	25
977887	119	8	88	67	25
978059	112	7	75	68	19
978683	100	8	89	89	15
978685	101	8	89	89	15
978727	98	8	84	77	20
978728	103	8	87	78	20
978729	103	7	86	78	19
978827	101	7	94	64	18
978901	87	4	95	62	14
978907	92	5	99	65	14
979115	98	13	89	77	22
979318	27	3	17	12	8
979319	27	2	16	13	8
979425	25	2	32	18	8
979426	27	2	32	19	8
979482	87	4	70	51	14
979484	88	4	67	51	13
979747	125	4	91	78	13
980725	107	11	85	65	20
980921	103	13	87	63	25
981247	124	7	90	71	20
981361	128	8	108	83	19
981511	118	4	92	110	16
981513	125	4	94	113	18
981611	119	4	73	67	11
982040	130	7	87	84	26
982946	134	11	70	96	16
982948	133	11	71	93	16
983094	118	8	74	68	15
983097	121	9	73	73	16
983769	136	7	125	95	24
983770	132	7	119	94	23
983918	140	11	82	104	32
983975	104	10	67	78	20
984308	124	12	90	100	28
984738	121	1	88	78	19
984740	120	1	86	77	19
984742	121	1	87	81	19
984965	127	7	114	88	23
984967	154	7	122	87	25
984968	146	7	119	87	25
984969	151	8	114	82	26
984970	148	8	119	86	26
985120	156	4	101	81	19
985319	119	9	71	73	11
985321	115	9	76	75	10
985323	117	9	73	73	9
985324	121	11	78	72	11
985445	134	11	83	78	15
985997	119	6	105	91	14
987053	133	5	97	84	26
987150	134	4	108	95	29
987151	137	4	108	94	31
987256	136	5	111	75	29
987301	135	4	106	81	26
987322	144	6	104	82	27
987340	148	6	116	85	31
987342	145	6	110	84	28
987344	147	6	112	85	29
987345	149	6	110	84	29
987346	146	6	112	78	28
987490	101	7	115	95	29
987549	120	7	114	97	45
987698	99	8	72	64	28
988322	141	7	83	89	43
989299	108	6	71	69	29
989508	122	10	105	87	42
989509	126	10	106	91	43
989510	123	10	101	87	38
990180	129	4	106	89	30
990329	111	5	109	79	23
990402	88	4	94	67	14
990916	97	15	82	91	27
991020	96	7	78	71	23
991161	26	1	30	11	6
991538	34	3	23	12	5
991542	43	3	26	19	6
992899	104	4	81	87	13
992943	113	4	81	81	17
993049	126	2	77	79	12
993079	117	3	81	84	13
993080	121	3	83	85	12
993093	116	6	75	81	17
993096	115	5	70	77	17
993612	106	11	59	60	23
993652	103	5	53	45	22
993703	99	6	75	49	25
993836	109	5	88	74	20
993997	149	4	140	102	24
994570	92	8	65	55	24
994698	114	5	73	63	13
994699	114	5	73	62	14
995098	101	4	65	67	21
995189	104	8	78	53	21
995683	125	10	98	78	25
995749	135	3	128	80	19
996209	103	6	76	72	13
996240	85	6	102	94	13
996242	86	5	103	94	12
996382	88	12	116	68	18
996386	93	12	114	66	18
996389	95	13	113	71	19
996411	80	9	99	70	24
996511	108	8	134	98	24
996619	111	5	89	82	21
996639	106	5	81	85	24
996685	117	5	74	83	21
996696	106	4	68	81	21
996697	111	4	68	80	21
997187	139	9	80	101	21
997453	105	6	85	69	19
997457	100	6	81	68	19
997831	126	5	79	52	16
998254	105	10	75	53	17
998279	112	12	74	58	13
998442	119	13	108	60	12
998443	120	11	107	58	12
998465	120	10	84	54	18
998467	118	11	84	52	18
998595	150	9	84	82	21
998615	122	9	76	77	15
998616	129	9	76	78	15
998617	130	8	74	78	14
998626	118	7	70	77	13
998686	135	12	98	91	18
998687	138	12	100	92	19
998835	112	10	94	72	20
998836	111	10	94	71	19
998889	106	11	90	64	19
999031	119	10	97	62	17
999518	100	3	90	57	20
999782	127	7	69	62	15
999983	134	5	88	76	11
1000026	125	7	84	75	7
1000206	92	8	89	82	8
1000207	95	8	94	84	8
1000354	109	9	102	64	12
1000398	118	8	90	57	8
1000435	129	10	73	62	14
1000638	124	8	72	60	18
1000798	102	9	61	52	14
1000860	109	6	81	59	21
1000938	119	4	69	59	21
1001242	117	9	94	53	15
1001605	120	8	70	46	19
1002001	121	13	68	61	15
1002054	111	10	68	70	17
1002204	163	9	112	66	22
1002205	158	9	111	68	23
1002206	153	10	106	67	22
1002279	105	7	69	51	14
1002280	103	7	68	51	14
1002302	115	6	81	57	15
1002305	117	6	85	61	15
1002307	121	7	88	63	15
1002308	117	6	85	59	15
1002310	123	7	88	62	15
1002314	129	7	94	53	15
1002456	91	11	64	45	7
1002457	87	12	67	45	7
1002458	89	12	66	46	7
1002489	66	11	61	37	11
1002538	89	14	63	39	10
1002686	66	5	55	45	13
1002708	69	6	51	41	10
1002857	116	8	66	56	16
1003409	119	6	77	71	22
1003605	98	3	76	68	16
1003607	102	4	78	73	18
1003622	107	5	104	68	17
1003623	110	5	103	67	19
1003920	105	7	69	51	26
1003921	108	7	70	52	27
1004058	107	9	88	61	23
1004210	125	7	89	75	13
1004555	159	9	125	75	19
1005195	133	10	75	53	13
1005221	121	12	88	57	14
1005367	152	14	106	74	18
1005369	159	13	109	70	17
1005377	165	13	109	75	20
1005463	159	7	103	75	14
1005634	124	11	93	88	14
1005867	132	11	79	65	11
1005884	123	12	67	63	13
1005885	126	12	68	66	13
1006027	134	11	76	75	28
1006034	138	11	75	71	23
1006035	140	11	79	70	24
1006432	143	3	103	75	14
1006463	115	6	90	69	16
1006914	112	5	82	63	10
1007042	127	4	57	78	19
1007156	124	5	85	62	17
1007236	130	3	106	63	22
1007455	130	16	72	64	18
1007556	139	11	82	70	24
1007911	128	8	81	58	13
1008090	122	7	89	51	21
1008222	127	4	76	61	19
1008287	96	8	73	68	15
1008378	112	10	84	67	16
1008379	110	10	85	66	16
1008380	112	10	82	67	16
1008437	121	3	76	56	16
1008821	110	6	62	53	13
1008937	92	8	76	89	18
1008970	91	9	73	92	16
1009207	101	6	66	72	14
1009211	99	7	59	75	11
1009325	114	10	79	84	15
1009351	123	12	100	94	22
1009610	96	7	94	68	19
1009611	95	6	97	68	19
1009746	95	3	84	76	17
1009749	94	3	85	76	16
1009756	99	4	87	73	20
1010823	108	5	70	76	20
1010824	105	5	71	75	20
1010825	108	6	70	80	20
1010826	106	6	71	81	20
1011208	123	4	110	71	18
1011209	121	4	112	68	19
1011358	126	11	98	106	25
1011359	130	11	99	105	25
1012236	118	10	98	78	32
1012442	99	11	81	59	40
1012630	103	8	85	61	29
1012631	102	9	83	60	30
1012632	102	9	83	59	30
1012670	102	10	86	52	30
1012671	100	10	85	53	28
1012802	150	9	131	68	31
1013441	105	9	64	68	41
1013767	99	7	77	55	29
1013917	110	13	90	59	37
1013951	113	12	92	53	29
1013952	109	12	94	53	30
1013954	107	12	89	53	29
1014101	93	10	84	65	25
1014102	91	11	84	70	25
1014103	91	11	84	71	25
1014115	88	11	85	72	22
1014133	89	10	79	82	26
1014337	98	8	72	51	38
1014505	116	5	85	54	30
1014624	106	4	93	55	16
1014628	103	4	92	60	16
1014630	108	4	101	62	15
1014634	95	3	92	56	12
1014986	101	8	56	65	11
1014994	105	7	52	59	10
1015089	98	10	69	65	11
1015139	99	13	80	71	11
1015228	106	9	85	89	16
1015232	132	10	101	103	21
1015233	128	10	97	104	22
1015235	133	10	101	104	22
1015239	124	4	95	90	24
1015377	141	4	123	93	37
1015378	134	4	122	90	35
1015379	123	4	111	79	30
1015381	120	5	107	80	31
1015384	117	5	109	86	33
1015623	125	2	80	71	17
1015784	119	3	100	70	16
1016495	101	7	84	61	23
1016915	104	9	81	76	15
1016918	110	9	86	75	15
1016919	106	9	88	77	16
1016920	111	9	88	76	16
1017067	149	8	100	66	22
1017610	105	12	87	64	26
1017783	121	13	85	81	13
1017928	108	4	66	80	10
1018168	127	10	90	59	8
1018315	109	10	81	60	22
1018317	109	10	81	59	22
1018396	112	8	94	69	22
1018398	113	8	94	68	21
1018673	110	3	88	75	19
1018734	105	3	89	79	18
1018737	109	3	87	83	18
1018803	100	4	80	77	19
1019651	85	8	111	66	13
1019652	88	8	112	66	13
1020329	96	7	104	81	27
1020418	118	7	113	92	28
1020562	132	8	94	90	24
1020564	127	8	94	83	23
1020672	164	9	145	108	22
1020674	161	9	150	103	20
1020675	151	9	145	101	21
1020821	81	5	88	67	25
1020827	83	4	86	67	25
1021442	133	16	78	51	11
1021971	91	8	70	72	13
1021973	92	10	69	73	13
1021974	94	10	71	75	12
1022013	104	9	79	90	12
1022014	104	9	78	88	13
1022297	105	10	64	98	12
1022441	103	6	72	88	12
1022594	108	9	89	71	23
1022713	119	10	83	69	16
1022998	108	7	91	70	14
1023001	114	8	88	69	15
1023002	113	8	89	69	15
1023717	135	7	99	77	26
1023816	125	7	70	76	15
1024283	95	16	83	84	19
1024431	89	9	59	61	20
1024433	88	9	59	62	20
1024503	92	8	66	51	22
1024551	100	8	51	50	12
1025338	135	3	73	57	17
1026130	121	5	87	54	9
1026179	115	7	81	64	12
1026658	88	3	96	65	16
1027048	124	1	100	69	14
1027058	114	3	98	67	13
1027393	139	8	81	89	28
1027487	139	4	98	85	30
1027500	144	5	107	99	32
1027651	118	9	80	74	17
1027884	104	4	122	85	15
1027930	104	2	109	79	22
1028908	99	11	95	64	33
1028940	89	6	80	53	31
1031091	42	16	20	13	47
1031093	41	16	21	16	46
1031094	42	16	21	16	47
1031153	20	4	10	8	27
1031185	15	6	12	13	28
1031252	7	5	6	7	14
1031259	7	5	6	7	13
1033191	18	10	10	8	32
1033194	17	9	10	8	32
1033269	8	3	4	1	12
1033293	3	1	3	1	8
1035916	4	10	3	4	5
1035918	4	10	3	4	5
1035971	10	9	2	3	17
1035975	10	10	2	3	19
1036017	20	13	9	15	31
1036018	19	12	9	14	29
1036026	20	13	9	16	31
1036034	19	11	10	15	32
1038899	28	10	16	15	27
1038904	29	10	16	15	27
1038911	20	7	12	9	18
1038913	20	7	11	9	18
1038934	7	3	7	4	11
1038937	7	2	6	4	11
1038939	7	3	6	5	9
1038940	6	2	6	5	7
1038949	7	3	9	6	12
1039810	80	7	68	64	52
1040147	84	12	83	67	43
1040273	72	7	81	60	26
1040734	125	7	104	94	22
1040798	97	14	71	83	20
1041192	114	6	81	75	16
1041346	111	8	98	64	18
1041411	107	7	86	53	15
1041412	108	4	83	53	15
1041431	117	5	80	53	22
1041594	135	4	64	61	24
1041597	131	4	63	62	23
1041598	131	3	61	58	24
1041793	91	4	85	67	12
