site_id	W20_D1	W21_D1	W19_D1
1558758	0.148	0	0
1558760	0	0.118	0
1558761	0.0417	0	0
1558762	0.0435	0	0
1558763	0	0.0833	0.0667
1558764	0.19	0.0667	0.111
1558767	0.263	0.333	0.286
1558769	0.0526	0.267	0
1558774	0.0476	0	0
1558777	0.13	0	0.143
1558779	0.348	0.333	0.286
1558780	0	0	0.0769
1558782	0	0.0833	0.25
1558784	0	0.0833	0.214
1558786	0.32	0.24	0.286
1558788	0.304	0.12	0.0833
1558789	0.0435	0.0833	0
1558790	0.0556	0.0476	0
1558821	0	0.0333	0
1558828	0	0.0278	0
1559016	0.0513	0	0
1559182	0	0.0357	0
1559472	0.0364	0	0
1559473	0.037	0	0
1559475	0.0364	0	0
1559516	0.0152	0.0154	0
1559519	0	0	0.0435
1559543	0.0317	0	0
1559610	0.0345	0	0
1559622	0.0339	0	0
1559623	0.0328	0	0
1559634	0.0323	0	0
1559673	0.0364	0	0
1559707	0	0	0.04
1559759	0	0	0.037
1559760	0	0	0.0377
1559762	0	0	0.037
1559770	0	0	0.0385
1559860	0	0	0.0455
1559975	0.0351	0	0
1560062	0.0299	0	0
1560125	0.0294	0	0
1560194	0	0.0154	0.0196
1560196	0	0.0164	0.0196
1560279	0	0.0364	0
1560347	0	0	0.0364
1560484	0	0.0263	0
1560490	0	0.0385	0
1560492	0	0.026	0
1560494	0	0.04	0
1560530	0	0	0.0441
1560531	0	0	0.0615
1560643	0	0.0357	0
1560680	0	0	0.06
1560681	0	0	0.0556
1560821	0	0.0185	0.0172
1561073	0.0455	0	0
1561074	0.0444	0	0
1561078	0.0444	0	0
1561130	0.0392	0	0
1561141	0.0357	0	0
1561142	0.0345	0	0
1561213	0.0656	0	0
1561221	0.0351	0	0
1561222	0.0357	0	0
1561223	0.0345	0	0
1561224	0.0351	0	0
1561227	0.0339	0	0
1561240	0	0.0278	0
1561289	0.04	0	0
1561292	0.04	0	0
1561434	0.0323	0	0
1561436	0.0317	0	0.0217
1561512	0.0267	0	0
1561569	0	0.0444	0
1561744	0.0392	0	0
1562030	0	0	0.0377
1562133	0	0.0556	0
1562287	0	0	0.0299
1562290	0	0	0.0294
1562355	0	0	0.0392
1562681	0.0308	0	0
1562683	0.0303	0	0
1562839	0.0541	0	0
1562842	0.0556	0	0
1562844	0.0526	0	0
1563040	0	0	0.0299
1563213	0	0.0312	0
1563226	0.0294	0	0
1563373	0	0.0377	0
1563479	0.0339	0	0
1563487	0.037	0	0
1563628	0.0351	0	0
1563901	0	0	0.0455
1564249	0	0.0645	0
1564268	0	0.0909	0
1564276	0.0149	0.111	0
1564303	0	0.0833	0
1564337	0	0.0851	0
1564493	0	0	0.0755
1564494	0	0	0.0833
1564495	0	0	0.0851
1564643	0	0	0.0545
1564835	0	0.037	0
1564915	0	0.0364	0
1564927	0	0.037	0
1565019	0	0	0.0328
1565051	0.0175	0.0192	0
1565053	0.0345	0	0
1565155	0	0.0612	0
1565241	0	0.0274	0
1565403	0	0.0274	0
1565415	0.0408	0	0
1565418	0	0	0.0323
1565481	0.0185	0.0147	0
1565565	0.0357	0	0
1565574	0.0164	0.0189	0
1565633	0.069	0	0
1565875	0	0	0.0317
1566035	0.0385	0	0
1566123	0	0.0345	0
1566148	0.0256	0	0
1566197	0.0526	0	0
1566204	0	0.0278	0
1566251	0	0	0.0476
1566419	0.0484	0	0
1566564	0.0517	0	0
1566565	0.0517	0	0
1566566	0.0526	0	0
1566743	0.0588	0	0.013
1566784	0	0.0606	0
1566885	0	0	0.0294
1567008	0	0.0357	0
1567179	0.0244	0	0.0122
1567434	0.0156	0	0.0164
1567469	0.0139	0.0159	0
1567485	0	0	0.0328
1567541	0	0.0635	0
1568159	0	0	0.029
1568464	0	0	0.0282
1568465	0	0	0.0299
1568614	0	0	0.0441
1568617	0	0	0.0274
1568700	0	0	0.0263
1568744	0.037	0	0
1568747	0.0156	0.0179	0
1568798	0	0.0385	0
1569032	0	0.0448	0
1569103	0	0.0345	0
1569104	0.029	0	0
1569152	0.0299	0	0
1569177	0.0286	0	0
1569295	0.0339	0	0
1569350	0.0294	0	0
1569456	0.0597	0	0
1569500	0	0.0149	0.0182
1570477	0.0357	0.0159	0
1570612	0	0	0.0312
1570815	0	0.0169	0.0185
1570934	0	0.06	0
1570990	0	0.0417	0
1571049	0	0.0571	0
1571190	0	0	0.0323
1571191	0	0	0.0328
1571192	0	0	0.0323
1571263	0	0.0364	0
1571340	0	0	0.037
1571576	0	0	0.0449
1571751	0.037	0	0
1571752	0.037	0	0
1571753	0.037	0	0
1571763	0	0	0.0256
1571845	0	0.0339	0
1571902	0.04	0	0
1571903	0.0408	0	0
1571904	0.0385	0	0
1571911	0.05	0	0
1572174	0	0.0526	0
1572229	0	0	0.0517
1572230	0	0	0.0536
1572440	0	0.0308	0
1572447	0	0.0278	0
1572454	0	0	0.0339
1572482	0	0	0.0317
1572592	0.0312	0	0
1572646	0.0333	0	0
1572647	0.0339	0	0
1572648	0.0328	0	0
1572852	0	0.05	0
1572855	0	0	0.0909
1572891	0	0	0.0577
1572911	0	0	0.0536
1573081	0	0	0.0274
1573083	0	0	0.0286
1573084	0	0	0.0476
1573139	0	0	0.0323
1573231	0	0	0.0263
1573233	0	0	0.0263
1573378	0.0139	0.0185	0
1573429	0	0	0.0339
1573484	0	0.0526	0
1573636	0	0.038	0
1573725	0	0.0143	0.0156
1573726	0	0.0147	0.0156
1573732	0	0.0137	0.0154
1573734	0	0.0143	0.0156
1573920	0.0161	0	0.0169
1574017	0.0435	0	0
1574062	0.0222	0	0.0172
1574066	0.0227	0	0.0164
1574081	0.0256	0	0.0339
1574303	0.0328	0.0233	0
1574900	0.0156	0	0.0156
1575068	0	0.0185	0.0227
1575145	0	0	0.0392
1575212	0.0282	0	0
1575297	0	0.0351	0
1575298	0	0.0351	0
1575299	0	0.0351	0
1575447	0	0.037	0
1575448	0	0.0328	0
1575522	0.0167	0	0.0145
1575547	0	0	0.029
1575548	0	0	0.029
1575550	0	0	0.0286
1575784	0.0164	0	0.0154
1575798	0	0	0.0317
1575832	0	0	0.0286
1575846	0	0.0317	0
1576086	0.0345	0.0256	0
1576295	0.0286	0	0
1576491	0	0	0.0385
1576500	0	0	0.0357
1576534	0	0	0.037
1576641	0	0	0.0345
1576756	0	0	0.0278
1576858	0.0159	0	0.0143
1576861	0.0156	0	0.0139
1577006	0.0127	0	0.0175
1577007	0.0127	0	0.0175
1577038	0	0.0267	0
1577101	0.0137	0.0139	0
1577103	0	0.0395	0
1577144	0.026	0	0
1577197	0	0.04	0
1577201	0	0.0385	0
1577203	0	0.0476	0
1577252	0.02	0	0.02
1577287	0	0.0196	0.0169
1577314	0.0159	0	0.0161
1577450	0	0	0.0588
1577495	0	0	0.029
1577496	0	0	0.029
1577543	0	0	0.0317
1577544	0	0	0.0328
1577568	0	0.0333	0
1577580	0	0	0.0294
1577597	0	0	0.0286
1577648	0	0	0.0462
1577687	0.0377	0	0
1577690	0.0417	0	0
1577691	0.0408	0.0196	0
1577727	0	0	0.0408
1577729	0	0	0.0426
1577783	0	0.0417	0
1577837	0.0333	0	0
1577840	0.0323	0	0
1577892	0	0.0182	0.0143
1578179	0.0143	0.0182	0
1578196	0.0312	0	0
1578223	0.0143	0.0175	0
1578402	0.0548	0	0
1578414	0	0.0465	0
1578530	0	0.0222	0.0161
1578536	0	0.0571	0
1578541	0	0.0417	0
1578544	0	0.0392	0
1578564	0	0	0.0455
1578688	0	0.0364	0
1579041	0.0145	0	0.0154
1579449	0	0.0299	0
1579496	0	0.0357	0
1579524	0.0139	0	0.0175
1579624	0.0122	0	0.0164
1579746	0.0278	0	0
1579921	0.0263	0	0
1579922	0.027	0	0
1579929	0.0267	0	0
1579931	0.0256	0	0
1579932	0.026	0	0
1580119	0.0385	0	0
1580336	0	0.029	0
1580337	0	0.0282	0
1580343	0	0.0308	0
1580346	0	0.0317	0
1580435	0.0189	0	0.0179
1580440	0.0408	0	0
1580453	0.0192	0.0189	0
1580454	0.0196	0.0182	0
1580455	0.0204	0.0182	0
1580458	0.0196	0.0159	0
1580459	0.02	0.0161	0
1580461	0.0204	0.0167	0
1580510	0	0.0536	0
1580603	0	0.0164	0.0164
1580674	0	0.0364	0
1580679	0	0.0377	0
1580682	0	0.04	0
1580881	0.02	0.0164	0
1581174	0	0	0.0357
1581227	0	0	0.0339
1581343	0.0233	0	0.0169
1581376	0.0638	0	0
1581378	0.0638	0	0
1581379	0.0638	0	0
1581416	0	0.0408	0
1581505	0.02	0.0182	0
1581523	0.0588	0	0
1581524	0.0577	0	0
1581525	0.0625	0	0
1581526	0.06	0	0
1581597	0	0.0317	0
1581767	0	0.0333	0
1581770	0	0.0328	0.0227
1581817	0.0345	0	0
1581884	0	0.0175	0.0196
1581925	0.0556	0	0
1581928	0.0556	0	0
1581949	0.0227	0.0169	0
1582041	0	0	0.0444
1582043	0	0	0.0444
1582059	0.0426	0	0
1582078	0.0385	0	0
1582079	0.04	0	0
1582080	0.0392	0	0
1582081	0.0392	0	0
1582084	0.0377	0	0
1582217	0.0426	0	0
1582357	0.0417	0	0
1582499	0	0	0.0328
1582703	0.0408	0	0
1582768	0	0.0256	0
1582791	0	0	0.069
1582802	0.0357	0	0
1582813	0	0	0.0741
1582822	0	0	0.069
1582840	0	0.0339	0
1582874	0.0417	0	0
1582972	0	0	0.0465
1583208	0	0	0.0408
1583300	0	0.029	0
1583355	0	0	0.0339
1583390	0.0141	0.0164	0
1583450	0.0441	0	0
1583949	0.0244	0	0.0192
1584097	0	0.0282	0
1584162	0.0377	0	0
1584190	0	0.0282	0
1584315	0.027	0	0
1584380	0.0128	0.0364	0
1584384	0	0.0364	0
1584385	0	0.0357	0
1584386	0	0.0364	0
1584387	0	0.0364	0
1584388	0	0.037	0
1584457	0	0.0392	0
1584533	0.0392	0	0
1584561	0.0179	0.0233	0
1584620	0	0.0526	0
1584658	0	0.0571	0
1585045	0	0.0299	0
1585299	0	0	0.0345
1585626	0.0741	0	0
1585818	0.0444	0	0
1585819	0.0426	0	0.0189
1585821	0.0426	0	0
1585939	0.0282	0	0
1585941	0.0267	0.0172	0
1585968	0.0635	0	0
1585969	0.0588	0	0
1585972	0.0312	0	0
1586122	0	0	0.0323
1586243	0.0278	0	0
1586398	0.0323	0	0
1586405	0	0.0377	0
1586407	0	0.0392	0
1586511	0.0426	0	0
1586561	0.0345	0	0
1586625	0.0208	0.0217	0
1586732	0	0.0455	0
1586751	0	0.0476	0
1586852	0	0	0.0417
1586856	0	0.0426	0
1586858	0	0.0465	0
1587002	0	0.0476	0
1587003	0	0.0476	0
1587068	0.0172	0.0208	0
1587071	0.0175	0.0204	0
1587164	0.0312	0	0
1587165	0.0323	0	0
1587210	0.037	0	0
1587257	0.029	0	0
1587459	0.0364	0	0
1587476	0.0444	0	0
1587481	0	0	0.0488
1587607	0	0.0377	0
1587689	0	0.0357	0
1587710	0	0	0.04
1587879	0	0	0.037
1588033	0.0392	0	0
1588078	0.0312	0	0
1588080	0	0.0323	0
1588083	0	0.0333	0
1588131	0	0	0.0364
1588132	0	0	0.0364
1588139	0	0	0.0299
1588147	0	0	0.0299
1588369	0	0.0149	0.0189
1588471	0	0	0.0444
1588510	0	0	0.0385
1588706	0	0	0.0476
1588707	0	0	0.0465
1588709	0	0	0.0455
1588925	0	0.0333	0
1588933	0.0351	0	0
1589075	0	0.0137	0.037
1589271	0	0	0.0286
1589291	0	0.0455	0
1589374	0	0.027	0.0156
1589529	0.0357	0	0
1589571	0	0.0357	0
1589640	0	0	0.0455
1589680	0.0328	0	0
1589723	0	0.0143	0.0185
1589729	0	0.0299	0
1589747	0.0192	0	0.0156
1589757	0	0.029	0
1589777	0	0.0312	0
1589857	0.037	0	0
1589990	0	0.0274	0
1590083	0	0.0282	0
1590102	0	0.0137	0.0159
1590151	0.0563	0	0
1590329	0	0.0303	0
1590479	0	0	0.0303
1590515	0.0156	0.0164	0
1590560	0.0182	0	0.0149
1590621	0.037	0	0
1590641	0.0192	0	0.0159
1590643	0.0196	0	0.0161
1590792	0	0	0.0317
1590821	0	0.037	0
1590833	0	0.0303	0
1590856	0	0.0303	0.0169
1590986	0	0	0.0294
1591056	0.0172	0	0.0145
1591108	0	0	0.0233
1591161	0	0.0175	0.0109
1591162	0	0.0175	0.0111
1591185	0.0435	0	0
1591303	0.0317	0	0
1591378	0.0308	0	0
1591415	0.027	0	0
1591488	0.0328	0	0
1591564	0.0299	0	0
1591565	0.029	0	0
1591603	0.0317	0	0
1591708	0	0.0351	0
1591711	0	0.0417	0
1591713	0	0.0426	0
1591715	0.0213	0.0408	0
1591716	0	0.0408	0
1591718	0	0.0426	0
1591813	0.0159	0	0.0217
1591814	0	0.0244	0
1591852	0.0159	0	0.0256
1591853	0.0164	0	0.025
1591862	0	0.0308	0
1591863	0.0145	0.029	0
1591869	0.0308	0	0
1591947	0	0	0.0377
1591952	0	0	0.04
1592003	0.0137	0	0.0189
1592004	0.0139	0	0.02
1592005	0.0139	0	0.0192
1592007	0.0145	0	0.02
1592070	0	0.0426	0
1592072	0	0.0435	0
1592087	0	0	0.0417
1592095	0	0	0.0455
1592096	0	0	0.0455
1592097	0.0167	0	0.0426
1592102	0	0	0.0417
1592103	0	0.0526	0
1592105	0	0	0.0417
1592288	0	0	0.0517
1592429	0	0.0323	0
1592460	0	0	0.0714
1592472	0.0213	0	0.0213
1592474	0.0227	0	0.0213
1592548	0.0435	0	0.0233
1592549	0.0444	0	0.0238
1592550	0.0455	0	0.0233
1592554	0.0385	0	0
1592555	0.0377	0	0
1592698	0.025	0	0.0227
1592699	0.0247	0	0.0233
1592700	0.0247	0	0.0227
1592704	0.0278	0	0
1592898	0.0156	0.0196	0
1593039	0.0286	0	0
1593073	0	0	0.0448
1593074	0	0	0.0441
1593075	0	0	0.0462
1593125	0	0.05	0
1593224	0	0	0.0566
1593225	0	0	0.0545
1593425	0	0	0.0545
1593427	0	0	0.0545
1593428	0	0	0.0377
1593503	0	0	0.0345
1593522	0	0.0263	0
1593580	0.0179	0	0.0156
1593581	0.0333	0	0
1593615	0	0	0.029
1593617	0	0	0.0282
1593685	0	0.027	0.0189
1593701	0	0	0.0333
1593702	0	0	0.0317
1593703	0	0	0.0323
1593730	0.0339	0	0
1593732	0.0351	0	0
1593772	0	0	0.0253
1593794	0	0	0.0282
1593988	0	0.0286	0
1593991	0	0.0278	0
1594225	0	0	0.069
1594245	0	0.0204	0.0167
1594594	0	0.0253	0
1594942	0.0179	0.0147	0
1594969	0	0	0.0385
1594988	0	0.037	0
1594994	0	0	0.0364
1595012	0	0.0333	0
1595134	0.0357	0	0
1595218	0.0167	0.0172	0
1595292	0.0323	0	0
1595480	0	0	0.0345
1595525	0	0.0189	0.013
1595540	0	0	0.0278
1595541	0.0392	0	0
1595542	0.0408	0	0
1595637	0.0222	0	0.0128
1595649	0.0455	0	0
1595675	0	0	0.0345
1595680	0.0278	0	0.0167
1595691	0.0645	0	0
1595692	0.0526	0	0
1595871	0	0.0408	0
1595995	0	0.0192	0.0189
1596031	0.025	0.0189	0
1596033	0.0233	0.0182	0
1596175	0.0312	0	0
1596242	0.022	0.0154	0.0118
1596389	0.04	0	0.0156
1596471	0	0.0164	0.0154
1596473	0	0.0169	0.0145
1596711	0	0.0408	0
1596712	0	0.0377	0
1596713	0	0.0408	0
1596810	0.0152	0	0.0204
1596860	0	0.0408	0
1596864	0	0.0417	0
1596870	0.0333	0	0
1597168	0	0	0.04
1597314	0.0333	0	0
1597457	0.0408	0	0
1597595	0	0.0377	0
1597696	0.0189	0.0175	0
1597739	0.0303	0	0
1598111	0	0	0.0317
1598693	0	0.0435	0
1598879	0	0.04	0
1598890	0	0.0323	0
1598897	0.0357	0	0
1599007	0	0.0312	0
1599167	0	0.04	0
1599190	0	0.0317	0
1599192	0.0167	0.0159	0
1599220	0.0308	0	0
1599355	0	0.0263	0
1599500	0	0.0351	0
1599576	0	0	0.0282
1599602	0.0312	0	0
1599637	0	0	0.029
1599664	0	0	0.0323
1599691	0	0	0.04
1599693	0	0	0.037
1599704	0	0	0.0351
1599713	0	0	0.0357
1599747	0.0149	0.0135	0
1599756	0	0.0308	0
1600006	0	0.0339	0
1600067	0	0	0.0308
1600358	0	0.0408	0
1600359	0	0.0426	0
1600382	0.0161	0.0465	0
1600416	0	0	0.0455
1600533	0	0.0444	0
1600534	0	0.0455	0
1600626	0.0417	0	0
1600683	0	0.0513	0
1600736	0.04	0	0
1600868	0.069	0	0
1600871	0.0545	0	0
1600873	0.0656	0	0
1600887	0.0303	0	0
1600945	0	0	0.0323
1600983	0	0	0.0408
1601014	0.0299	0	0
1601016	0	0.0156	0.0182
1601021	0.0635	0	0
1601024	0.0172	0	0.0164
1601048	0.0167	0	0.0179
1601052	0.0167	0.0164	0
1601063	0	0.0323	0
1601064	0	0.0323	0
1601065	0	0.0323	0
1601066	0.0169	0.0167	0
1601067	0.0179	0.0192	0
1601089	0.037	0	0
1601101	0	0	0.0345
1601103	0	0	0.0333
1601244	0	0	0.0405
1601248	0	0	0.0448
1601252	0	0	0.0308
1601289	0	0	0.0377
1601290	0	0	0.0392
1601308	0.0152	0.0154	0
1601349	0	0	0.0308
1601849	0.0308	0	0
1601854	0.0317	0	0
1602002	0.0488	0	0
1602004	0.05	0	0
1602006	0.0488	0	0
1602075	0	0	0.069
1602076	0	0	0.0667
1602079	0.0345	0	0.0741
1602082	0.0357	0	0
1602094	0.037	0	0
1602096	0.0345	0	0
1602099	0.0312	0	0
1602100	0.0286	0	0
1602106	0	0.0417	0
1602109	0	0	0.04
1602112	0.217	0.158	0.0833
1602113	0.25	0.211	0.125
1602115	0	0	0.0455
1602118	0	0.0526	0
1602144	0	0	0.0417
1602252	0	0	0.0263
1602254	0	0	0.027
1602402	0	0	0.025
1602404	0	0	0.0247
1602439	0.0278	0	0
1602443	0.0282	0	0
1602597	0.0339	0	0
1602635	0	0.0303	0
1602761	0	0.0333	0
1602776	0	0	0.0317
1602841	0	0	0.0351
1602884	0	0.0179	0.0175
1603001	0	0	0.0377
1603031	0	0.0208	0.0192
1603032	0	0.0222	0.0185
1603033	0	0.0213	0.0179
1603044	0	0.027	0.0238
1603104	0.0175	0.0263	0
1603110	0.0323	0	0
1603347	0	0	0.0364
1603900	0	0.0455	0
1603908	0.0139	0.0299	0
1603925	0	0.0462	0
1603993	0.0149	0.0267	0
1604141	0	0.027	0
1604142	0.02	0.0299	0
1604364	0	0.0417	0
1604419	0.0952	0	0
1604451	0	0	0.0286
1604530	0.0185	0	0.0139
1604542	0	0	0.026
1604546	0.0189	0.0196	0
1604816	0	0.0204	0.0143
1604838	0	0.0408	0
1604908	0	0.0508	0
1604954	0.0299	0	0
1604955	0.029	0	0
1604956	0.0278	0	0
1605001	0	0.0377	0
1605132	0.0333	0	0
1605451	0.0345	0	0
1605475	0.026	0	0.0156
1605573	0	0.0385	0
1605576	0.027	0	0
1605904	0.0392	0	0
1605919	0	0.0204	0.0204
1605988	0.0968	0	0
1606088	0.0333	0	0
1606215	0	0.0385	0
1606236	0.0175	0	0.0204
1606243	0.0377	0	0
1606244	0.0351	0	0
1606245	0.0364	0	0
1606363	0	0.038	0
1606380	0.0167	0	0.0161
1606398	0.0606	0	0
1606511	0.027	0	0
1606532	0	0.0317	0
1606545	0.0541	0	0
1606600	0.0357	0	0
1606609	0.0357	0	0
1606611	0.0339	0	0
1606613	0.0339	0	0.02
1606754	0.037	0	0
1606758	0.0345	0	0
1606760	0.0339	0	0
1606873	0.0444	0	0
1606913	0.0238	0.0143	0
1607021	0.0213	0	0.0159
1607323	0	0.0476	0
1607459	0	0	0.029
1607460	0	0	0.0312
1607463	0	0	0.0328
1607608	0	0	0.0417
1607652	0.0263	0	0.0238
1607684	0	0	0.0408
1607685	0	0	0.0417
1607686	0	0	0.0408
1607687	0	0	0.0435
1607760	0.0204	0	0.0208
1607801	0.0426	0	0.0196
1607802	0.0217	0	0.02
1607809	0	0.0377	0
1607866	0	0.0217	0.0208
1607999	0.0339	0	0
1608240	0	0.0154	0.0141
1608241	0	0.0164	0.0143
1608242	0	0.0159	0.0141
1608289	0	0	0.0351
1608583	0	0	0.025
1608760	0.0317	0	0
1608900	0.0357	0	0
1608905	0	0.029	0
1608921	0.0299	0	0
1609161	0.0333	0	0
1609164	0	0	0.0323
1609216	0.0167	0	0.0189
1609243	0.0169	0.0213	0
1609321	0.0294	0	0
1609395	0.0125	0.0145	0.0303
1609396	0.0125	0.0141	0.0294
1609515	0	0.0323	0
1609540	0.0145	0.0167	0.05
1609542	0.0141	0	0.0339
1609546	0.0147	0	0.0328
1609547	0.0139	0.0159	0.0317
1609548	0.0145	0	0.0323
1609550	0.0152	0	0.0179
1609651	0	0	0.0488
1609654	0	0	0.0455
1609664	0	0.0435	0
1609701	0	0.0377	0
1609806	0	0	0.0351
1609831	0.0556	0	0
1610059	0	0.037	0.0222
1610114	0	0.0317	0
1610118	0	0	0.0328
1610213	0	0	0.0308
1610308	0	0.0299	0
1610328	0	0	0.0364
1610408	0	0	0.0606
1610556	0.0141	0.0149	0
1610716	0.0164	0	0.0159
1610717	0.0159	0.0156	0
1610789	0.0156	0.0172	0
1610847	0.0274	0.0145	0
1610876	0	0.0323	0
1610890	0	0	0.0294
1610904	0	0	0.029
1610906	0	0	0.0294
1610925	0	0.0286	0
1611028	0	0.0571	0
1611069	0.0282	0	0
1611089	0.038	0	0
1611216	0.0339	0	0
1611219	0.0339	0	0
1611226	0	0.0185	0.0217
1611241	0.037	0	0
1611242	0.037	0	0
1611269	0	0	0.0351
1611362	0.0333	0	0
1611391	0.0323	0	0
1611392	0.0312	0	0
1611633	0.0377	0	0
1611672	0.0455	0	0
1611889	0.0345	0	0
1611890	0.0345	0	0
1611900	0	0.0345	0.0164
1611901	0	0.0345	0
1611902	0	0.0377	0
1612039	0.0238	0	0
1612040	0.0227	0	0
1612218	0	0	0.0513
1612219	0	0	0.0513
1612222	0	0	0.0526
1612223	0	0	0.0526
1612226	0	0	0.0513
1612273	0.0303	0	0
1612274	0.0299	0	0
1612326	0	0.037	0
1612401	0.0484	0	0
1612491	0	0.0299	0
1612792	0	0.0345	0
1612862	0	0	0.0469
1612870	0	0.0312	0
1613291	0	0.0426	0
1613503	0.0571	0	0
1613552	0	0	0.0392
1613578	0	0	0.0435
1613642	0	0.069	0
1613852	0.0606	0	0
1613855	0.0588	0	0
1613895	0.05	0	0
1614004	0.0444	0	0
1614007	0.0455	0	0
1614078	0.0435	0	0
1614142	0.0351	0	0
1614234	0	0	0.027
1614270	0.0256	0	0.0175
1614273	0.0263	0	0.0164
1614279	0	0.0196	0.0323
1614417	0	0	0.0256
1614571	0.0526	0	0
1614638	0	0.0364	0
1614691	0.0408	0	0
1614841	0.0351	0	0
1614842	0.0339	0	0
1615031	0	0	0.0357
1615060	0	0.0357	0
1615116	0	0.0213	0.0169
1615145	0.0282	0	0
1615280	0	0	0.0244
1615317	0	0	0.027
1615318	0.0385	0	0
1615320	0	0	0.026
1615370	0	0.087	0
1615577	0	0.0333	0
1615582	0.0385	0	0
1615586	0.0323	0	0
1615587	0.0317	0	0
1615752	0	0	0.0308
1615970	0.0179	0	0.0208
1615974	0	0	0.0417
1616256	0.0159	0	0.0179
1616257	0.0161	0	0.0185
1616284	0	0.0351	0
1616339	0	0	0.0328
1616475	0	0	0.0303
1616747	0	0.0328	0
1616766	0.025	0.0137	0
1616768	0.0278	0	0
1616930	0	0	0.0274
1616975	0.0161	0.0244	0
1617039	0.0357	0	0
1617042	0.0333	0	0
1617048	0.0526	0	0
1617190	0.0333	0	0
1617200	0.0164	0	0.0132
1617408	0.0192	0	0.0167
1617559	0.0227	0	0.0159
1617650	0	0	0.0282
1617651	0	0	0.0294
1617798	0	0	0.0385
1617799	0	0	0.0385
1617800	0	0	0.037
1617950	0.0357	0.0147	0
1618731	0.0408	0	0.0278
1618807	0	0	0.0465
1618825	0.0357	0	0.0213
1618842	0	0.0526	0
1618969	0	0.0333	0
1618973	0.0312	0	0
1618974	0.0328	0	0
1618975	0.0333	0	0
1619118	0.0408	0	0
1619280	0	0	0.0312
1619342	0.0227	0	0.0227
1619362	0.0351	0	0
1619365	0.0351	0	0
1619415	0	0.0328	0
1619511	0.0465	0	0
1619512	0.0435	0	0
1619551	0	0.0179	0.0189
1619748	0	0.0385	0
1619799	0	0	0.0351
1620027	0.0545	0	0
1620030	0.0588	0	0
1620046	0.0426	0	0
1620164	0.0185	0	0.0185
1620178	0.0455	0	0
1620180	0.0455	0	0
1620181	0.0638	0	0
1620182	0.0667	0	0
1620239	0.0256	0.0238	0
1620289	0	0.0364	0
1620432	0	0	0.0339
1620434	0	0	0.0345
1620537	0	0	0.0357
1620581	0	0	0.0435
1620585	0	0	0.0392
1620587	0	0.0169	0.0392
1620627	0	0	0.0408
1620642	0	0	0.0357
1620643	0	0	0.0351
1620644	0	0	0.0351
1620674	0.0377	0	0
1620737	0	0.0323	0
1620738	0	0.0308	0
1620793	0	0	0.0303
1620850	0	0	0.0317
1620857	0	0.0247	0
1620860	0	0.0263	0
1620863	0	0.0267	0
1620947	0.0408	0	0
1620967	0	0	0.0312
1621150	0.0282	0	0
1621154	0.0286	0	0
1621243	0.0323	0	0
1621313	0	0.0357	0
1621315	0	0.0333	0
1621316	0	0.0357	0.02
1621462	0	0.0377	0
1621464	0	0.0364	0
1621558	0.0149	0.0317	0
1621648	0	0	0.0364
1621706	0	0.0182	0.0167
1622398	0	0.037	0.0169
1622478	0.0303	0	0
1623234	0	0	0.0385
1623408	0	0.0312	0
1623460	0.0179	0	0.0159
1623462	0.0526	0	0
1623592	0.0377	0	0
1623594	0.0377	0	0
1623600	0	0	0.0339
1623626	0.0364	0	0
1623738	0.0278	0.0196	0
1623743	0.029	0	0
1623744	0.0278	0	0
1623746	0.0303	0	0
1623795	0	0.04	0
1623811	0.0294	0	0
1623984	0	0.0441	0
1624014	0	0	0.0333
1624015	0	0	0.0351
1624016	0	0	0.0357
1624020	0	0	0.0357
1624021	0	0	0.0364
1624084	0.0328	0	0
1624091	0	0.0274	0
1624092	0	0.0423	0
1624364	0	0	0.0357
1624365	0	0	0.0345
1624366	0	0	0.0345
1624526	0.0169	0	0.0175
1624608	0	0.0135	0.0204
1624757	0	0	0.0345
1624758	0	0	0.0357
1624778	0.0465	0	0
1624781	0.0476	0	0
1624851	0.0345	0	0
1624871	0	0	0.0328
1624872	0	0	0.0339
1625019	0	0	0.0339
1625020	0	0	0.0339
1625021	0	0	0.0333
1625060	0	0.0441	0
1625074	0	0.0147	0.025
1625140	0	0	0.0476
1625142	0	0	0.0488
1625143	0	0	0.0488
1625206	0	0.027	0
1625209	0	0.0563	0
1625292	0	0	0.0333
1625293	0	0	0.0317
1625295	0	0.0312	0
1625326	0.0161	0	0.0167
1625350	0	0.0323	0
1625352	0	0.0469	0
1625353	0	0.0794	0
1625355	0	0.05	0
1625357	0	0.0484	0
1625360	0	0.0492	0
1625361	0	0.0517	0
1625365	0	0.0545	0
1625673	0.0204	0	0.0189
1625715	0.0204	0	0.0159
1625721	0	0	0.0303
1625805	0.0299	0	0
1625824	0	0	0.0312
1626033	0	0.0179	0.0175
1626034	0	0.0172	0.0156
1626065	0	0.02	0.0172
1626099	0	0	0.0308
1626102	0	0	0.0508
1626103	0	0	0.0333
1626105	0	0.0317	0
1626106	0	0	0.0492
1626109	0	0.0164	0.05
1626252	0	0	0.0375
1626255	0	0	0.0357
1626278	0.0147	0	0.013
1626284	0.0152	0	0.0132
1626596	0	0	0.037
1626724	0	0	0.0417
1626783	0	0.0192	0.0185
1626808	0	0.037	0
1626901	0	0	0.0345
1627032	0.0294	0	0
1627041	0	0.0323	0
1627043	0.027	0	0
