site_id	W20_D1	W21_D1	W19_D1
1800440	57	36	70
1800472	53	31	61
1800588	63	53	67
1800589	64	53	66
1800593	62	57	70
1800595	61	53	68
1800621	63	51	68
1800622	63	52	66
1800623	63	55	69
1800624	63	51	67
1800628	62	53	66
1800739	42	58	54
1800742	41	54	54
1800743	43	57	54
1800762	51	58	55
1800807	53	46	57
1800823	46	46	55
1800850	48	43	56
1800956	42	39	48
1801002	54	54	60
1801290	66	30	68
1801294	64	36	68
1801297	64	31	65
1801376	53	49	70
1801512	47	39	41
1801513	48	39	42
1801514	49	41	43
1801661	48	54	53
1801663	47	53	56
1801862	67	42	51
1801912	59	47	41
1801913	64	50	43
1801956	69	53	44
1802291	47	46	62
1802494	58	44	44
1802675	37	38	35
1802679	36	34	34
1802718	36	37	36
1802815	44	43	40
1802827	45	46	39
1802828	45	46	37
1802829	43	46	37
1802925	52	45	48
1803152	49	34	53
1803199	47	34	48
1803201	48	30	49
1803210	50	39	49
1803350	47	42	51
1803351	46	43	49
1803391	47	41	46
1803540	28	47	45
1803546	25	45	39
1803560	31	51	42
1803579	35	44	41
1803650	42	47	43
1803652	41	47	45
1803686	52	43	46
1803735	61	41	54
1803776	72	45	55
1804093	9	11	5
1804097	52	40	52
1804099	55	44	52
1804100	54	44	52
1804272	48	49	45
1804273	46	49	44
1804333	52	49	53
1804416	57	43	45
1804417	58	44	45
1804422	57	46	47
1804423	55	43	47
1804424	53	44	47
1804564	50	37	54
1804583	50	33	49
1804669	64	50	47
1804760	87	60	66
1805019	66	47	76
1805092	71	54	71
1805093	69	53	69
1805094	71	51	70
1805233	75	67	45
1805367	60	55	59
1805434	56	58	59
1805494	64	57	46
1805496	65	56	47
1805497	67	61	53
1805498	68	57	53
1805499	63	56	51
1805576	60	41	56
1805612	62	43	59
1805615	62	39	57
1805646	58	46	60
1805647	58	42	55
1805649	60	51	56
1805661	60	56	56
1805680	63	61	61
1805700	65	66	58
1805763	60	60	62
1805766	57	54	62
1805835	55	44	76
1805923	42	62	77
1806077	14	10	8
1806858	1	1	4
1806860	1	1	3
1806906	7	5	13
1806951	17	15	28
1806954	18	19	30
1806974	19	20	35
1806996	28	27	42
1807006	27	34	42
1807217	38	36	39
1807278	35	40	37
1807295	35	29	34
1807296	32	29	33
1807299	34	31	35
1807357	28	34	36
1807377	28	32	36
1807381	33	35	37
1807383	34	34	37
1807385	33	33	36
1807386	32	35	35
1807530	41	33	38
1807532	41	35	38
1807533	41	34	38
1807554	35	26	37
1807634	35	30	38
1807660	30	26	40
1807667	26	30	38
1807671	26	26	38
1807672	27	27	39
1807720	32	29	39
1807741	29	30	38
1807753	27	35	34
1807787	26	40	32
1807816	26	44	30
1807829	28	41	28
1807830	27	42	27
1807870	31	47	41
1808022	40	30	34
1808729	33	27	38
1808736	34	28	38
1808797	37	25	36
1808946	51	25	37
1808993	45	25	35
1809000	40	23	29
1809015	43	20	33
1809203	30	25	36
1809205	30	24	36
1809208	31	25	35
1809209	30	20	34
1809225	35	30	34
1809231	28	29	37
1809270	27	33	34
1809327	33	34	29
1809346	42	34	30
1809372	40	28	32
1809381	36	25	27
1809382	36	25	28
1809385	31	24	28
1809460	29	29	36
1809499	29	43	44
1809654	45	43	37
1809918	37	41	61
1809962	45	42	53
1809963	50	40	57
1810092	58	43	41
1810094	58	43	41
1810095	59	43	39
1810113	47	36	33
1810223	36	35	24
1810239	37	42	28
1810243	38	42	27
1810247	32	38	26
1810437	52	44	47
1810439	54	49	46
1810512	62	43	55
1810557	52	36	45
1810579	48	30	47
1810582	54	34	51
1810583	54	31	52
1810584	55	34	53
1810589	51	27	48
1810657	37	30	50
1810681	38	31	57
1810863	41	38	49
1811011	39	29	32
1811014	36	31	30
1811367	40	55	41
1811372	44	50	42
1811499	47	50	45
1811718	44	40	45
1811868	45	45	40
1811937	43	44	39
1812044	52	46	46
1812049	50	40	48
1812369	34	51	50
1812484	37	54	43
1812768	52	41	26
1812769	53	44	27
1812828	32	33	38
1812916	39	38	41
1812980	31	42	26
1812984	27	40	28
1812986	27	41	28
1812987	29	45	28
1813060	23	48	27
1813067	25	46	27
1813069	24	47	26
1813070	25	44	26
1813081	26	47	32
1813123	23	49	27
1813124	23	48	28
1813125	24	46	28
1813161	31	47	22
1813163	31	47	21
1813169	28	47	24
1813170	30	46	24
1813179	34	44	22
1813194	33	42	24
1813197	31	44	25
1813224	29	47	22
1813241	27	39	25
1813262	28	33	27
1813272	30	34	28
1813290	33	33	26
1813291	34	38	28
1813445	20	37	35
1813455	20	39	40
1813456	20	41	39
1813501	20	38	42
1813564	25	27	43
1813566	23	27	42
1813601	24	28	32
1813629	24	29	35
1813630	23	33	40
1813631	25	29	40
1813633	25	31	39
1813634	24	31	41
1813635	26	33	41
1813637	26	33	40
1813647	25	31	42
1813780	29	30	48
1813781	29	29	49
1813801	25	25	42
1813932	43	32	53
1813937	44	32	51
1813972	44	40	50
1813973	46	41	50
1814101	42	41	40
1814121	41	39	38
1814122	38	42	36
1814124	37	43	37
1814125	37	42	35
1814127	36	38	34
1814217	35	37	56
1814254	30	24	44
1814298	35	16	39
1814301	33	19	48
1814326	34	19	47
1814329	29	18	46
1814420	31	39	48
1814443	44	36	47
1814647	34	25	34
1814665	34	27	39
1814667	36	28	41
1814698	35	25	33
1814699	39	25	35
1814724	43	25	38
1814734	39	25	38
1814789	53	30	53
1814935	48	46	33
1815053	61	35	43
1815276	34	37	27
1815287	33	31	31
1815288	33	31	30
1815289	33	29	29
1815290	31	33	26
1815297	37	32	29
1815318	38	23	29
1815379	40	30	29
1815382	34	29	30
1815417	35	27	28
1815430	34	30	30
1815431	30	26	32
1815432	32	28	29
1815437	34	28	29
1815454	24	28	26
1815466	34	31	29
1815473	30	29	26
1815512	39	27	25
1815521	39	24	27
1815524	40	25	25
1815526	39	23	25
1815593	39	25	26
1815623	33	18	23
1815637	26	16	23
1815638	28	18	22
1815686	28	22	27
1815699	33	23	28
1815706	42	21	34
1815764	42	29	41
1815768	39	26	41
1815898	33	31	25
1815899	33	29	23
1815912	41	29	34
1815914	43	28	31
1815916	43	27	32
1815923	42	25	32
1815945	39	26	34
1816003	30	25	42
1816005	29	23	40
1816013	30	26	42
1816014	32	24	42
1816135	45	31	35
1816137	44	31	36
1816138	45	27	34
1816319	54	44	47
1816349	53	45	50
1816406	39	38	42
1816452	38	30	31
1816481	35	29	29
1816486	37	27	31
1816502	33	33	30
1816509	33	32	32
1816510	35	36	32
1816566	37	36	40
1816567	37	35	42
1816624	40	39	40
1816723	43	33	30
1816743	31	32	25
1816816	35	42	39
1816835	35	38	39
1817182	65	44	40
1817183	62	45	39
1817184	62	44	41
1817185	63	47	40
1817543	53	38	37
1817829	46	43	40
1817880	33	26	33
1817973	27	31	32
1818004	27	28	34
1818014	26	31	38
1818031	32	27	36
1818286	39	27	31
1818341	45	32	43
1818398	32	31	37
1818399	34	28	39
1818402	30	30	38
1818417	27	36	40
1818544	28	28	38
1818598	28	27	38
1818612	27	32	34
1818653	25	29	31
1818654	24	29	31
1818655	25	29	30
1818661	23	28	32
1818679	24	30	33
1818680	25	32	31
1818682	25	26	32
1818684	26	33	35
1818691	34	40	47
1818841	46	30	67
1818846	49	36	73
1818908	45	28	58
1818973	45	33	65
1819316	33	43	43
1819345	40	47	44
1819366	42	46	45
1819368	41	48	45
1819369	39	46	38
1819437	40	43	44
1819438	40	44	47
1819440	43	44	48
1819550	28	32	33
1819565	30	32	29
1819573	28	27	29
1819579	33	27	27
1819593	36	27	26
1819594	36	30	24
1819621	31	26	25
1819622	32	28	25
1819624	30	27	29
1819659	28	23	32
1819677	31	28	29
1819689	36	30	33
1819716	33	29	32
1819803	33	35	48
1819885	32	26	35
1819888	33	29	35
1819901	29	30	35
1819921	36	30	31
1819952	39	33	42
1819953	39	33	42
1820102	33	29	36
1820106	34	30	36
1820110	34	28	33
1820267	37	39	35
1820375	49	35	46
1820471	45	48	47
1820610	35	36	30
1820619	35	31	30
1820620	34	32	30
1820621	34	29	28
1820622	34	31	28
1820630	35	36	27
1820635	33	35	28
1820674	33	32	32
1820676	34	31	32
1820677	34	28	30
1820678	36	31	29
1820682	34	33	29
1820703	36	33	30
1820882	36	42	36
1821042	30	34	30
1821066	34	32	31
1821104	30	29	22
1821124	33	39	27
1821218	35	37	28
1821243	38	32	29
1821403	36	36	34
1821407	40	42	39
1821778	46	52	39
1821781	49	56	43
1821801	47	49	41
1821833	40	49	52
1821853	45	39	50
1821856	51	46	52
1821998	46	34	37
1822001	43	34	34
1822002	42	37	30
1822003	42	36	35
1822053	36	26	34
1822054	37	24	30
1822082	36	24	34
1822189	37	30	33
1822203	32	31	32
1822222	36	31	32
1822243	42	27	31
1822260	37	26	32
1822262	36	27	32
1822264	35	26	34
1822321	37	25	31
1822366	33	17	22
1822408	22	19	20
1822420	23	17	18
1822478	22	27	28
1822502	21	31	27
1822519	21	33	27
1822521	21	33	27
1822522	20	32	27
1822523	19	32	27
1822531	19	34	25
1822551	21	33	23
1822565	20	31	26
1822566	21	30	25
1822573	20	31	25
1822578	23	32	25
1822579	23	32	24
1822588	22	29	20
1822590	22	27	21
1822606	28	30	21
1822608	29	30	23
1822614	28	34	22
1822627	30	33	18
1822629	28	34	19
1822642	30	44	25
1822664	28	43	25
1822762	23	35	32
1822777	19	36	32
1822779	20	35	36
1822812	17	35	39
1822813	19	33	38
1822814	16	33	34
1822815	17	34	32
1822816	18	34	35
1822819	21	34	34
1822822	19	35	34
1822828	19	33	35
1822837	19	33	37
1822839	20	31	39
1823036	29	32	37
1823046	29	30	35
1823109	34	33	33
1823110	31	33	32
1823112	32	33	31
1823133	31	32	33
1823157	30	26	34
1823203	37	32	50
1823262	31	27	48
1823272	33	27	45
1823322	26	32	35
1823325	26	34	36
1823336	27	30	33
1823338	28	28	33
1823345	28	32	33
1823347	28	33	34
1823348	28	32	35
1823365	20	27	32
1823385	16	31	34
1823399	17	32	34
1823414	18	26	33
1823417	21	28	31
1823418	21	29	33
1823425	23	29	34
1823460	29	30	40
1823468	29	28	38
1823478	33	26	41
1823567	33	30	57
1823569	35	30	56
1823917	36	53	64
1823964	44	46	50
1823998	42	40	53
1824074	48	35	37
1824125	39	29	27
1824147	43	39	37
1824192	51	47	32
1824398	61	44	41
1824483	59	38	52
1824576	51	50	53
1824688	42	44	50
1824698	41	44	45
1824848	50	48	39
1824852	47	45	38
1825132	39	20	32
1825209	34	23	41
1825233	43	31	46
1825236	45	29	47
1825297	38	21	38
1825306	38	25	42
1825385	29	46	56
1825433	35	47	45
1825450	31	45	46
1825486	26	35	35
1825652	32	36	34
1825662	31	34	30
1825689	23	31	39
1825696	18	25	34
1825698	19	25	33
1825700	17	25	34
1825701	15	24	35
1825702	18	24	36
1825728	22	26	36
1825769	17	29	35
1825788	20	26	33
1825794	19	26	31
1825797	23	29	34
1825820	25	29	31
1825831	26	40	32
1825857	31	42	30
1825980	42	40	53
1825981	42	38	53
1825982	39	37	52
1826040	42	37	57
1826049	40	36	53
1826088	50	43	63
1826129	45	40	57
1826148	47	43	55
1826186	39	44	43
1826387	43	49	29
1826447	46	45	33
1826489	41	36	34
1826690	24	34	24
1826692	24	34	22
1826693	24	34	23
1826695	24	36	19
1826697	29	36	22
1826700	30	37	20
1826733	31	43	22
1826734	29	43	22
1826736	29	42	22
1826739	30	42	22
1826789	32	37	24
1826809	35	39	24
1826840	36	38	27
1826843	37	36	27
1826857	33	35	29
1826863	35	35	29
1826883	40	31	37
1826944	36	34	45
1827014	27	29	40
1827016	25	26	39
1827017	25	25	40
1827018	31	31	41
1827042	35	39	40
1827165	38	49	34
1827166	39	54	35
1827168	35	51	33
1827324	37	50	48
1827437	47	33	43
1827438	46	34	47
1827439	47	34	47
1827440	46	34	45
1827587	43	33	42
1827588	42	32	44
1827590	43	35	43
1827592	41	34	39
1827720	46	32	37
1827721	44	30	33
1827722	44	31	34
1827864	41	29	59
1827870	40	25	53
1827872	42	27	55
1827873	42	26	56
1827915	40	25	34
1828096	29	36	21
1828135	37	35	25
1828211	37	40	32
1828216	39	39	36
1828296	28	36	36
1828298	28	36	36
1828409	37	35	49
1828423	30	26	36
1828435	33	27	33
1828457	32	31	33
1828621	31	40	34
1828711	37	31	32
1828796	44	48	41
1829049	48	63	54
1829116	47	54	65
1829182	40	49	40
1829183	40	54	42
1829184	40	59	42
1829278	42	60	42
1829327	45	55	45
1829332	47	48	41
1829333	44	45	45
1829335	46	51	48
1829483	38	39	45
1829718	48	49	49
1829850	65	72	44
1829852	63	70	43
1829853	63	72	42
1830005	55	31	33
1830549	34	44	37
1830589	37	33	36
1830970	33	31	33
1831052	34	30	35
1831062	33	32	32
1831079	31	33	34
1831080	31	31	31
1831109	32	29	34
1831169	29	34	36
1831170	29	32	36
1831185	31	37	35
1831278	41	39	32
1831436	32	55	33
1831479	31	49	31
1831588	27	35	35
1831691	31	45	29
1832097	50	45	55
1832143	45	30	44
1832144	46	30	43
1832181	42	28	49
1832182	42	31	49
1832184	40	33	49
1832232	43	28	48
1832460	34	36	35
1832472	30	36	30
1832474	30	35	29
1832475	32	36	32
1832610	28	46	34
1832750	31	46	41
1832857	45	41	37
1832914	31	25	34
1832923	35	26	37
1832925	35	26	37
1832930	37	27	36
1832939	36	28	39
1832965	39	19	32
1832966	43	21	32
1832973	44	21	33
1833002	42	18	28
1833010	43	17	28
1833043	36	17	33
1833045	36	16	33
1833046	36	18	31
1833047	37	18	32
1833062	41	17	29
1833064	37	16	29
1833074	39	22	27
1833076	37	21	29
1833077	36	21	28
1833078	38	23	28
1833093	35	26	35
1833106	29	28	34
1833109	29	29	33
1833191	29	33	36
1833194	28	36	36
1833197	27	32	31
1833240	37	26	36
1833268	35	21	40
1833273	36	22	40
1833395	27	37	43
1833413	30	39	46
1833414	30	39	48
1833417	32	45	55
1833419	32	47	58
1833563	39	42	46
1833566	37	38	40
1833568	36	35	37
1833687	41	31	28
1833705	40	30	23
1833710	40	30	23
1833711	40	27	22
1833729	37	32	23
1833754	37	32	21
1833757	39	28	18
1833815	35	38	25
1833816	35	38	27
1833828	36	26	32
1833830	38	30	33
1833831	36	33	32
1833833	37	34	33
1833836	36	31	34
1833910	34	35	48
1833952	30	30	46
1833974	27	27	37
1833975	26	29	39
1833977	25	28	38
1834031	27	31	27
1834032	29	32	27
1834034	28	31	28
1834036	27	39	33
1834044	23	35	32
1834056	21	38	33
1834058	21	40	33
1834109	25	36	34
1834127	24	38	34
1834148	22	35	32
1834158	26	35	36
1834177	25	36	39
1834180	25	34	36
1834181	27	34	38
1834182	27	33	38
1834184	25	33	37
1834193	26	26	29
1834194	28	28	31
1834195	27	27	31
1834277	30	25	34
1834309	32	30	30
1834312	33	28	31
1834344	27	28	33
1834364	32	28	30
1834368	32	26	29
1834370	32	27	29
1834371	29	25	26
1834386	32	25	29
1834399	32	22	26
1834416	28	23	26
1834446	25	19	28
1834462	26	19	26
1834508	27	28	30
1834517	20	26	31
1834518	21	24	29
1834562	18	28	27
1834563	18	28	27
1834566	17	28	27
1834569	16	24	23
1834570	17	29	29
1834571	17	30	29
1834572	20	31	32
1834583	27	35	32
1834590	25	38	26
1834647	33	32	35
1834667	38	34	39
1834670	41	34	37
1834763	45	30	36
1834765	46	32	38
1834769	44	30	37
1834811	36	30	34
1834814	34	29	33
1834830	32	30	38
1834863	37	22	35
1834870	37	24	34
1834955	42	17	32
1834988	41	13	29
1834998	37	15	27
1835003	34	13	25
1835015	33	16	30
1835018	35	16	29
1835019	35	17	30
1835052	33	24	32
1835076	34	30	36
1835101	38	36	46
1835104	39	35	46
1835254	48	43	40
1835255	47	44	41
1835256	46	44	39
1835257	48	38	39
1835413	53	46	38
1835532	32	32	31
1835535	32	33	34
1835573	41	38	36
1835574	41	37	38
1835711	41	51	41
1835719	41	52	41
1835721	41	49	42
1835723	41	46	41
1835789	31	45	48
1835832	36	47	54
1835842	36	45	46
1835857	40	48	54
1835873	38	50	54
1835875	40	47	54
1835972	34	31	32
1836000	35	36	28
1836009	32	38	27
1836135	37	39	38
1836591	44	43	46
1836602	43	48	48
1836752	43	39	28
1836753	42	35	25
1836754	41	36	29
1836797	36	34	30
1836901	44	40	44
1837119	42	35	40
1837120	39	38	43
1837134	42	38	43
1837164	45	37	35
1837165	47	38	35
1837294	34	28	30
1837315	41	29	29
1837316	40	28	36
1837318	39	28	36
1837319	39	21	32
1837327	34	21	31
1837336	40	24	33
1837363	37	31	35
1837513	62	48	37
1837611	39	60	51
1837652	42	67	53
1837913	53	57	32
1838032	54	48	30
1838114	42	47	35
1838492	48	45	52
1838566	38	35	53
1838567	40	39	58
1839105	46	53	32
1839191	51	59	47
1839217	41	48	45
1839219	41	47	46
1839223	43	47	44
1839301	36	28	32
1839308	40	24	30
1839366	38	31	37
1839368	40	30	39
1839407	47	44	44
1839409	44	43	46
1839559	44	67	48
1839648	63	66	52
1839676	55	58	51
1839721	46	49	39
1839777	34	66	60
1840073	37	30	42
1840438	63	56	54
1840440	60	59	56
1840444	61	57	55
1840445	63	56	57
1840535	58	51	50
1840598	48	57	47
1840669	38	58	41
1840709	32	58	35
1840713	33	64	38
1840718	30	61	33
1840796	44	42	27
1840909	48	41	35
1840941	50	54	35
1840975	44	51	49
1840981	49	51	48
1841058	43	48	54
1841171	42	31	47
1841815	28	46	35
1841816	29	45	37
1841817	30	47	37
1841818	29	46	36
1841820	30	47	38
1841824	31	44	36
1841897	22	35	33
1841906	23	30	33
1841907	23	30	33
1841916	23	26	30
1841921	23	27	30
1841947	21	27	31
1841958	29	34	36
1841966	33	37	39
1841968	32	35	40
1841969	32	37	39
1841971	31	37	38
1842005	32	34	39
1842029	37	42	43
1842054	38	30	38
1842155	32	41	31
1842232	31	45	34
1842264	32	49	35
1842265	32	50	34
1842268	32	53	37
1842272	35	50	39
1842318	39	46	40
1842319	36	45	40
1842468	35	36	38
1842662	24	22	38
1842666	22	24	38
1842677	21	22	32
1842692	37	24	37
1842714	38	24	36
1842718	41	23	35
1842888	26	33	39
1842916	26	40	41
1842960	33	44	38
1843369	45	45	33
1843382	49	44	37
1843674	46	29	44
1843726	42	27	31
1843730	43	25	31
1843770	44	29	29
1843789	35	31	25
1843815	32	30	29
1843839	25	33	26
1843849	27	35	33
1843850	25	35	32
1843867	30	37	32
1843868	28	36	30
1844032	38	47	42
1844065	26	41	37
1844066	26	46	39
1844068	24	45	37
1844215	42	49	48
1844216	43	51	47
1844268	27	41	32
1844282	30	38	32
1844324	23	39	33
1844325	22	42	33
1844345	22	31	38
1844358	24	28	33
1844376	25	32	33
1844392	40	36	34
1844501	36	33	29
1844513	36	32	30
1844547	34	33	27
1844564	33	34	24
1844673	36	29	28
1844679	39	27	31
1844728	33	23	36
1844748	31	28	32
1844750	30	29	32
1844751	31	28	33
1844756	35	31	33
1844768	31	33	30
1844808	30	46	39
1844809	30	44	35
1844853	32	51	42
1844964	39	34	40
1844984	45	30	35
1844989	41	26	30
1844990	43	26	31
1844991	42	26	29
1844996	40	23	35
1845073	36	29	35
1845074	34	31	35
1845075	34	29	33
1845077	34	30	32
1845078	34	29	32
1845121	31	33	36
1845122	32	31	36
1845304	36	26	37
1845307	36	26	37
1845393	40	28	42
1845420	31	23	36
1845437	30	24	39
1845440	30	22	39
1845443	30	25	40
1845445	29	24	34
1845449	28	22	35
1845451	28	25	38
1845480	35	27	38
1845493	33	24	34
1845519	34	27	37
1845539	33	21	33
1845563	28	26	36
1845586	42	32	41
1845610	39	34	41
1845775	29	38	44
1845843	32	52	58
1846016	36	40	23
1846026	40	34	25
1846044	38	32	25
1846045	38	32	25
1846054	42	30	23
1846091	44	29	24
1846116	42	28	26
1846118	41	29	29
1846121	39	27	29
1846231	39	47	32
1846339	35	22	28
1846342	37	21	27
1846345	37	21	28
1846351	38	23	27
1846366	39	21	26
1846380	34	21	30
1846386	33	20	31
1846394	40	25	30
1846395	37	23	29
1846396	37	23	26
1846399	38	23	26
1846463	28	27	33
1846467	30	28	29
1846472	25	26	29
1846520	37	28	31
1846527	36	28	31
1846534	34	25	29
1846535	36	27	31
1846536	36	28	32
1846538	36	25	32
1846545	31	29	35
1846595	43	32	29
1846596	44	34	30
1846597	43	31	29
1846604	38	27	30
1846613	41	29	32
1846614	41	26	32
1846672	40	36	44
1846675	39	34	43
1846676	40	34	42
1846677	40	35	42
1846681	39	32	42
1846760	40	42	51
1846761	42	41	47
1846762	43	42	49
1846764	40	44	48
1846825	38	48	47
1846852	38	46	44
1846853	41	42	44
1846854	41	42	44
1846956	45	40	51
1846958	44	43	52
1846960	44	44	55
1847104	27	35	26
1847105	28	37	24
1847106	28	38	26
1847107	28	39	28
1847109	28	37	26
1847136	28	39	32
1847139	27	40	32
1847141	27	39	30
1847142	27	38	31
1847143	27	37	32
1847144	27	38	31
1847145	25	39	32
1847146	27	41	31
1847149	27	38	33
1847162	28	36	33
1847164	31	41	32
1847165	29	40	31
1847166	31	42	31
1847314	43	43	52
1847324	43	40	53
1847346	52	41	49
1847347	54	47	51
1847386	49	39	47
1847493	42	26	34
1847541	42	31	43
1847582	44	32	45
1847822	48	37	55
1847823	51	41	52
1847868	44	30	51
1847879	41	26	48
1847958	47	36	55
1848308	55	42	49
1848311	56	42	47
1848313	59	42	50
1848315	58	42	49
1848316	57	37	49
1848426	53	43	49
1848457	53	39	47
1848458	51	39	46
1848467	50	41	46
1848470	49	42	47
1848471	47	42	44
1848472	46	40	44
1848485	42	36	43
1848546	47	39	43
1848547	48	37	43
1848577	44	35	43
1848595	43	36	41
1848697	39	40	37
1848698	39	41	37
1848789	41	31	35
1848791	43	32	36
1848793	40	32	33
1848800	35	29	37
1848835	38	34	44
1848935	31	34	40
1848945	31	37	39
1848946	30	36	37
1849004	28	26	26
1849059	31	30	36
1849165	43	54	36
1849202	46	56	38
1849212	54	55	37
1849241	47	49	37
1849297	39	60	43
1849331	34	53	36
1849337	31	46	36
1849458	41	37	20
1849459	42	39	19
1849616	49	52	44
1849617	49	50	44
1849763	34	53	36
1849828	25	55	39
1849893	28	46	35
1850130	39	55	42
1850131	38	58	42
1850132	37	59	42
1850186	42	53	40
1850275	40	35	38
1850397	37	47	40
1850642	30	47	37
1850687	30	48	39
1850695	25	41	32
1850698	24	40	33
1850917	29	28	33
1850946	34	28	34
1851169	41	50	50
1851234	40	47	51
1851270	40	43	48
1851342	40	41	54
1851505	34	34	43
1851576	28	31	36
1851593	29	29	37
1851630	30	28	40
1851673	50	30	52
1851675	50	31	53
1851790	48	44	52
1851795	48	43	48
1851825	39	38	46
1851826	35	38	47
1852059	49	45	32
1852062	54	45	35
1852206	45	45	57
1852944	33	44	39
1853023	39	43	29
1853041	36	43	31
1853102	39	49	30
1853127	30	51	32
1853129	34	51	30
1853168	41	42	38
1853278	37	37	35
1853279	38	36	36
1853280	37	33	38
1853336	43	50	39
1853414	50	56	56
1853424	46	46	55
1853469	46	49	57
1853528	46	49	36
1853552	50	51	38
1854112	32	38	44
1854275	43	38	33
1854455	44	56	53
1854527	33	41	41
1854588	31	26	27
1854653	37	29	41
1854654	30	28	37
1854705	48	30	42
1854846	55	63	45
1854854	61	59	40
1854896	51	47	35
1854918	47	41	33
1854942	47	35	31
1855040	50	37	25
1855182	32	32	33
1855184	30	33	33
1855214	33	30	34
1855253	24	24	33
1855255	25	28	33
1855263	25	27	32
1855279	28	28	29
1855283	31	27	28
1855287	30	28	24
1855303	31	24	24
1855304	32	24	24
1855305	34	24	25
1855306	34	24	24
1855339	29	27	29
1855377	32	31	30
1855391	38	28	30
1855396	39	30	36
1855425	35	27	34
1855437	33	30	36
1855544	29	33	37
1855592	34	23	30
1855593	33	26	31
1855604	38	28	28
1855634	28	26	34
1855647	29	27	35
1855649	28	27	33
1855657	26	29	35
1855660	25	28	35
1855677	22	28	35
1855682	28	32	36
1855687	24	30	36
1855714	21	36	32
1855716	21	35	35
1855718	25	37	34
1855722	22	39	32
1855803	31	40	39
1855976	32	28	35
1856092	37	36	26
1856130	43	42	34
1856259	37	26	30
1856260	38	31	31
1856307	44	27	24
1856378	54	35	42
1856410	57	43	40
1856540	51	37	41
1856579	55	42	44
1856643	56	37	38
1856740	29	36	30
1856779	26	44	23
1856782	25	43	24
1856802	25	40	36
1856803	25	41	34
1856804	27	45	36
1856805	27	43	34
1856806	25	44	36
1856809	28	42	35
1856811	25	43	33
1856812	23	41	33
1856859	40	40	41
1856899	38	36	37
1856920	41	46	41
1856934	42	40	48
1856945	49	37	48
1856951	43	38	41
1856952	43	37	39
1856955	47	38	41
1856957	55	46	39
1856959	54	45	40
1856973	42	43	35
1857106	34	39	57
1857116	28	36	57
1857269	45	43	40
1857277	46	49	44
1857297	37	44	38
1857298	38	46	41
1857312	35	46	51
1857369	37	43	54
1857447	38	54	67
1857448	40	57	66
1857449	36	56	67
1857715	38	52	61
1857743	39	41	52
1857760	37	42	44
1857879	25	38	35
1857888	26	36	36
1857970	29	26	45
1857973	29	27	44
1857974	29	27	40
1858003	28	22	35
1858008	31	25	36
1858079	25	34	35
1858080	27	33	36
1858081	27	34	32
1858141	30	54	41
1858268	35	40	30
1858451	34	58	35
1858712	29	39	29
1858730	27	36	31
1858745	30	36	31
1858747	30	37	32
1858935	32	29	39
1858939	32	31	35
1858940	33	31	37
1859051	34	38	42
1859116	28	29	40
1859117	28	25	34
1859118	28	28	32
1859137	28	27	33
1859138	28	26	33
1859139	28	26	33
1859148	30	29	31
1859154	29	29	32
1859164	32	28	36
1859323	40	27	35
1859542	23	26	34
1859545	24	29	34
1859547	24	22	32
1859648	43	29	28
1859709	34	33	41
1859768	35	25	35
1860116	56	49	45
1860170	45	42	41
1860211	45	51	48
1860291	43	46	34
1860340	47	49	37
1860347	45	50	35
1860367	43	53	33
1860496	33	56	43
1860513	34	46	42
1860516	36	45	41
1860723	45	53	37
1860734	43	49	35
1860735	41	49	35
1860853	54	45	43
1860879	56	48	50
1860881	55	46	47
1861007	37	25	32
1861008	37	28	33
1861060	44	55	38
1861151	26	52	39
1861162	23	51	38
1861193	19	40	39
1861196	19	41	35
1861207	16	38	41
1861246	27	37	36
1861251	29	40	38
1861253	30	44	40
1861254	30	44	40
1861393	38	38	27
1861400	40	33	25
1861401	39	32	27
1861405	38	34	28
1861804	35	40	36
1861955	63	28	28
1862040	56	38	27
1862051	56	40	28
1862057	57	43	30
1862063	54	49	31
1862069	55	54	29
1862088	49	43	29
1862133	45	50	30
1862182	49	45	43
1862231	53	37	39
1862247	42	40	35
1862625	36	38	38
1862658	26	40	34
1862661	29	36	33
1862666	30	35	36
1862667	29	34	36
1862683	31	30	32
1862704	32	35	30
1862707	32	35	32
1862880	34	41	43
1862963	37	51	43
1862985	29	40	41
1863051	53	39	49
1863302	42	40	29
1863554	38	45	37
1863667	43	42	48
1863749	45	41	37
1863810	33	30	28
1863814	30	32	26
1863815	29	36	27
1863816	30	34	27
1863817	32	34	27
1863819	31	32	25
1863823	37	31	28
1863831	35	31	30
1863845	36	30	33
1863938	44	39	42
1864313	33	35	28
1864315	33	34	29
1864317	29	37	29
1864320	26	37	31
1864321	27	39	30
1864322	26	37	32
1864328	25	30	24
1864330	26	33	26
1864338	24	32	25
1864352	24	28	21
1864355	25	32	21
1864358	24	25	22
1864360	24	28	22
1864375	26	30	26
1864376	26	31	27
1864382	27	31	28
1864389	29	34	27
1864390	29	33	27
1864407	28	35	31
1864411	28	34	26
1864412	27	29	29
1864417	28	32	30
1864429	28	31	31
1864445	27	29	27
1864451	25	26	27
1864460	25	22	24
1864471	22	20	22
1864472	22	19	22
1864702	31	32	26
1864715	26	31	25
1864716	28	31	26
1864728	31	31	22
1864748	28	36	24
1864749	32	37	28
1864946	25	40	34
1864989	36	53	38
1865039	35	49	37
1865288	40	44	41
1865437	33	27	40
